time	stockId	中文名稱
0913_1237	1319	東陽
0913_1234	3694	海華
0913_1231	2025	千興
0913_1225	3217	優群
0913_1222	1568	倉佑
0913_1216	2419	仲琦
0913_1204	6788	華景電
0913_1204	6217	中探針
0913_1155	5425	台半
0913_1155	1305	華夏
0913_1143	4164	承業醫
0913_1143	3322	建舜電
0913_1140	3014	聯陽
0913_1128	3090	日電貿
0913_1125	2417	圓剛
0913_1125	1809	中釉
0913_1110	5371	中光電
0913_1110	3209	全科
0913_1110	2743	山富
0913_1055	2331	精英
0913_1049	6415	矽力*-KY
0913_1049	6139	亞翔
0913_1049	4533	協易機
0913_1049	2731	雄獅
0913_1046	3346	麗清
0913_1043	6531	愛普*
0913_1040	6176	瑞儀
0913_1040	3665	貿聯-KY
0913_1034	9802	鈺齊-KY
0913_1034	8478	東哥遊艇
0913_1028	4739	康普
0913_1028	3715	定穎投控
0913_1025	3005	神基
0913_1019	8011	台通
0913_1019	6111	大宇資
0913_1019	5488	松普
0913_1019	3450	聯鈞
0913_1019	1307	三芳
0913_1016	1515	力山
0913_1010	3324	雙鴻
0913_1004	6605	帝寶
0913_0958	6414	樺漢
0913_0958	3363	上詮
0913_0952	3709	鑫聯大投控
0913_0949	6231	系微
0913_0949	4953	緯軟
0913_0949	2402	毅嘉
0913_0943	6585	鼎基
0913_0943	5706	鳳凰
0913_0937	9938	百和
0913_0934	3701	大眾控
0913_0934	3081	聯亞
0913_0934	3025	星通
0913_0934	2228	劍麟
0913_0931	6104	創惟
0913_0928	8048	德勝
0913_0928	6288	聯嘉
0913_0928	4977	眾達-KY
0913_0928	3162	精確
0913_0928	1618	合機
0913_0928	1339	昭輝
0913_0925	3043	科風
0913_0925	2363	矽統
0913_0922	6732	昇佳電子
0913_0922	4908	前鼎
0913_0922	3044	健鼎
0913_0922	3035	智原
0913_0922	2355	敬鵬
0913_0922	1560	中砂
0913_0922	1533	車王電
0913_0919	6451	訊芯-KY
0913_0919	5215	科嘉-KY
0913_0919	3548	兆利
0913_0919	2497	怡利電
0913_0919	2374	佳能
0913_0913	8155	博智
0913_0913	8112	至上
0913_0913	2340	台亞
