time	stockId	中文名稱
0905_1325	6625	必應
0905_1325	5340	建榮
0905_1325	6625	必應
0905_1325	5340	建榮
0905_1322	5289	宜鼎
0905_1322	2449	京元電子
0905_1319	3046	建碁
0905_1316	6485	點序
0905_1316	6209	今國光
0905_1316	6187	萬潤
0905_1316	2312	金寶
0905_1313	3624	光頡
0905_1310	6231	系微
0905_1310	3051	力特
0905_1304	6122	擎邦
0905_1301	6197	佳必琪
0905_1301	5371	中光電
0905_1255	4977	眾達-KY
0905_1255	3217	優群
0905_1255	2388	威盛
0905_1246	8050	廣積
0905_1246	6203	海韻電
0905_1246	3017	奇鋐
0905_1240	4916	事欣科
0905_1240	2301	光寶科
0905_1237	6782	視陽
0905_1237	3356	奇偶
0905_1231	1471	首利
0905_1228	8261	富鼎
0905_1222	4934	太極
0905_1219	6811	宏碁資訊
0905_1213	2748	雲品
0905_1204	4933	友輝
0905_1201	2387	精元
0905_1158	5488	松普
0905_1152	5443	均豪
0905_1146	3596	智易
0905_1140	6235	華孚
0905_1140	3264	欣銓
0905_1137	6194	育富
0905_1137	6191	精成科
0905_1137	4973	廣穎
0905_1137	2241	艾姆勒
0905_1137	1540	喬福
0905_1131	3006	晶豪科
0905_1125	8930	青鋼
0905_1125	4908	前鼎
0905_1125	3260	威剛
0905_1125	3025	星通
0905_1122	4915	致伸
0905_1116	3088	艾訊
0905_1113	6830	汎銓
0905_1110	8932	宏大
0905_1110	4543	萬在
0905_1107	9958	世紀鋼
0905_1055	3704	合勤控
0905_1055	3042	晶技
0905_1055	2363	矽統
0905_1052	3454	晶睿
0905_1046	3227	原相
0905_1040	6104	創惟
0905_1040	2355	敬鵬
0905_1037	8112	至上
0905_1037	3141	晶宏
0905_1037	3059	華晶科
0905_1034	3617	碩天
0905_1031	5388	中磊
0905_1031	3715	定穎投控
0905_1025	6411	晶焱
0905_1025	5285	界霖
0905_1025	4968	立積
0905_1025	2236	百達-KY
0905_1022	3406	玉晶光
0905_1022	2359	所羅門
0905_1022	1477	聚陽
0905_1016	6756	威鋒電子
0905_1016	6129	普誠
0905_1010	9103	美德醫療-DR
0905_1010	8390	金益鼎
0905_1010	6285	啟碁
0905_1010	6243	迅杰
0905_1010	5381	合正
0905_1010	2340	台亞
0905_1007	2464	盟立
0905_1007	2436	偉詮電
0905_1004	6418	詠昇
0905_1004	5215	科嘉-KY
0905_1004	3583	辛耘
0905_1001	6799	來頡
0905_1001	6125	廣運
0905_1001	4747	強生
0905_1001	2368	金像電
0905_0955	5469	瀚宇博
0905_0955	3011	今皓
0905_0955	2329	華泰
0905_0952	8081	致新
0905_0952	2482	連宇
0905_0949	5457	宣德
0905_0949	3035	智原
0905_0940	6213	聯茂
0905_0940	5425	台半
0905_0940	3324	雙鴻
0905_0940	2204	中華
0905_0937	4542	科嶠
0905_0937	3483	力致
0905_0937	3257	虹冠電
0905_0937	2906	高林
0905_0931	8996	高力
0905_0931	5258	虹堡
0905_0931	2401	凌陽
0905_0925	6517	保勝光學
0905_0925	6449	鈺邦
0905_0925	6143	振曜
0905_0925	6138	茂達
0905_0925	2614	東森
0905_0922	8088	品安
0905_0922	8048	德勝
0905_0922	6160	欣技
0905_0922	3363	上詮
0905_0922	3044	健鼎
0905_0922	2358	廷鑫
0905_0919	6732	昇佳電子
0905_0919	4967	十銓
0905_0916	8358	金居
0905_0916	8068	全達
0905_0916	6829	千附精密
0905_0916	6282	康舒
0905_0910	6274	台燿
0905_0910	3548	兆利
0905_0910	3545	敦泰
0905_0910	3043	科風
0905_0910	2458	義隆
0905_0904	4147	中裕
