time	stockId	中文名稱
0911_1328	1795	美時
0911_1328	1795	美時
0911_1325	1810	和成
0911_1322	3051	力特
0911_1319	8086	宏捷科
0911_1319	2906	高林
0911_1310	8068	全達
0911_1310	2401	凌陽
0911_1307	3264	欣銓
0911_1304	6285	啟碁
0911_1255	4933	友輝
0911_1255	4564	元翎
0911_1249	3592	瑞鼎
0911_1240	1319	東陽
0911_1231	2458	義隆
0911_1222	2634	漢翔
0911_1216	5388	中磊
0911_1216	1528	恩德
0911_1155	5425	台半
0911_1125	3043	科風
0911_1119	6122	擎邦
0911_1119	3169	亞信
0911_1116	8048	德勝
0911_1116	5009	榮剛
0911_1104	3552	同致
0911_1104	3078	僑威
0911_1046	6753	龍德造船
0911_1040	6275	元山
0911_1034	3006	晶豪科
0911_1034	2020	美亞
0911_1028	3081	聯亞
0911_1022	2363	矽統
0911_1010	4746	台耀
0911_1010	1524	耿鼎
0911_1007	3450	聯鈞
0911_1004	3704	合勤控
0911_1004	2313	華通
0911_1001	8996	高力
0911_0955	3014	聯陽
0911_0952	6829	千附精密
0911_0952	6138	茂達
0911_0952	5381	合正
0911_0949	3545	敦泰
0911_0946	4908	前鼎
0911_0946	1591	駿吉-KY
0911_0934	6139	亞翔
0911_0934	3311	閎暉
0911_0928	6523	達爾膚
0911_0928	1522	堤維西
0911_0925	4572	駐龍
0911_0922	9958	世紀鋼
0911_0922	3032	偉訓
0911_0919	4541	晟田
0911_0919	3715	定穎投控
0911_0919	3260	威剛
0911_0913	6703	軒郁
0911_0913	6426	統新
0911_0913	6234	高僑
0911_0913	3004	豐達科
0911_0913	2455	全新
0911_0910	6625	必應
0911_0910	3213	茂訊
0911_0907	8155	博智
0911_0907	8033	雷虎
0911_0907	7402	邑錡
0911_0907	5284	jpp-KY
0911_0907	4967	十銓
0911_0907	3178	公準
0911_0907	3163	波若威
0911_0907	2436	偉詮電
0911_0907	1618	合機
0911_0904	3567	逸昌
0911_0904	3363	上詮
