id,yVolume,ma5,ma20,ma60,ma120,ma240
4402,391,311,432,338,476,801
4406,55,22,20,32,46,67
4408,0,0,0,0,0,0
4413,44,47,51,49,131,150
4414,0,0,0,0,0,2180
4415,0,0,0,0,0,0
4416,1,4,13,7,6,9
4417,107,155,120,150,138,96
4419,3,21,6,3,2,2
4420,5,13,12,10,12,14
4426,176,216,300,491,577,1154
4429,0,0,0,0,0,2
4430,84,57,30,16,14,18
4432,261,628,407,522,712,1195
4433,543,903,664,254,186,209
4438,118,263,186,165,399,243
4439,59,37,94,40,31,25
4440,197,292,115,64,44,76
4502,23,15,17,11,13,18
4503,1081,971,1873,972,997,1787
4506,108,62,65,58,67,63
4510,862,1157,406,188,126,108
4513,842,382,354,322,307,721
4523,202,206,202,268,173,92
4526,1084,761,1088,423,260,214
4527,36,27,82,85,52,42
4528,71,49,59,39,34,28
4529,143,227,449,179,135,342
4530,5,7,23,27,25,52
4532,413,414,307,303,721,600
4533,755,846,1322,517,472,292
4534,216,222,190,147,146,221
4535,9,7,6,5,17,17
4536,4277,2686,2748,1676,1177,727
4538,14,45,79,36,25,17
4540,823,224,164,118,96,108
4541,1247,3745,1954,1285,1325,1211
4542,125,102,30,16,17,16
4543,618,646,336,410,565,1759
4545,89,134,93,67,49,158
4549,283,131,87,46,61,55
4550,84,134,147,77,50,45
4551,1070,437,289,341,776,946
4552,137,106,96,79,67,63
4554,91,48,34,32,78,99
4555,164,77,56,27,39,34
4556,7,9,13,6,5,5
4557,192,250,259,130,152,154
4558,430,352,100,46,32,53
4560,177,96,60,43,46,52
4561,35,55,30,27,24,27
4562,108,144,89,127,99,92
4563,337,154,119,201,117,98
4564,669,797,1128,608,422,357
4566,1689,869,704,737,935,615
4568,26,30,17,9,10,12
4571,35,18,17,14,16,20
4572,512,1033,571,443,394,478
4576,671,212,154,116,97,95
4577,137,129,122,69,77,79
4580,42,65,44,41,49,67
4581,17,34,130,50,29,18
4583,186,142,54,32,28,51
4584,297,307,258,110,86,43
4609,4,4,4,6,6,9
4702,97,214,168,200,201,1250
4703,0,0,0,0,0,0
4706,19,40,17,14,12,14
4707,553,485,385,322,347,585
4711,55,56,64,55,43,56
4712,7,11,15,14,16,16
4714,73,99,126,109,122,315
4716,240,163,223,176,171,398
4720,349,384,230,208,1060,891
4721,834,519,1030,910,1055,1923
4722,54,57,79,64,63,117
4725,0,0,0,0,0,0
4726,683,802,1339,1162,1813,1943
4728,24,47,117,113,79,73
4729,181,146,122,87,115,111
4733,0,0,0,0,0,0
4735,183,131,71,121,77,86
4736,1206,988,705,931,942,2116
4737,43,158,82,47,73,76
4739,1070,813,1632,1383,1638,3240
4741,30,33,13,12,14,15
4743,3499,4906,8393,9296,10232,7397
4744,208,745,1285,611,348,278
4745,48,80,58,44,40,154
4746,3217,3885,3814,6843,3756,2606
4747,1181,4162,3396,2392,1200,608
4754,81,56,28,16,18,26
4755,418,527,470,954,898,3545
4760,221,69,50,43,38,49
4762,0,0,0,0,0,0
4763,10245,11776,10273,8283,5247,2789
4764,50,31,24,237,122,67
4766,79,52,65,55,72,92
4767,1,8,5,5,4,5
4768,495,713,1250,1238,1607,1128
4770,1250,848,1567,1567,1247,872
4801,0,0,0,0,0,0
4803,0,0,0,0,0,0
4804,224,269,488,545,415,1915
4806,9,5,6,6,9,21
4807,4,16,12,11,12,16
4903,319,214,291,170,132,195
4904,3461,4271,4083,4358,4727,5476
4905,5,4,1,2,2,5
4906,2920,1937,1350,1496,3028,4264
4907,151,169,102,92,62,39
4908,191,217,207,290,366,1089
4909,266,269,223,161,233,254
4911,85,203,303,162,215,224
4912,28,46,57,57,91,232
4915,7733,10614,5515,4472,5402,6094
4916,1093,1483,1458,1851,1168,992
4919,8451,9663,10342,8562,9729,15912
4923,279,581,259,126,104,171
4924,759,206,134,354,247,150
4927,861,1398,1282,1132,1859,2251
4930,357,395,199,142,116,268
4931,5329,3460,6846,6594,16785,16048
4933,121,101,79,42,32,45
4934,1786,1915,1624,1286,1004,1455
4935,159,159,110,123,150,176
4938,4597,3427,3213,5088,5284,5822
4939,121,155,139,136,136,216
4942,218,198,206,135,128,191
4943,68,128,144,310,371,415
4944,10,11,30,21,22,50
4945,76,49,87,50,40,110
4946,54,39,51,108,86,190
4947,0,0,0,0,0,0
4950,183,509,758,935,678,697
4951,75,132,186,139,141,70
4952,542,901,673,412,394,1527
4953,4911,4201,2020,938,582,402
4956,291,323,436,281,195,268
4958,7386,4010,2787,4299,4272,5018
4960,3979,4986,8469,3655,2663,4689
4961,3469,8278,11336,8059,6516,4691
4965,0,0,0,0,0,0
4966,623,769,1167,1083,1408,1058
4967,5053,8223,4996,1785,1089,869
4968,5383,3125,5108,4651,4106,3416
4971,30,39,63,72,77,145
4972,44,49,38,26,27,26
4973,209,249,173,256,184,124
4974,1094,1430,854,743,448,314
4976,15303,4077,1291,658,675,1104
4977,8024,7325,7145,6279,4453,2533
4979,16910,7824,15745,15942,9500,5807
4984,0,0,0,0,0,0
4987,36,32,35,23,21,26
4989,127,122,151,345,265,321
4991,33,29,39,29,32,45
4994,167,166,96,99,85,198
4995,241,263,204,94,83,89
4999,31,61,58,39,36,46
5007,325,124,96,75,64,57
5009,46258,19230,14950,15165,14326,15298
5011,1200,716,562,598,521,1055
5013,3,11,13,10,14,54
5014,1252,1090,1112,3012,1999,2000
5015,645,804,414,650,560,409
5016,1,13,12,9,10,26
5017,0,0,0,0,0,0
5102,0,0,0,0,0,21
5201,127,62,32,19,47,46
5202,122,161,279,134,82,94
5203,1217,928,1805,675,441,307
5204,0,0,0,0,0,0
5205,8,5,5,9,14,14
5206,45,108,141,128,100,80
5207,0,0,0,0,0,0
5209,144,97,62,33,25,28
5210,402,1072,1087,441,278,781
5211,849,1107,397,188,278,261
5212,100,25,19,31,27,26
5213,253,274,226,136,135,166
5215,290,122,98,128,540,330
5220,36,34,31,28,25,26
5222,928,906,1607,924,837,619
5223,37,37,33,26,28,28
5225,1049,1213,757,957,1882,1117
5227,1016,855,756,651,1140,1058
5228,54,53,45,89,133,136
5230,608,292,115,84,61,63
5234,566,328,299,199,169,221
5236,185,395,314,194,194,178
5243,1836,1110,1178,1471,1922,2104
5244,83,108,275,160,105,95
5245,107,155,107,231,229,319
5251,300,726,685,1044,2674,1730
5255,0,0,0,0,0,0
5258,17122,24378,19427,11866,10561,11300
5259,0,0,0,0,0,0
5261,0,0,0,0,0,0
5263,1005,721,608,834,497,303
5264,0,0,0,0,0,0
5266,0,0,0,0,0,0
5269,447,590,905,1031,1032,876
5272,1270,890,347,411,465,1166
5274,1259,899,791,586,635,590
5276,55,19,11,7,16,21
5278,9,7,9,49,58,45
5280,0,0,0,0,0,0
5281,8,12,29,40,33,20
5283,106,98,100,70,57,60
5284,6457,2281,2765,2760,1698,885
5285,3635,1811,1407,754,570,649
5287,30,40,40,38,41,42
5288,107,253,107,120,164,121
5289,741,856,466,289,237,217
5291,85,98,105,91,94,154
5299,386,245,286,308,334,343
5301,65,45,34,33,40,155
5302,1341,622,246,139,138,232
5304,0,0,0,0,0,0
5305,0,0,0,0,0,0
5306,99,148,117,144,140,135
5309,2376,2001,4153,3839,3215,5069
5310,21,12,11,14,17,17
5312,283,87,78,50,41,44
5314,14,15,10,13,92,86
5315,1771,2542,1747,817,506,340
5317,0,0,0,0,0,0
5318,0,0,0,0,0,0
5321,675,529,1133,1776,1064,864
5324,91,156,151,67,50,65
5326,0,0,0,0,0,0
5328,259,289,619,309,220,248
5340,325,568,1224,737,399,228
5344,110,93,179,231,176,295
5345,3,4,3,13,10,8
5346,0,0,0,0,0,0
5347,3159,4817,7354,8218,7499,6936
5348,4,17,30,18,13,22
5349,0,0,0,0,0,0
5351,4949,5367,5781,7561,8146,9303
5353,952,2625,2472,2078,2844,3341
5355,248,156,162,119,117,142
5356,52,61,56,49,55,78
5364,90,169,177,73,61,53
5371,2492,1904,2820,2586,2479,2450
5376,0,0,0,0,0,0
5381,1155,675,401,164,105,72
5383,16,45,27,23,25,60
5384,0,0,0,0,0,0
5386,84,85,215,607,542,322
5387,0,0,0,0,0,0
5388,9772,4500,3274,3330,4256,5600
5392,182,271,304,440,366,278
5395,0,0,0,0,0,0
5398,7,35,26,22,20,24
5403,117,173,158,99,95,71
5410,2765,3339,1465,1214,1922,1045
5414,0,0,0,0,0,0
5425,82751,26010,16626,12446,15650,17082
5426,733,456,383,467,963,943
5432,297,112,46,29,27,35
5434,1006,643,493,365,363,375
5438,594,432,131,60,48,56
5439,977,2015,1213,567,354,286
5443,2974,904,471,820,576,436
5450,802,2023,696,269,161,169
5452,5148,6293,2274,829,517,389
5455,0,0,0,1,3,2
5457,837,2261,1727,1055,1538,1177
5460,53,58,54,42,43,44
5464,2877,5624,2494,953,557,619
5465,557,723,424,285,342,195
5466,0,0,0,0,0,0
5467,0,0,0,0,0,0
5468,78,49,40,51,77,348
5469,1078,979,894,841,1039,975
5471,282,339,352,963,640,699
5474,43,33,29,31,38,104
5475,2151,768,1151,729,812,1095
5478,158,278,213,210,141,125
5480,0,0,0,0,0,0
5481,37,40,36,36,74,83
5483,3753,3162,2813,3272,4260,4985
5484,630,233,82,50,40,61
5487,1,6,22,13,12,8
5488,106,214,209,258,571,457
5489,228,186,83,95,158,105
5490,62,108,74,63,64,118
5491,0,0,0,0,0,0
5492,0,0,0,0,0,0
5493,264,158,49,36,42,58
5498,371,1497,541,664,445,552
5501,0,0,0,0,0,0
5505,0,0,0,0,0,0
5506,0,0,0,0,0,0
5508,228,470,219,150,139,178
5511,31,31,32,31,28,30
5512,13474,12367,11580,4053,2218,1318
5514,5,9,4,12,26,29
5515,88,79,79,80,95,165
5516,44,313,283,165,121,113
5519,986,718,439,258,266,353
5520,4,8,4,2,2,6
5521,597,598,608,471,521,583
5522,500,440,371,894,900,765
5523,64,97,49,33,31,46
5525,42,60,68,56,52,52
5529,41,72,73,82,64,54
5530,203,175,245,343,265,540
5531,330,303,329,236,304,397
5533,169,176,144,109,164,474
5534,171,275,205,192,188,230
5536,1207,2210,1131,650,458,295
5538,22,26,21,21,30,86
5543,17,13,20,18,12,19
5546,35,56,34,33,38,38
5601,92,76,48,22,13,11
5603,356,494,316,463,406,1017
5604,26,23,36,23,24,25
5605,0,0,0,0,0,0
5607,1113,1709,704,634,783,663
5608,11848,38205,16580,11701,9448,9573
5609,331,573,381,293,335,654
5701,800,1608,2234,880,504,355
5703,160,285,344,212,199,132
5704,773,1279,1702,1085,1176,693
5706,1052,1948,5218,3334,2974,4485
5810,0,0,0,0,0,0
5818,0,0,0,0,0,0
5820,0,0,0,0,3331,4735
5854,0,0,0,0,0,0
5864,1825,543,280,140,100,126
5871,4787,3610,3619,4914,5288,4910
5876,3005,3641,3159,4557,5003,5005
5878,4,5,3,3,3,4
5880,4487,7870,7205,9845,11020,13112
5902,20,60,37,45,59,104
5903,236,105,54,790,416,249
5904,674,671,967,777,738,654
5905,1932,2235,3616,2143,1480,1064
5906,18,84,47,28,20,17
5907,628,493,315,744,442,265
6005,3530,2910,2951,2469,2265,2714
6008,0,0,0,0,0,0
6012,0,0,0,0,0,0
6015,2508,910,844,1152,827,1054
6016,2381,893,837,528,481,1058
6020,18,14,8,9,10,32
6021,8,14,12,200,164,94
6022,0,0,0,0,0,0
6023,239,163,93,63,55,57
6024,1071,387,205,171,148,132
6026,4532,1556,1166,852,1067,1508
6101,740,397,563,235,161,87
6103,0,0,16,7,6,6
6104,4454,5553,9694,7584,8984,13025
6105,0,0,0,0,0,0
6107,0,0,0,0,0,0
6108,186,141,110,82,74,163
6109,1102,1242,1495,2574,2152,1412
6110,0,0,0,0,0,0
6111,344,459,827,2757,1799,1344
6112,1146,1654,1211,468,270,189
6113,2213,1485,596,540,1007,2749
6114,111,122,83,109,307,717
6115,158,250,158,113,114,106
6116,22800,37541,23778,13614,12623,12951
6117,87,257,204,180,412,380
6118,1390,2622,4734,6582,5704,8488
6119,0,0,0,0,0,0
6120,1180,1142,1859,1064,993,1801
6121,403,811,564,498,501,539
6122,654,503,572,896,622,1864
6123,466,338,374,184,141,107
6124,145,92,105,359,642,340
6125,3383,2235,2411,2167,2857,3571
6126,289,221,232,177,205,320
6127,648,313,306,338,339,302
6128,429,581,408,204,140,152
6129,4003,2920,4119,4457,4100,4992
6130,37,41,101,51,43,127
6131,0,0,0,0,0,0
6133,2800,1387,1769,4227,8868,10766
6134,172,134,110,202,223,545
6135,0,0,0,0,0,0
6136,126,117,101,91,81,95
6138,1028,1305,2872,2363,1908,2121
6139,1425,4602,2072,2294,1534,1089
6140,576,1272,573,278,429,387
6141,31,31,29,116,116,120
6142,2135,3749,3534,1865,1409,1031
6143,3389,3127,4193,3363,3010,2168
6144,4,2,10,6,7,9
6145,0,0,0,0,0,0
6146,1040,759,854,523,522,394
6147,4085,5205,3161,2170,2064,2541
6148,347,828,1177,533,291,230
6149,0,0,0,0,0,0
6150,390,653,1424,3220,3212,2325
6151,72,51,39,34,32,62
6152,324,445,356,406,653,554
6153,1392,1634,1680,3499,8228,5025
6154,25,21,19,18,33,39
6155,583,2140,852,631,366,276
6156,534,365,276,417,541,567
6158,30,59,154,75,81,124
6159,0,0,0,0,0,0
6160,825,1006,734,582,415,647
6161,319,361,216,139,129,303
6163,248,327,327,464,340,376
6164,231,293,287,299,356,615
6165,452,477,928,428,257,225
6166,390,350,268,160,137,223
6167,544,1008,602,554,691,966
6168,1606,926,940,500,441,450
6169,48,37,22,33,34,50
6170,405,1652,531,307,292,420
6171,162,66,37,26,29,51
6172,0,0,0,0,0,0
6173,362,563,905,534,405,343
6174,263,269,201,131,139,327
6175,2007,787,585,466,328,365
6176,1676,1484,1200,1822,1888,1748
6177,1180,923,501,454,358,423
6179,236,310,580,320,184,165
6180,5813,2657,4611,3757,2158,1514
6182,3266,2947,3897,3768,5264,8679
6183,78,59,39,36,58,61
6184,3,25,25,38,36,42
6185,83,141,226,194,294,285
6186,172,259,371,801,798,495
6187,636,734,864,987,916,1079
6188,4908,5082,3849,2032,1484,1548
6189,401,459,319,223,224,329
6190,1327,1883,1082,1220,1498,2891
6191,2233,2110,1339,956,1064,1714
6192,111,115,122,114,106,110
6194,6,33,42,42,44,40
6195,43,76,52,52,43,47
6196,759,1472,894,1020,1005,901
6197,578,389,401,398,304,306
6198,75,22,10,11,20,13
6199,18,13,16,31,34,65
6201,15,32,20,11,11,16
6202,1011,1468,1804,1754,1447,1656
6203,112,92,101,71,74,150
6204,20,18,16,27,19,27
6205,2643,3246,4562,2596,3127,2671
6206,640,500,330,325,539,1128
6207,311,1336,407,193,143,237
6208,144,187,168,101,138,192
6209,1505,884,469,353,424,490
6210,38,13,13,9,12,15
6211,0,0,0,0,0,0
6212,0,1,1,201,103,54
6213,1293,1387,1611,2028,2617,2159
6214,282,239,201,353,353,284
6215,371,448,1055,911,547,491
6216,156,164,130,157,247,697
6217,1197,1169,2463,1965,2203,5073
6218,81,66,82,53,49,64
6219,170,172,124,150,310,786
6220,2581,1035,718,913,2233,1719
6221,68,133,54,27,31,43
6222,22,96,28,16,21,43
6223,1390,1450,2248,3060,2378,1815
6224,165,169,298,244,190,214
6225,12,19,19,25,36,58
6226,610,390,515,599,661,2784
6227,614,620,347,272,215,277
6228,582,388,174,108,92,150
6229,133,166,98,70,86,186
6230,258,167,143,88,68,70
6231,7634,3746,2516,1443,860,737
6232,0,0,0,0,0,0
6233,2438,896,494,695,522,787
6234,13044,4356,1901,2107,1094,589
6235,64173,39576,42395,18077,12863,17218
6236,5,8,5,2,1,1
6237,441,449,628,1031,1007,1870
6238,0,0,0,0,0,0
6239,2297,1820,1708,2822,2675,2503
6240,304,113,56,57,67,173
6241,108,81,84,84,173,637
6242,100,171,145,143,88,150
6243,583,273,339,333,286,380
6244,2888,2222,2334,5084,3586,3378
6245,5599,8533,9560,7633,6157,4558
6246,16,23,34,29,24,35
6247,0,0,0,11,44,30
6248,760,739,328,305,240,206
6250,0,0,0,0,0,0
6251,0,0,0,0,0,3626
6255,0,0,0,0,0,0
6257,4298,2946,1612,1348,1464,2088
6259,12,37,34,31,41,108
6261,276,310,213,163,179,248
6263,60,76,59,77,58,56
6264,117,140,74,57,50,64
6265,207,215,232,222,340,1559
6266,5180,6515,7538,3044,1869,1583
6269,1794,1658,1549,1423,1596,1617
6270,146,187,138,80,76,117
6271,1457,1164,1624,1743,1948,1889
6274,3857,2460,2418,2996,3360,2644
6275,449,409,279,185,201,462
6276,69,54,111,257,173,136
6277,250,296,202,101,70,64
6278,2573,1819,2565,1784,1844,2532
6279,3860,1427,1409,2024,3306,3075
6280,0,0,0,0,0,0
6281,55,85,44,28,28,35
6282,34632,30507,30979,16253,10150,7806
6283,282,280,381,281,442,525
6284,704,667,1133,897,609,501
6285,10825,5225,4502,4958,6275,5007
6286,0,0,0,0,0,0
6287,2,8,10,7,20,42
6288,5702,5931,6628,2975,1668,1077
6289,0,0,0,0,54,95
6290,12339,6036,8412,3654,3019,2737
6291,22,9,10,8,11,26
6292,230,112,50,40,34,58
6294,26,31,26,36,32,32
6298,0,0,0,0,0,0
6402,0,0,0,0,0,0
6404,11,10,8,6,30,16
6405,107,64,56,39,37,45
6409,110,175,150,160,164,178
6411,1704,3195,5182,2280,1510,1768
6412,582,1010,392,258,261,277
6414,954,887,690,848,726,901
6415,1437,2586,2906,2823,2651,2092
6416,930,449,175,180,281,205
6417,2270,1189,494,176,100,62
6418,227,109,106,93,98,219
6419,155,118,43,26,28,30
6422,0,0,0,0,0,0
6425,154,150,64,46,33,57
6426,130,101,103,266,249,276
6431,72,59,34,75,72,60
6432,293,432,251,157,237,201
6435,133,134,245,219,212,522
6438,707,778,464,337,468,644
6441,993,679,2048,1400,779,537
6442,173,249,371,686,848,1363
6443,16495,9882,10952,16932,19813,27375
6446,1358,1565,1512,1733,1810,1848
6449,118,40,41,30,37,36
6451,345,239,282,518,380,272
6452,0,0,0,0,0,0
6456,1227,1226,1252,1547,1925,1488
6457,624,260,198,274,196,274
6461,415,386,375,1246,3974,5794
6462,643,360,439,243,189,335
6464,6,17,15,69,65,46
6465,34,49,46,54,56,148
6469,581,900,533,438,531,934
6470,2532,1410,1114,932,824,2523
6472,3672,1961,3761,3554,4518,3124
6477,1607,1448,1608,2491,2633,6360
6482,3,7,9,5,4,10
6485,561,899,685,571,676,852
6486,69,84,103,81,53,52
6488,2106,2058,1785,1944,2527,2580
6491,757,478,545,912,772,594
6492,152,313,228,432,413,495
6494,254,284,342,392,295,369
6496,111,243,194,74,44,33
6497,0,0,0,0,0,0
6499,107,148,126,176,189,242
6504,91,124,61,93,74,69
6505,873,2342,2060,2162,2369,2565
6506,115,162,79,59,59,152
6508,454,915,508,392,781,5410
6509,3753,2137,3639,2273,1649,1754
6510,243,292,467,408,319,255
6512,44,59,32,28,58,90
6514,85,88,49,44,51,268
6515,2226,2270,1749,1067,832,714
6516,104,88,60,41,37,30
6517,1981,2625,2338,1472,736,368
6523,181,337,381,657,396,260
6525,95,128,160,125,127,221
6527,406,779,376,194,221,237
6530,71,116,108,109,219,345
6531,4913,10490,11945,6442,5989,5005
6532,622,386,306,460,960,526
6533,3125,3550,3852,4356,5715,3749
6535,189,210,478,598,425,459
6538,167,158,260,162,154,248
6541,0,504,2731,1531,1268,1607
6542,5,4,3,4,4,18
6546,394,501,1385,997,978,1168
6547,2680,4382,3621,3409,4417,3386
6548,24364,7830,3102,1535,1202,969
6550,1813,2416,3342,5006,10462,6067
6552,182,316,702,288,172,114
6554,0,0,0,0,0,0
6556,1069,1173,880,378,225,118
6558,5115,1225,888,664,527,321
6560,248,152,72,53,39,75
6561,140,352,308,124,69,51
6568,941,643,656,868,724,612
6569,98,120,75,38,23,25
6570,1970,1420,1732,799,1202,731
6573,607,284,109,115,87,135
6574,11,19,9,7,5,5
6576,1590,1543,812,603,515,687
6577,13,16,25,15,12,11
6578,451,2078,708,742,524,1273
6579,294,259,132,117,97,98
6581,305,288,154,103,153,263
6582,203,200,316,262,230,269
6585,93,191,278,266,200,177
6588,23,21,16,13,16,20
6589,1761,1969,4616,7335,8475,5405
6590,213,156,67,30,19,15
6591,72,133,110,121,119,234
6592,903,562,564,398,421,568
6593,543,556,262,137,94,61
6594,31,66,61,53,66,77
6596,52,34,40,32,25,29
6598,104,245,217,446,367,1252
6603,3257,1415,1875,1320,1595,1553
6605,2158,2356,2010,1069,863,1325
6609,1449,1010,868,1186,656,754
6612,287,525,685,464,271,253
6613,189,352,307,198,141,94
6615,14,11,12,14,12,11
6616,182,446,149,89,77,310
6624,5,5,20,16,12,10
6625,251,412,901,550,334,178
6629,4,2,2,5,3,4
6640,20,18,14,15,11,14
6641,86,34,19,10,9,9
6642,40,36,106,101,82,51
6643,1802,2631,4195,3867,3375,1840
6649,45,86,312,267,299,293
6651,58,78,136,110,106,90
6654,14,12,26,14,12,17
6655,6,5,11,9,13,33
6661,3,8,21,16,15,19
6662,16,13,14,20,12,19
6664,423,614,414,331,210,220
6666,142,269,572,691,583,316
6667,102,211,211,176,239,232
6668,3295,1208,540,397,313,326
6669,1262,1761,1485,1282,1277,1056
6670,690,1150,738,574,445,360
6671,15,15,14,12,11,13
6672,450,515,377,501,365,353
6674,14,17,17,19,16,16
6679,346,386,577,947,800,665
6680,48,13,64,29,27,15
6683,707,364,346,298,296,285
6684,76,82,92,85,123,158
6689,732,1530,947,728,519,260
6690,171,341,253,109,70,58
6691,347,453,610,292,193,127
6693,424,151,98,67,80,116
6695,253,200,326,490,466,233
6697,320,549,194,67,36,20
6698,187,127,90,63,62,105
6702,0,0,0,0,0,0
6703,90,120,169,148,114,87
6706,4163,1848,795,703,750,955
6708,265,289,255,252,126,63
6712,1071,1212,2740,2087,2097,1661
6715,332,534,977,596,459,499
6716,20,24,20,15,11,24
6719,1242,2710,2992,2703,2541,2171
6721,7,14,29,18,15,24
6727,197,182,170,124,132,127
6728,24,43,47,32,23,45
6732,2834,1199,1052,492,319,258
6733,546,1096,785,336,308,220
6735,87,151,49,22,20,37
6741,1454,2606,2734,3150,1667,970
6743,778,313,220,162,149,219
6747,95,103,143,104,66,41
6751,731,815,264,101,66,54
6752,379,457,400,166,93,54
6754,60,64,69,127,123,112
6756,229,322,510,592,644,746
6761,192,66,37,35,26,31
6762,3,12,12,7,6,5
6763,70,104,163,133,77,74
6767,131,112,94,79,114,116
6768,404,315,292,632,879,629
6770,35766,26054,15847,19241,22566,24215
6776,186,239,126,67,59,59
6781,362,702,1021,1191,1339,1138
6782,619,763,893,907,475,238
6788,432,650,1072,1311,1192,828
6789,855,1417,1553,1540,1556,993
6790,225,118,84,71,63,89
6791,425,607,330,131,87,44
6792,127,147,135,105,148,161
6796,1127,1879,1237,521,424,446
6799,3117,6376,2813,1144,675,507
6803,91,51,43,30,32,36
6804,344,112,52,46,76,64
6806,8408,3078,5200,6846,3662,2427
6807,52,42,26,17,16,46
6811,788,1414,530,217,142,107
6823,10,20,21,22,32,33
6829,221,385,378,370,422,295
6830,199,250,359,248,228,122
6834,106,97,64,48,89,57
6835,134,568,303,199,174,87
6841,2696,3777,944,315,157,79
6843,147,514,472,254,176,88
6854,99,59,93,86,71,58
6855,24,46,58,37,37,18
6859,1847,906,456,289,154,77
6865,334,577,505,194,97,49
6873,235,66,16,6,3,1
6874,341,340,533,287,143,72
7402,663,162,49,23,18,19
7556,19,15,13,8,7,13
8008,0,0,0,0,0,0
8011,537,301,220,283,301,558
8016,1407,1530,2677,1879,1792,1723
8021,358,396,368,293,408,428
8024,221,149,108,116,358,362
8027,270,159,199,234,348,575
8028,1993,1471,1400,3616,4292,7593
8032,46,30,28,25,43,206
8033,6086,10055,10005,7390,6749,4099
8034,121,112,105,99,116,252
8038,1167,815,988,946,642,465
8039,168,105,113,109,170,217
8040,369,425,404,915,2854,1828
8042,41,23,23,56,38,34
8043,399,693,847,472,310,276
8044,958,1156,1995,2658,1849,1553
8046,5408,9937,6856,10153,12046,10151
8047,31,25,11,8,6,23
8048,57,166,140,86,59,46
8049,1124,1676,1499,1354,1411,925
8050,4300,4618,6357,7020,6787,5707
8053,0,0,0,0,0,0
8054,549,374,736,469,515,1183
8059,88,67,70,44,38,68
8064,316,293,251,403,314,374
8066,45,24,20,20,22,42
8067,34,37,15,16,21,22
8068,93,54,84,88,108,176
8069,22346,17971,19686,21730,23331,25596
8070,1779,1457,803,573,534,841
8071,561,230,183,200,248,1126
8072,658,758,439,688,793,459
8074,167,268,209,131,90,247
8076,1020,1148,1018,1321,1311,1318
8077,8,5,6,4,5,7
8078,0,0,0,0,0,0
8079,0,0,0,0,0,0
8080,12,6,14,14,17,14
8081,817,672,1288,914,734,666
8082,0,0,0,0,0,0
8083,60,60,77,39,45,46
8084,297,363,481,689,720,442
8085,223,191,119,331,378,429
8086,1001,1310,1690,1962,1971,1866
8087,230,72,53,75,80,303
8088,2054,2636,1227,684,541,316
8089,136,95,57,75,151,124
8091,299,415,674,982,697,585
8092,52,55,38,106,87,118
8093,235,209,287,140,216,157
8096,7399,1769,634,456,386,1758
8097,863,1298,1291,1010,1126,1492
8099,26,56,47,51,56,73
8101,64,52,66,46,108,165
8103,300,306,205,142,160,276
8104,392,297,344,422,339,525
8105,5871,5752,5767,4347,3046,2534
8107,51,89,138,105,134,202
8109,233,272,146,129,172,109
8110,1363,2828,1352,996,886,935
8111,5252,2401,1455,604,520,634
8112,4339,8242,2902,1566,1375,1966
8114,479,351,384,581,1243,2129
8121,619,546,846,983,848,1294
8131,555,572,446,297,298,295
8147,49,173,134,120,288,168
8150,4293,3339,2720,2265,2612,3140
8155,649,860,1145,1255,1195,1710
8163,716,641,753,558,508,798
8171,5115,8147,6854,5836,3210,1848
8176,2695,2510,721,292,210,328
8182,207,120,227,113,97,118
8183,929,713,1228,1104,1515,4161
8199,0,0,0,0,0,0
8201,644,276,181,98,164,493
8210,478,1144,862,705,488,388
8213,346,515,355,300,376,910
8215,2879,3411,3082,2616,1907,2305
8222,11069,9990,16861,9860,8592,5956
8227,2766,5546,4577,2176,1088,544
8234,1902,1987,2674,1804,1187,1407
8240,252,104,62,38,32,46
8249,396,500,380,574,617,336
8255,3449,1984,1475,1904,1554,1635
8261,1655,1182,2155,2742,3373,5221
8266,0,0,0,0,0,0
8271,1312,846,685,357,335,352
8277,204,464,239,154,146,167
8279,71,89,50,62,63,65
8284,66,125,65,55,43,115
8287,0,0,0,0,0,0
8289,4642,9301,4232,1892,1275,1137
8291,1,1,4,3,8,9
8299,609,1238,1344,1445,1620,1773
8341,320,550,567,1195,683,423
8342,16,40,19,12,10,9
8349,1601,771,1158,674,1049,564
8354,241,113,82,53,62,51
8358,2342,3754,7085,8256,6950,4534
8367,159,313,147,92,64,93
8374,25,22,22,28,37,61
8383,1092,1171,1943,783,482,383
8390,243,326,414,459,383,860
8401,1479,1746,956,566,936,647
8403,307,532,493,771,911,1217
8404,122,150,167,99,109,146
8406,0,0,0,0,0,15
8409,306,230,283,153,145,372
8410,46,17,13,11,16,25
8411,160,168,148,152,209,163
8415,674,454,360,614,702,1340
8416,11,14,10,11,11,13
8418,73,21,13,12,12,33
8420,531,837,668,617,459,483
8421,259,583,710,460,492,1800
8422,210,146,154,195,204,219
8423,10,3,4,3,3,4
8424,16,18,21,11,9,16
8426,216,173,305,146,322,165
8427,0,0,0,0,0,0
8429,224,240,287,883,539,382
8431,175,161,93,81,128,222
8432,14,48,48,72,108,119
8433,681,678,505,288,222,215
8435,31,20,19,18,20,23
8436,2261,2941,3320,4123,2384,1464
8437,14,28,21,21,16,18
8438,29,34,28,29,43,76
8440,2736,1148,558,1185,1098,3704
8442,145,595,235,186,192,165
8443,61,84,90,133,91,84
8444,6,9,12,14,15,27
8446,174,73,92,77,59,48
8450,119,90,95,227,268,682
8454,932,1023,1078,1016,967,844
