id,kbar,yOpen,yClose,yHigh,yVolume,ma5,ma20,ma60,ma120,ma240
0015,G,0.0,0.0,0.0,0,0,0,0,0,0
0050,R,131.0,131.8,131.8,5597,8673,13621,10097,9572,10030
0051,R,70.35,70.45,70.5,48,58,81,69,88,65
0052,R,122.65,123.3,123.35,382,403,445,345,325,325
0053,R,68.8,69.3,69.3,7,7,12,9,10,9
0054,G,0.0,0.0,0.0,0,0,0,0,0,0
0055,G,23.99,23.79,23.99,149,179,222,168,201,204
0056,R,35.07,35.13,35.16,16992,17633,20408,31682,41199,31180
0057,G,96.6,96.6,96.6,1,2,4,6,8,9
0058,G,0.0,0.0,0.0,0,0,0,0,0,0
0059,G,0.0,0.0,0.0,0,0,0,0,0,0
0060,G,0.0,0.0,0.0,0,0,0,0,0,0
0061,G,16.75,16.69,16.76,296,256,159,131,200,179
0080,G,0.0,0.0,0.0,0,0,0,0,0,0
0081,G,0.0,0.0,0.0,0,0,0,0,0,0
1101,G,34.6,34.4,34.75,35391,51435,28403,26047,22134,23408
1102,G,41.6,41.55,41.85,3521,5246,5051,4836,5861,5762
1103,R,19.2,19.3,19.3,223,401,269,296,722,666
1104,G,28.45,28.4,28.55,596,844,829,952,1546,1656
1107,G,0.0,0.0,0.0,0,0,0,0,0,0
1108,G,15.05,15.0,15.15,196,288,459,476,1061,1425
1109,R,18.1,18.15,18.25,103,189,158,118,172,189
1110,G,19.0,19.0,19.0,126,101,87,89,184,211
1201,R,19.35,19.45,19.45,356,246,312,283,386,399
1203,R,50.6,50.8,51.0,26,55,49,29,25,28
1210,G,56.4,55.8,56.4,1550,1627,1541,1459,2998,2473
1213,G,0.0,0.0,0.0,0,26,19,19,21,21
1215,G,96.0,95.8,96.1,345,482,328,555,808,1016
1216,R,72.7,74.3,74.5,19626,26373,14122,9521,8595,7805
1217,G,11.9,11.8,11.9,745,1200,2770,2960,5263,3544
1218,G,22.15,21.8,22.3,1648,1028,891,962,1541,2517
1219,G,19.4,19.4,19.45,279,579,316,354,558,969
1220,G,14.15,14.05,14.15,192,120,108,104,177,408
1225,R,54.3,54.4,54.4,9,43,19,24,108,91
1227,G,39.5,39.45,39.7,609,512,480,461,633,729
1229,R,68.3,68.4,69.0,763,1249,1093,892,1217,1196
1231,G,90.3,89.7,90.3,80,147,120,152,222,238
1232,G,144.5,144.0,144.5,45,36,36,39,44,56
1233,G,34.85,34.85,34.85,4,8,10,10,24,24
1234,R,39.2,39.3,39.3,149,168,139,134,294,309
1235,G,89.0,89.0,89.0,1,3,9,5,11,13
1236,R,23.8,24.1,24.15,8,23,27,40,66,125
1240,R,47.4,47.6,47.6,7,21,49,30,29,44
1256,G,252.0,250.0,252.0,4,5,8,8,13,20
1258,G,0.0,0.0,0.0,0,0,0,0,0,52
1259,R,75.5,75.7,75.8,7,10,14,10,11,15
1262,G,0.0,0.0,0.0,0,0,0,0,0,0
1264,G,291.5,291.5,291.5,4,12,14,13,16,17
1268,G,149.5,149.0,149.5,42,53,108,139,198,293
1301,G,80.8,80.7,81.0,2451,5855,5799,5831,7218,6913
1303,G,68.1,68.1,68.9,5162,9914,7424,6200,5738,5728
1304,R,19.65,19.8,20.0,788,910,1038,1227,1583,2022
1305,R,23.35,23.4,23.5,616,876,1299,2169,2368,2868
1307,R,27.1,27.2,27.35,549,412,732,978,1052,685
1308,R,24.0,24.05,24.25,789,711,687,649,928,1300
1309,R,17.2,17.25,17.3,398,351,395,429,545,745
1310,R,16.55,16.6,16.7,813,923,958,881,1043,1846
1311,G,0.0,0.0,0.0,0,0,0,0,0,0
1312,G,16.0,15.95,16.05,1362,3175,1697,1260,1502,2302
1313,R,16.0,16.1,16.2,1881,1107,1766,1273,2318,1921
1314,G,9.85,9.8,9.91,4805,6298,8854,13734,11061,9658
1315,R,71.5,71.6,71.6,15,15,15,12,21,21
1316,G,12.6,12.5,12.6,3453,2709,1975,2408,1853,1730
1319,R,74.6,76.9,77.2,4875,4744,4662,10779,9137,7031
1321,R,41.05,41.25,42.0,2059,743,458,210,158,177
1323,R,31.15,31.2,31.2,40,43,37,39,55,58
1324,G,18.6,18.5,18.7,610,962,3137,4187,2126,1084
1325,R,36.8,39.05,39.05,10889,9176,2439,870,510,537
1326,R,63.9,64.0,64.4,1623,4444,3730,3774,3844,3175
1333,G,0.0,0.0,0.0,0,0,0,0,0,0
1336,R,21.4,21.45,21.45,37,87,78,57,112,383
1337,G,7.15,7.15,7.18,200,201,226,256,791,844
1338,R,42.65,43.7,44.95,1186,604,454,224,215,166
1339,R,66.6,72.8,72.8,2731,896,892,1504,849,542
1340,R,11.45,11.5,11.5,66,71,74,83,195,288
1341,R,63.0,63.1,63.1,7,9,10,11,10,12
1342,R,118.5,119.0,119.0,190,566,681,575,570,2065
1402,R,30.6,30.95,31.0,11420,17770,10879,8446,7539,8241
1408,G,0.0,0.0,0.0,0,0,0,0,0,0
1409,G,15.7,15.65,15.75,1418,1149,1277,1430,1703,2032
1410,R,37.4,37.65,37.65,43,25,32,31,47,71
1413,G,8.26,8.22,8.28,55,89,37,37,50,50
1414,G,17.6,17.6,17.6,54,55,72,91,120,153
1416,G,11.45,11.35,11.45,300,496,268,181,252,356
1417,G,12.05,12.05,12.05,129,145,188,204,391,2271
1418,R,20.75,21.0,21.25,222,162,60,31,39,39
1419,R,44.85,45.2,45.3,134,52,38,38,101,84
1423,R,30.75,30.95,31.3,88,86,135,72,125,143
1432,G,18.5,18.25,18.5,455,624,855,390,555,867
1434,R,25.35,25.55,25.65,1388,1324,1191,930,1117,1067
1435,R,38.2,39.65,39.65,8,8,19,34,17,13
1436,G,76.8,76.6,77.1,59,43,114,77,105,86
1437,G,30.3,30.1,30.3,101,711,350,252,225,458
1438,R,30.15,30.3,30.3,14,66,44,57,67,118
1439,G,22.8,22.8,22.8,2,8,11,14,28,61
1440,R,16.45,16.75,16.8,2961,2173,1668,1056,974,981
1441,R,13.3,13.35,13.4,36,30,25,28,62,58
1442,G,39.0,38.3,39.05,1254,1422,953,725,821,919
1443,R,28.5,28.85,29.0,70,28,29,33,31,168
1444,G,10.65,10.65,10.7,883,1333,1256,1808,2292,2604
1445,R,20.9,21.5,21.85,2062,719,279,369,338,331
1446,G,38.6,38.25,38.6,70,67,131,123,222,142
1447,G,8.07,7.99,8.07,792,1516,1150,787,849,1005
1449,R,22.85,22.95,23.65,4196,9650,6846,2888,1671,945
1451,G,18.85,18.85,19.0,158,258,333,174,189,286
1452,G,16.7,16.65,16.7,43,81,86,70,77,82
1453,G,15.0,14.85,15.0,160,376,226,229,237,335
1454,R,16.75,16.8,16.85,26,52,60,53,109,108
1455,R,11.0,11.1,11.15,415,680,1106,657,560,570
1456,G,17.2,17.1,17.2,69,109,60,56,57,67
1457,G,19.15,19.1,19.35,1226,1676,510,224,208,232
1459,G,10.1,10.1,10.1,110,78,113,85,105,86
1460,R,7.46,7.47,7.5,432,386,641,479,1073,1273
1462,G,0.0,0.0,0.0,0,0,0,0,0,0
1463,G,18.0,17.4,18.05,984,333,510,350,281,209
1464,G,13.35,13.3,13.4,86,169,196,153,239,258
1465,R,13.6,13.8,13.9,135,43,26,28,48,64
1466,G,11.4,11.4,11.45,46,97,74,53,55,58
1467,G,11.25,11.25,11.3,516,515,793,762,1789,2097
1468,R,14.1,14.3,14.35,43,36,42,42,41,52
1469,G,0.0,0.0,0.0,0,0,0,0,0,0
1470,G,19.2,19.2,19.2,2,32,16,10,18,38
1471,R,18.35,18.5,18.65,1985,1570,2276,4664,6589,3905
1472,R,56.5,62.0,62.0,339,208,185,107,160,97
1473,G,30.15,29.95,30.35,296,298,473,524,356,335
1474,R,11.65,11.75,11.75,58,80,105,78,126,135
1475,G,50.0,49.9,50.0,32,55,80,48,58,90
1476,R,593.0,595.0,595.0,425,759,732,647,736,758
1477,G,361.0,358.0,362.5,1153,1873,1854,1895,3479,2603
1503,R,103.5,104.5,105.0,2066,4866,2785,2763,4985,6690
1504,G,46.75,46.25,47.1,8141,8648,11733,9948,16248,18926
1506,R,15.95,16.1,16.1,90,119,95,93,149,352
1507,G,0.0,0.0,0.0,0,0,0,0,0,0
1512,G,12.7,12.55,12.7,14,19,20,34,39,179
1513,G,121.5,120.5,124.0,18132,33774,14797,9279,17595,23117
1514,G,67.6,67.4,68.3,18957,35280,13940,7503,8982,9809
1515,R,57.6,58.0,58.5,1437,1775,10752,5454,3492,2063
1516,G,18.9,18.65,18.9,74,237,108,64,105,214
1517,G,15.8,15.8,15.85,155,240,212,230,289,398
1519,R,282.5,285.0,300.0,18240,12459,11475,10103,10261,13823
1520,G,0.0,0.0,0.0,0,0,0,0,0,0
1521,R,37.0,37.75,37.8,34,28,44,121,112,71
1522,R,39.6,40.85,40.85,5024,2842,5090,12135,9757,6170
1523,G,0.0,0.0,0.0,0,0,0,0,0,0
1524,R,30.1,30.55,30.6,4176,3212,8293,15346,8663,6738
1525,R,79.1,80.3,80.6,238,110,106,146,381,341
1526,R,33.8,34.0,34.0,34,69,85,87,119,181
1527,G,40.55,40.55,40.6,115,136,136,116,203,229
1528,R,11.45,11.95,12.0,2256,756,554,743,3883,2738
1529,G,31.4,31.2,31.6,1090,1805,1092,1134,3409,5398
1530,R,31.95,33.3,35.0,498,125,50,35,37,38
1531,G,13.65,13.65,13.7,76,49,96,80,93,103
1532,R,39.7,39.95,39.95,1727,2194,1257,901,1104,872
1533,G,58.7,57.5,59.7,719,300,325,339,1268,987
1535,G,56.0,55.8,56.0,30,77,65,70,175,204
1536,R,64.1,64.8,64.9,796,722,447,446,691,902
1537,G,133.5,133.5,133.5,153,126,89,121,132,100
1538,G,0.0,0.0,0.0,0,29,29,24,24,30
1539,R,24.0,24.35,24.4,202,103,172,109,190,445
1540,R,17.55,17.75,17.8,445,298,419,382,775,588
1541,R,33.5,33.55,33.85,46,19,85,37,61,59
1558,R,106.0,107.0,107.0,143,90,96,102,114,103
1560,R,185.0,187.0,188.5,2802,2964,5056,5175,4909,4136
1565,G,191.0,191.0,192.5,67,92,150,109,183,166
1566,G,0.0,0.0,0.0,0,0,0,0,0,0
1568,R,34.1,36.45,36.8,10165,2996,3827,4560,2653,1540
1569,G,23.1,22.85,23.15,164,88,77,95,179,257
1570,G,20.0,20.0,20.1,74,61,62,50,141,122
1580,R,154.5,155.0,158.0,196,79,182,166,208,213
1582,R,90.0,92.1,97.4,46905,13927,6632,2415,1307,711
1583,R,66.2,66.5,66.5,16,7,7,5,10,15
1584,R,35.5,35.8,36.0,3090,4672,4294,7392,6592,9865
1586,G,32.5,32.4,32.7,162,298,174,144,126,119
1587,R,22.3,22.75,22.75,105,59,54,139,364,223
1589,R,50.8,51.1,51.4,188,240,384,410,819,1435
1590,G,1075.0,1035.0,1085.0,758,670,461,540,582,642
1591,G,43.7,43.15,44.4,3117,2523,1405,1098,1388,1050
1592,G,0.0,0.0,0.0,0,0,0,0,0,0
1593,R,54.0,54.1,54.5,16,76,126,55,40,51
1595,G,38.25,38.2,38.3,21,20,21,22,39,38
1597,R,66.2,67.0,67.1,68,75,73,48,61,86
1598,R,36.3,36.45,37.1,582,422,765,414,443,442
1599,G,35.6,35.55,35.65,49,61,57,64,79,73
1601,G,0.0,0.0,0.0,0,0,0,0,0,0
1603,R,37.55,37.6,38.1,1101,3321,2327,3005,2776,1777
1604,G,28.75,28.75,28.8,339,400,302,531,894,612
1605,G,39.3,38.3,39.3,19123,18009,19135,15769,24147,38013
1606,G,0.0,0.0,0.0,0,0,0,0,0,0
1608,R,20.05,20.2,20.5,1806,1036,911,1087,2578,3281
1609,G,34.1,33.9,34.25,4359,7489,7232,9932,21333,23944
1611,R,16.9,16.95,17.15,942,542,475,519,2224,2793
1612,R,25.65,25.7,26.1,2382,1599,998,2093,3134,2708
1613,G,0.0,0.0,0.0,0,0,0,0,0,0
1614,G,38.3,38.1,38.3,163,73,49,43,130,97
1615,G,38.5,38.4,38.5,58,47,44,61,133,118
1616,G,13.8,13.65,13.9,8808,9775,3231,1621,1557,1059
1617,R,16.15,16.35,16.4,98,63,52,42,75,72
1618,R,29.25,29.75,30.8,9993,5548,3291,5397,5647,3875
1626,G,16.6,16.6,16.7,56,150,74,95,161,133
1701,R,24.95,25.7,25.85,8966,9771,2755,1152,1090,4368
1702,G,50.4,50.4,50.8,349,263,372,355,407,383
1704,G,0.0,0.0,0.0,0,0,0,0,0,0
1707,R,153.5,155.0,156.0,219,291,249,297,347,563
1708,R,32.2,32.35,32.65,890,704,541,636,1092,1716
1709,R,20.8,21.1,21.15,511,404,431,390,644,1232
1710,G,19.65,19.6,19.7,1217,1981,1814,1868,2727,2894
1711,G,20.5,20.5,20.7,1224,1089,879,1337,2191,3002
1712,G,37.8,37.55,37.85,596,648,630,900,813,1162
1713,G,42.7,41.8,42.7,90,82,136,114,117,107
1714,R,9.23,9.27,9.3,4181,3117,2224,1317,1401,1572
1715,G,0.0,0.0,0.0,0,0,0,0,0,0
1716,G,0.0,0.0,0.0,0,0,0,0,0,0
1717,G,29.7,29.6,29.85,756,1618,1624,1517,1367,1598
1718,R,8.07,8.11,8.13,2372,1980,1984,1686,1831,2697
1720,R,67.1,68.0,68.5,2015,2720,1072,789,924,2424
1721,G,16.75,16.45,16.85,1631,1717,5899,5109,3034,3034
1722,R,63.5,63.6,63.9,921,1942,1527,1753,1794,1628
1723,R,116.0,117.5,117.5,454,307,353,599,501,358
1724,G,0.0,0.0,0.0,0,0,0,0,0,0
1725,R,21.55,21.6,21.95,43,32,28,23,29,76
1726,G,74.7,74.7,74.7,9,14,21,14,19,20
1727,G,29.75,29.3,29.85,632,645,536,613,1385,1984
1729,G,0.0,0.0,0.0,0,0,0,0,0,0
1730,G,57.9,57.6,57.9,31,70,32,22,24,26
1731,G,22.7,22.5,22.75,552,803,801,458,423,459
1732,R,29.55,30.55,31.5,6648,6628,1755,642,393,422
1733,G,29.6,29.15,29.8,677,1032,468,230,271,364
1734,R,33.55,33.9,34.2,1259,1896,934,514,1167,2105
1735,G,16.95,16.95,16.95,1,5,7,7,14,39
1736,R,70.4,71.4,71.5,168,277,459,710,1035,1167
1737,G,34.15,34.15,34.2,146,208,184,257,891,529
1742,R,17.45,17.5,17.5,125,109,224,106,290,248
1752,R,55.9,58.1,59.2,4538,3596,1081,591,913,4733
1760,G,117.5,117.0,122.0,5033,5632,2456,1580,1568,4551
1762,R,58.6,59.3,59.9,967,1639,697,479,938,2058
1773,G,139.5,139.0,139.5,55,273,253,145,168,230
1776,G,17.2,17.1,17.3,16,15,32,27,47,143
1777,R,86.6,87.2,87.3,40,41,29,42,58,135
1781,R,15.0,16.5,16.5,1313,1108,382,193,116,119
1783,R,48.6,49.05,49.45,288,292,235,245,752,1802
1784,G,59.6,59.1,60.4,249,313,255,351,749,1097
1785,G,40.7,40.1,40.75,1163,1622,2940,2784,3515,2787
1786,G,78.8,78.7,79.9,142,154,154,375,730,743
1787,G,0.0,0.0,0.0,0,0,0,0,0,0
1788,G,138.0,138.0,138.0,11,11,12,21,23,24
1789,R,26.45,26.85,27.0,1445,1176,1203,761,1928,1764
1795,R,261.0,267.5,276.0,17937,11079,8557,6136,7787,9477
1796,G,80.8,80.2,80.8,22,62,48,62,121,331
1799,G,41.1,40.0,42.15,331,183,238,218,130,106
1802,G,18.95,18.95,19.1,1750,3661,4274,7692,15924,11621
1805,G,12.25,12.1,12.4,52,53,45,96,122,78
1806,G,9.85,9.8,9.94,454,598,407,320,1198,1099
1807,G,0.0,0.0,0.0,0,0,0,0,0,0
1808,G,96.8,96.6,97.0,389,743,1057,1088,897,612
1809,R,15.2,15.4,15.4,639,891,1701,1832,1858,1973
1810,G,18.25,18.1,18.4,784,764,844,1015,2059,5303
1813,R,20.1,20.2,20.25,43,20,22,22,26,38
