id,kbar,yOpen,yClose,yHigh,yVolume,ma5,ma20,ma60,ma120,ma240
0015,G,0.0,0.0,0.0,0,0,0,0,0,0
0050,R,124.1,124.3,124.5,6199,5577,8023,8636,9383,10944
0051,G,70.35,70.1,70.45,50,77,82,105,80,58
0052,R,114.95,115.4,115.75,111,188,233,295,295,327
0053,R,67.1,67.35,67.4,8,7,8,10,9,9
0054,G,0.0,0.0,0.0,0,0,0,0,0,0
0055,R,23.24,23.36,23.36,99,117,189,230,214,220
0056,G,35.43,35.42,35.46,11056,14748,22765,48802,36143,34613
0057,R,91.7,91.8,91.8,13,8,9,10,8,9
0058,G,0.0,0.0,0.0,0,0,0,0,0,0
0059,G,0.0,0.0,0.0,0,0,0,0,0,0
0060,G,0.0,0.0,0.0,0,0,0,0,0,0
0061,G,17.86,17.81,17.86,265,213,328,272,210,202
0080,G,0.0,0.0,0.0,0,0,0,0,0,0
0081,G,0.0,0.0,0.0,0,0,0,0,0,0
1101,G,34.3,34.1,34.35,21838,28082,23190,18898,21640,25396
1102,G,39.6,39.55,39.6,3884,4372,4589,6975,5528,6301
1103,G,18.5,18.5,18.65,249,387,455,1146,896,649
1104,G,27.95,27.9,28.0,574,864,905,1789,2530,1524
1107,G,0.0,0.0,0.0,0,0,0,0,0,0
1108,G,15.0,15.0,15.1,347,1185,1261,1550,2003,1364
1109,R,17.85,17.95,18.0,26,105,239,222,249,207
1110,R,18.7,18.8,18.9,92,68,124,268,321,219
1201,G,18.8,18.75,18.85,550,353,326,487,446,418
1203,R,40.2,40.25,40.5,12,18,13,20,27,26
1210,G,54.7,54.5,55.0,993,2291,2322,4547,3296,2328
1213,R,6.58,6.61,6.61,35,48,28,23,29,22
1215,R,96.1,96.3,96.5,300,417,720,1037,1280,958
1216,R,70.0,70.8,70.8,2813,5641,6036,7642,7270,7774
1217,R,12.25,12.3,12.4,1758,2915,7178,7546,4410,3100
1218,R,23.65,23.7,23.8,485,670,1085,2043,2551,2718
1219,G,20.05,20.05,20.15,293,690,408,759,928,1073
1220,R,14.2,14.3,14.3,69,95,236,243,390,427
1225,G,52.8,52.8,52.8,26,52,77,191,160,94
1227,G,37.9,37.75,37.9,357,685,541,765,966,748
1229,G,60.3,60.2,60.4,501,767,983,1539,1482,1231
1231,G,86.5,85.5,86.5,106,154,257,291,291,252
1232,R,142.5,143.0,143.0,36,38,35,49,49,60
1233,R,35.35,35.4,35.6,8,14,16,36,34,23
1234,R,38.4,38.5,38.65,244,133,261,422,359,312
1235,G,77.0,77.0,77.0,2,4,23,17,20,16
1236,G,21.3,21.3,21.35,5,26,71,63,133,147
1240,R,47.8,48.0,48.4,81,53,41,30,31,44
1256,G,271.0,270.0,271.0,7,7,16,16,19,21
1258,G,0.0,0.0,0.0,0,0,0,0,28,147
1259,R,74.0,74.5,74.5,25,13,11,13,13,15
1262,G,0.0,0.0,0.0,0,0,0,0,0,0
1264,G,289.5,285.0,289.5,4,10,10,18,20,17
1268,G,146.0,146.0,146.5,117,109,178,238,324,279
1301,R,81.7,82.1,82.2,4813,5468,7278,8615,7613,7855
1303,R,67.3,67.7,67.9,2473,3129,4271,5251,5138,6212
1304,R,21.4,21.85,22.3,3571,1725,1533,1991,1981,2178
1305,R,25.1,26.25,26.4,8967,3815,2424,2730,2095,2675
1307,G,27.5,26.8,27.5,2644,3722,1294,1174,915,522
1308,R,25.4,25.75,26.05,1478,1105,1135,1233,1412,1581
1309,R,17.5,18.2,18.2,1062,600,600,670,599,862
1310,R,15.35,16.15,16.2,3581,1053,909,1196,3064,1760
1311,G,0.0,0.0,0.0,0,0,0,0,0,0
1312,R,16.85,17.1,17.25,1682,1137,1772,1741,2174,2833
1313,R,15.4,15.7,15.75,2075,1987,1700,3389,2242,1961
1314,G,9.54,9.49,9.54,3377,7315,6105,8220,8812,8077
1315,R,71.3,71.5,71.5,4,17,41,29,28,27
1316,G,10.6,10.5,10.65,4194,2064,1865,1369,1636,1533
1319,R,68.8,69.8,71.3,24509,10865,9894,7838,6545,6070
1321,R,35.15,35.3,35.3,104,145,95,109,174,166
1323,R,31.65,31.7,31.7,51,63,47,67,72,62
1324,G,13.5,13.45,14.0,3327,1717,484,204,130,78
1325,G,22.6,22.6,22.75,89,92,102,144,200,394
1326,G,63.9,63.5,63.9,2057,2671,5200,3914,3183,3141
1333,G,0.0,0.0,0.0,0,0,0,0,0,0
1336,R,21.95,22.15,22.2,28,69,68,154,250,514
1337,G,7.4,7.4,7.49,339,347,374,1270,1328,1118
1338,R,36.05,36.6,36.8,98,205,324,207,158,158
1339,G,44.1,44.05,44.2,200,513,305,202,194,213
1340,G,11.95,11.9,11.95,67,61,101,277,459,295
1341,G,67.3,66.9,67.3,10,13,10,11,10,13
1342,R,115.0,116.0,117.0,257,250,348,553,1236,2294
1402,R,28.4,28.5,28.6,3539,5199,6094,6646,6404,8520
1408,G,0.0,0.0,0.0,0,0,0,0,0,0
1409,G,15.05,15.0,15.1,1950,2306,2617,2007,2090,2188
1410,G,37.8,37.55,37.8,15,23,38,55,55,290
1413,R,8.2,8.33,8.33,12,29,58,59,52,74
1414,G,17.7,17.7,17.7,151,133,136,148,140,169
1416,G,10.4,10.35,10.4,64,76,153,291,481,340
1417,G,13.4,13.4,13.5,196,284,534,565,824,2760
