id,yVolume,ma5,ma20,ma60,ma120,ma240
3315,0,0,0,0,0,0
3317,561,367,382,483,486,795
3321,2549,796,428,267,200,235
3322,746,1003,1718,897,924,1219
3323,400,237,186,178,227,242
3324,2288,1071,1611,1410,1821,2755
3325,464,186,179,144,132,149
3332,22,31,81,47,32,35
3338,421,504,374,219,200,282
3339,236,145,176,296,249,266
3346,2011,2624,1534,1668,1814,1468
3349,26,10,26,14,18,35
3354,132,156,117,133,194,575
3356,30569,9430,3738,4942,5690,3566
3357,285,270,364,170,115,106
3360,208,116,81,90,84,203
3362,45453,21436,7905,4342,4103,3090
3363,207,133,146,342,254,313
3367,0,0,0,0,0,0
3369,0,0,0,0,0,0
3372,1113,628,391,452,382,444
3373,127,80,82,349,467,294
3374,1429,815,1526,1730,2147,3036
3376,591,389,519,340,397,410
3379,69,82,45,43,37,112
3380,3103,4247,2155,2201,2587,2642
3383,0,0,0,0,150,194
3388,126,89,43,33,38,51
3389,0,0,0,0,0,0
3390,337,254,263,208,409,1012
3402,418,323,221,207,251,312
3406,8702,3270,2291,2343,3711,3108
3413,979,805,570,469,602,589
3416,1988,1089,590,235,170,106
3419,1107,1876,1858,2300,2253,1694
3426,7,12,5,3,3,5
3428,0,0,0,0,0,0
3430,148,200,170,164,459,229
3431,0,0,0,0,0,0
3432,8581,2622,1274,829,1490,1451
3434,2704,815,281,295,518,1050
3437,1006,372,253,179,172,279
3438,257,446,579,400,360,296
3441,8392,2922,1319,1499,1486,1587
3443,9590,7963,8853,7456,7996,5961
3444,416,365,1041,1521,985,731
3447,1291,547,707,797,399,199
3450,169,143,276,223,225,268
3452,0,0,0,0,0,0
3454,15336,13075,9491,11092,11349,5902
3455,360,574,571,520,516,794
3465,14,19,25,22,19,32
3466,216,683,639,1222,922,941
3474,0,0,0,0,0,0
3479,9661,4009,5952,5012,2672,1642
3481,183392,129390,115395,65568,63848,72162
3483,395,435,833,560,444,542
3484,275,265,196,134,178,239
3489,50,35,56,30,32,121
3490,114,94,98,160,172,293
3491,4414,5258,2317,2053,2286,3770
3492,142,59,58,90,174,113
3494,1016,699,1381,1629,1596,2119
3498,286,253,351,348,253,170
3499,1410,559,560,848,905,1043
3501,384,275,171,223,166,113
3504,8607,2822,1523,1707,3877,4781
3508,472,912,1430,1498,1187,3986
3511,951,515,522,489,1220,919
3512,75,40,35,29,31,54
3514,0,0,0,0,0,0
3515,1031,2581,1845,3210,2903,1890
3516,40,21,37,56,70,65
3518,165,129,159,201,280,248
3519,0,0,0,0,0,0
3520,1965,2594,1632,1257,1745,2934
3521,519,347,550,668,1538,1168
3522,44,124,89,51,45,125
3523,89,45,37,31,90,57
3526,773,498,369,252,310,397
3527,261,223,384,275,283,436
3528,548,295,405,151,85,54
3529,669,915,863,803,1158,1171
3530,195,203,206,189,163,327
3531,78,85,61,51,119,231
3532,1220,900,1171,1395,2195,5192
3533,856,913,745,714,828,841
3534,0,0,0,0,0,0
3535,889,2256,1134,1282,2444,4382
3536,31,47,52,45,39,38
3537,248,323,294,154,110,174
3540,670,1100,989,521,292,233
3541,59,62,69,60,72,130
3543,136,57,46,31,32,31
3545,3406,5163,4770,3726,4682,4512
3546,81,77,110,193,176,158
3548,455,602,867,412,288,302
3550,267,127,160,96,87,102
3551,163,66,83,58,68,117
3552,560,443,1294,1372,2757,3550
3553,0,0,0,0,0,0
3555,10,8,10,11,13,20
3556,226,194,158,110,118,222
3557,321,297,192,105,120,98
3558,9025,8190,7345,5296,5412,7064
3559,0,0,0,0,0,0
3561,0,0,0,0,0,0
3562,0,0,0,0,0,0
3563,180,311,352,176,135,119
3564,516,791,887,365,312,310
3567,84,34,104,78,57,61
3570,136,149,53,25,17,23
3573,0,0,0,0,0,0
3576,6701,4270,4121,6792,6659,8128
3577,194,215,149,226,128,109
3579,0,0,0,0,0,0
3580,493,433,702,723,847,598
3581,20,19,87,49,49,54
3582,0,0,0,0,0,0
3583,750,381,392,414,478,819
3584,0,0,0,0,0,0
3587,769,556,1095,2056,1821,1047
3588,430,421,1608,832,1181,1078
3591,9256,2633,2014,1009,687,694
3592,1099,1448,1233,1072,1134,871
3593,38,40,46,27,23,36
3594,4791,6945,9326,4281,3200,2447
3596,1947,1272,1127,1031,1874,3420
3597,36,75,32,41,118,80
3598,0,0,0,0,0,0
3599,0,0,0,0,0,0
3605,435,254,290,301,280,459
3607,132,150,127,131,153,600
3609,7,10,11,32,31,35
3611,94,120,74,41,34,38
3614,0,0,0,0,0,0
3615,265,175,110,78,80,116
3617,719,1388,1822,1061,810,497
3622,292,268,137,114,130,279
3623,30,25,38,85,124,198
3624,4410,3670,6185,3604,2614,5032
3625,469,233,306,488,386,433
3628,1890,485,192,179,165,408
3629,2,4,9,5,4,6
3630,2492,772,349,406,621,512
3631,25,20,18,52,59,61
3632,30,34,37,24,22,20
3638,0,0,0,0,0,0
3642,0,0,0,0,23,34
3645,519,253,233,270,423,2371
3646,70,101,168,75,75,91
3652,4947,5998,1743,667,402,254
3653,1151,2232,2038,1522,1616,1535
3658,0,0,0,0,0,0
3661,4820,6884,5776,4881,6118,5529
3662,0,0,0,0,0,0
3663,182,160,72,59,63,379
3664,1081,738,527,270,308,336
3665,2359,1629,2403,2440,2506,2431
3666,264,273,113,195,193,251
3669,692,215,164,383,349,506
3672,21,10,24,22,25,73
3673,7204,4012,2391,1172,1044,1105
3675,7127,5629,4280,2794,2504,2796
3679,55,52,41,85,69,61
3680,6111,2345,2342,2116,2157,1680
3682,3225,1880,2024,2062,1760,2979
3684,456,495,152,68,62,47
3685,75,66,63,157,237,344
3686,422,204,243,710,559,756
3687,188,139,277,874,625,854
3689,999,573,282,248,246,526
3691,354,217,262,364,386,387
3693,1082,1574,3364,3805,2290,1260
3694,443,153,121,165,288,290
3697,0,0,0,0,0,0
3698,0,0,0,0,0,0
3701,3641,1068,1441,983,939,2033
3702,2721,3555,3172,4238,4453,4820
3703,1971,2142,1525,1335,2567,2618
3704,5066,4341,6697,7798,4942,3846
3705,676,719,806,2941,1559,911
3706,4667,6228,3630,2762,2316,2558
3707,4603,5296,3825,3549,5271,10049
3708,1131,1862,2122,2585,2603,4315
3709,19,9,27,24,33,35
3710,1100,1743,4239,2649,3782,4334
3711,6939,12792,12804,13142,13142,12708
3712,664,753,929,937,555,751
3713,96,79,141,249,210,131
3714,7329,6379,3311,3402,3293,5017
3715,1067,876,785,766,862,500
4102,889,715,1351,4816,3818,2394
4103,0,0,0,0,0,0
4104,452,544,647,457,334,353
4105,662,594,666,1918,1958,1569
4106,327,413,742,2390,1352,1694
4107,121,423,331,250,231,166
4108,234,153,160,206,237,258
4109,79,203,130,123,137,257
4111,202,261,305,896,662,418
4113,589,931,727,969,543,340
4114,12311,11135,18813,28346,18057,13537
4116,369,374,466,1020,1236,4533
4119,605,806,802,598,592,383
4120,164,94,64,89,191,120
4121,681,1040,819,2468,1615,3453
4123,988,727,933,1366,1243,1247
4126,147,276,346,369,217,151
4127,175,104,118,312,222,562
4128,5244,3257,5512,6705,10521,8525
4129,978,664,1116,1667,1030,592
4130,858,1133,2848,6554,3464,2294
4131,24,19,12,8,17,25
4133,380,308,415,1206,1537,3753
4137,628,1160,642,934,524,313
4138,123,124,104,113,71,54
4139,28,25,34,46,87,121
4141,0,0,0,0,0,90
4142,1144,1946,2506,2012,1937,2613
4144,0,0,0,0,0,0
4147,1908,4645,2070,1541,1623,1168
4148,324,324,519,324,741,1246
4152,0,0,0,0,0,0
4153,3141,1552,837,895,518,381
4154,0,14,20,31,34,30
4155,2006,1852,2427,2554,1899,1133
4157,1295,1298,1256,2749,2885,3914
4160,77,54,65,123,79,50
4161,120,70,110,512,288,189
4162,1436,1535,3627,8061,11852,9953
4163,2273,1051,1233,955,538,304
4164,11929,7189,4790,2214,1318,1020
4167,3443,3407,3927,15929,8757,4907
4168,812,1425,2259,2747,4944,2972
4171,356,429,477,1663,1193,4001
4173,169,236,201,746,424,528
4174,854,737,748,651,631,867
4175,146,349,185,245,146,380
4180,0,0,0,0,0,0
4183,21,9,8,14,10,16
4188,21,59,51,74,54,50
4190,268,267,377,479,315,180
4192,34,22,31,46,46,99
4198,17,7,8,17,11,18
4205,24,19,29,17,15,18
4207,520,1191,451,302,270,1026
4303,114,264,218,119,145,691
4304,61,55,66,95,135,105
4305,21,9,7,6,5,9
4306,1414,644,450,494,568,719
4401,26,26,35,30,32,40
4402,295,302,428,337,483,800
4406,18,14,17,31,46,67
4408,0,0,0,0,0,0
4413,29,68,52,50,141,149
4414,0,0,0,0,0,2192
4415,0,0,0,0,0,0
4416,7,5,14,7,6,9
4417,148,180,118,148,138,96
4419,29,20,6,3,2,2
4420,2,13,12,10,12,14
4426,382,205,307,491,587,1154
4429,0,0,0,0,0,2
4430,57,45,26,15,13,18
4432,545,890,405,526,724,1194
4433,652,2119,639,247,182,207
4438,256,263,188,166,399,243
4439,44,29,92,39,31,24
4440,260,278,107,61,43,76
4502,18,12,16,11,12,17
4503,862,1006,1829,957,994,1783
4506,48,48,62,57,67,63
4510,1034,1039,386,175,119,104
4513,134,317,320,310,303,719
4523,243,174,212,273,171,92
4526,556,689,1038,406,253,210
4527,35,25,82,85,52,42
4528,73,45,58,38,33,28
4529,381,249,448,177,134,342
4530,4,7,23,27,26,52
4532,515,370,299,299,750,599
4533,587,792,1286,507,467,289
4534,491,192,185,145,145,220
4535,9,6,5,5,17,17
4536,2719,2184,2563,1609,1148,710
4538,59,50,79,36,25,17
4540,66,85,128,105,90,105
4541,3761,3610,1915,1311,1319,1206
4542,158,77,24,14,16,16
4543,1450,560,318,403,574,1757
4545,148,136,91,66,49,160
4549,164,81,74,41,59,54
4550,83,143,145,76,51,45
4551,253,265,252,329,772,943
4552,117,85,92,77,67,63
4554,42,38,31,31,78,98
4555,80,70,49,25,38,34
4556,6,11,13,6,5,5
4557,465,270,251,127,153,153
4558,847,269,82,39,29,52
4560,171,92,53,41,45,51
4561,72,51,34,27,24,27
4562,326,139,86,126,98,93
4563,280,95,107,196,114,97
4564,721,937,1162,598,425,355
4566,518,663,634,806,926,608
4568,44,26,16,9,10,12
4571,15,21,15,13,16,20
4572,932,954,563,442,391,476
4576,125,102,128,106,92,93
4577,89,120,121,67,77,79
4580,45,62,43,41,50,67
4581,47,36,130,50,29,18
4583,265,107,47,28,26,50
4584,214,324,247,105,84,42
4609,3,8,4,6,7,9
4702,395,245,173,200,201,1259
4703,0,0,0,0,0,0
4706,20,39,17,14,12,14
4707,867,476,379,317,345,584
4711,14,47,62,56,43,56
4712,20,10,16,15,16,16
4714,105,106,125,109,123,316
4716,113,156,214,175,171,397
4720,978,343,221,204,1122,891
4721,649,442,1017,920,1065,1934
4722,92,53,80,64,64,119
4725,0,0,0,0,0,0
4726,646,805,1343,1168,1937,1941
4728,25,49,117,113,80,74
4729,283,148,116,86,114,111
4733,0,0,0,0,0,0
4735,69,128,64,119,77,86
4736,1075,916,669,922,956,2112
4737,239,174,82,47,76,76
4739,992,769,1613,1417,1659,3347
4741,67,28,13,11,14,14
4743,7195,5531,8672,9594,10226,7389
4744,840,984,1303,610,347,278
4745,95,76,57,43,40,154
4746,3264,3721,3985,6814,3745,2594
4747,2393,4108,3562,2372,1190,603
4754,153,51,24,15,17,26
4755,628,586,477,953,908,3560
4760,30,44,44,40,36,49
4762,0,0,0,0,0,0
4763,9872,14258,10185,8190,5164,2748
4764,21,27,22,236,122,67
4766,71,48,66,55,72,92
4767,26,8,5,5,4,5
4768,1019,1020,1262,1245,1611,1126
4770,774,1000,1528,1558,1241,867
4801,0,0,0,0,0,0
4803,0,0,0,0,0,0
4804,214,324,492,544,418,1926
4806,2,3,6,7,9,21
4807,17,18,12,11,12,16
4903,123,282,277,166,131,194
4904,3306,4886,4078,4357,4745,5476
4905,16,3,1,2,2,5
4906,2685,1553,1269,1463,3039,4261
4907,78,148,99,89,61,39
4908,265,210,208,295,376,1092
4909,277,247,214,158,232,254
4911,180,233,327,161,232,224
4912,90,48,59,57,93,233
4915,7864,11163,5491,4446,5358,6068
4916,1488,1450,1434,1860,1163,991
4919,19791,10487,10785,8532,9720,15903
4923,424,693,250,122,102,170
4924,128,72,104,366,241,147
4927,1647,1481,1294,1236,1869,2253
4930,774,388,189,136,114,269
4931,4580,2860,6700,6691,16831,16053
4933,52,85,75,41,31,44
4934,1846,2074,1596,1271,1006,1450
4935,216,171,109,122,150,176
4938,3670,3382,3103,5065,5277,5872
4939,164,152,135,135,136,217
4942,326,258,199,132,127,193
4943,171,136,150,318,384,415
4944,14,9,32,20,22,50
4945,30,54,88,49,39,111
4946,39,41,55,108,86,196
4947,0,0,0,0,0,0
4950,352,685,766,951,678,699
4951,115,155,188,141,140,70
4952,584,941,672,405,393,1536
4953,5546,4064,1785,863,543,382
4956,351,293,567,278,194,268
4958,3047,3197,2509,4211,4252,4992
4960,5771,6290,8399,3605,2637,4688
4961,6533,8786,11513,8041,6509,4683
4965,0,0,0,0,0,0
4966,463,900,1179,1087,1410,1057
4967,8716,11715,4751,1703,1049,849
4968,2197,4137,5011,4680,4069,3400
4971,25,46,64,72,78,146
4972,72,49,37,25,27,26
4973,279,278,167,253,182,123
4974,761,1321,835,727,441,310
4976,4095,1067,552,407,615,1042
4977,15605,6533,7060,6302,4416,2500
4979,8844,5966,15441,15808,9376,5737
4984,0,0,0,0,0,0
4987,28,31,34,23,21,26
4989,154,138,153,344,267,322
4991,26,30,39,28,32,45
4994,287,144,92,97,85,198
4995,194,372,192,93,81,88
4999,124,61,58,39,37,47
5007,25,63,81,71,61,55
5009,8348,17377,13487,14544,13982,15134
5011,741,644,521,582,515,1056
5013,7,11,13,10,14,57
5014,1582,1031,1145,3003,1991,2004
5015,886,720,403,681,560,408
5016,26,15,12,9,10,26
5017,0,0,0,0,0,0
5102,0,0,0,0,0,26
5201,54,45,26,17,46,46
5202,388,200,273,132,81,94
5203,889,780,1750,656,432,307
5204,0,0,0,0,0,0
5205,3,5,5,9,13,14
5206,178,117,143,127,100,80
5207,0,0,0,0,0,0
5209,183,89,56,31,24,28
5210,645,1473,1077,437,276,783
5211,3161,960,357,174,274,258
5212,3,8,16,30,26,25
5213,471,237,217,133,133,166
5215,77,87,97,127,538,329
5220,21,34,30,28,25,26
5222,1616,1072,1586,917,847,616
5223,49,39,32,26,28,28
5225,1266,1452,722,956,1893,1116
5227,446,808,753,646,1140,1067
5228,39,54,43,104,151,135
5230,402,190,87,74,56,61
5234,322,284,278,190,167,220
5236,377,721,316,192,194,178
5243,1544,1012,1130,1450,1955,2097
5244,109,124,272,160,104,96
5245,395,153,136,231,231,320
5251,1289,721,702,1142,2683,1732
5255,0,0,0,0,0,0
5258,31349,26356,20606,11660,10532,11232
5259,0,0,0,0,0,0
5261,0,0,0,0,0,0
5263,445,572,631,819,490,299
5264,0,0,0,0,0,0
5266,0,0,0,0,0,0
5269,617,698,950,1037,1035,877
5272,2219,732,301,392,457,1169
5274,712,894,776,570,629,585
5276,4,11,9,7,16,21
5278,13,8,9,49,58,45
5280,0,0,0,0,0,0
5281,33,11,31,40,33,20
5283,116,97,98,69,57,60
5284,1409,1274,2527,2665,1645,858
5285,3728,1206,1464,709,541,636
5287,34,38,41,38,42,42
5288,471,246,106,120,164,121
5289,535,1103,461,281,233,214
5291,150,105,107,90,93,154
5299,272,219,287,321,332,342
5301,82,40,32,33,40,164
5302,1361,372,188,120,128,227
5304,0,0,0,0,0,0
5305,0,0,0,0,0,0
5306,166,160,121,144,141,135
5309,3138,2350,4182,3857,3308,5064
5310,11,10,11,14,16,17
5312,53,37,72,45,39,43
5314,26,13,9,13,92,86
5315,2325,2714,1702,793,492,333
5317,0,0,0,0,0,0
5318,0,0,0,0,0,0
5321,1028,537,1228,1766,1062,868
5324,173,315,150,66,49,65
5326,0,0,0,0,0,0
5328,245,306,615,306,220,248
5340,596,723,1328,731,396,227
5344,137,99,284,230,178,295
5345,4,4,3,13,10,8
5346,0,0,0,0,0,0
5347,5882,6265,7560,8222,7511,6937
5348,3,24,33,18,14,22
5349,0,0,0,0,0,0
5351,5852,5831,7797,7569,8133,9323
5353,1592,2740,2520,2090,2883,3337
5355,171,118,159,116,118,141
5356,49,65,60,49,55,78
5364,119,198,173,72,60,53
5371,2150,2325,2907,2587,2548,2442
5376,0,0,0,0,0,0
5381,1515,547,344,145,96,67
5383,40,46,28,23,25,60
5384,0,0,0,0,0,0
5386,101,217,218,610,542,322
5387,0,0,0,0,0,0
5388,4950,3401,2951,3239,4215,5592
5392,171,281,315,438,374,277
5395,0,0,0,0,0,0
5398,20,43,27,22,20,24
5403,135,175,156,98,94,71
5410,1968,2895,1343,1217,1901,1035
5414,0,0,0,0,0,0
5425,12314,11152,12946,11870,15176,16744
5426,623,366,366,458,963,940
5432,168,62,34,24,24,34
5434,1119,532,468,351,357,372
5438,28,322,103,50,44,54
5439,3240,2108,1229,554,347,283
5443,557,449,347,772,554,424
5450,1906,2514,660,256,155,166
5452,3011,5660,2023,749,475,369
5455,0,0,0,1,3,2
5457,1544,4620,1730,1058,1539,1184
5460,73,60,53,41,43,44
5464,2944,7390,2355,906,534,607
5465,527,676,400,281,337,193
5466,0,0,0,0,0,0
5467,0,0,0,0,0,0
5468,60,44,39,50,80,350
5469,1692,942,883,838,1037,973
5471,387,342,376,965,640,702
5474,62,33,30,31,38,104
5475,468,438,1078,700,805,1137
5478,387,282,217,209,140,125
5480,0,0,0,0,0,0
5481,60,41,35,36,78,83
5483,2577,3174,2772,3266,4258,4985
5484,274,111,52,42,35,58
5487,3,53,22,13,12,8
5488,217,263,207,268,578,457
5489,255,162,75,98,157,104
5490,212,112,75,63,64,117
5491,0,0,0,0,0,0
5492,0,0,0,0,0,0
5493,268,107,36,33,40,57
5498,436,1469,532,660,455,552
5501,0,0,0,0,0,0
5505,0,0,0,0,0,0
5506,0,0,0,0,0,0
5508,332,452,211,148,140,179
5511,63,36,32,31,27,30
5512,7024,19987,10914,3832,2110,1263
5514,2,9,4,13,26,29
5515,105,76,77,79,96,165
5516,53,362,286,165,121,113
5519,655,770,397,245,260,350
5520,3,9,4,2,2,6
5521,651,636,602,467,523,583
5522,843,408,375,894,902,764
5523,65,88,46,32,31,46
5525,25,59,67,56,52,52
5529,92,68,73,82,65,54
5530,182,194,261,342,264,539
5531,296,312,318,236,304,397
5533,283,170,140,108,165,474
5534,239,305,215,192,188,230
5536,1470,2106,1107,632,450,291
5538,20,27,23,21,31,102
5543,12,11,19,18,12,18
5546,59,53,39,33,38,38
5601,67,92,44,21,12,11
5603,549,523,391,467,414,1039
5604,37,23,36,23,23,25
5605,0,0,0,0,0,0
5607,3029,1533,663,629,796,660
5608,25531,50115,16509,11861,9380,9796
5609,572,625,386,290,336,656
5701,2202,2255,2208,868,498,352
5703,127,475,337,217,197,132
5704,510,1615,1683,1083,1170,689
5706,1100,2450,5322,3334,2975,4506
5810,0,0,0,0,0,0
5818,0,0,0,0,0,0
5820,0,0,0,0,3415,4736
5854,0,0,0,0,0,0
5864,303,194,193,110,85,119
5871,1939,5036,3519,4908,5300,4901
5876,3936,4125,3128,4636,5035,5000
5878,7,4,3,3,3,4
5880,6947,9809,7169,10036,11093,13121
5902,45,64,37,46,61,104
5903,206,68,44,786,414,248
5904,279,735,952,785,738,652
5905,1831,2631,3561,2122,1467,1058
5906,30,99,47,27,20,17
5907,664,423,302,736,438,263
6005,2107,2819,3027,2446,2254,2705
6008,0,0,0,0,0,0
6012,0,0,0,0,0,0
6015,642,670,783,1117,809,1045
6016,775,665,745,493,467,1051
6020,13,13,8,9,10,32
6021,10,13,13,200,164,94
6022,0,0,0,0,0,0
6023,42,141,83,60,53,56
6024,169,201,162,156,140,128
6026,911,1201,983,787,1045,1496
6101,299,401,528,222,155,84
6103,0,7,17,7,6,6
6104,8221,6586,10901,7622,8987,13106
6105,0,0,0,0,0,0
6107,0,0,0,0,0,0
6108,162,159,106,80,73,164
6109,1564,1542,1531,2615,2148,1407
6110,0,0,0,0,0,0
6111,683,546,917,2756,1804,1356
6112,2664,1616,1178,450,261,185
6113,4474,1113,495,515,1153,2740
6114,173,117,81,139,315,717
6115,208,247,154,111,114,106
6116,76502,35782,23475,13345,12565,12886
6117,730,269,203,180,416,380
6118,2276,3677,6473,6582,5856,8486
6119,0,0,0,0,0,0
6120,925,1304,1854,1055,1014,1802
6121,204,801,574,504,500,539
6122,351,441,581,886,619,1862
6123,415,297,361,177,137,105
6124,66,89,111,358,653,339
6125,1458,1986,2330,2141,2962,3563
6126,182,272,229,173,204,320
6127,389,215,280,328,335,301
6128,344,621,389,198,138,150
6129,2238,2789,4240,4422,4168,4982
6130,35,44,102,51,43,128
6131,0,0,0,0,0,0
6133,1735,1079,1752,4296,8971,10755
6134,202,128,126,202,223,548
6135,0,0,0,0,0,0
6136,106,115,99,90,81,95
6138,1572,1585,3179,2364,1910,2124
6139,2300,4639,2046,2283,1525,1084
6140,3683,1247,545,272,428,385
6141,34,35,29,116,118,120
6142,2939,3824,3470,1837,1400,1022
6143,4489,3227,4265,3462,2994,2155
6144,2,9,10,6,7,9
6145,0,0,0,0,0,0
6146,672,721,822,507,516,392
6147,6429,5164,3259,2115,2042,2536
6148,769,892,1168,528,289,229
6149,0,0,0,0,0,0
6150,677,1454,1493,3240,3213,2332
6151,63,43,36,33,32,63
6152,925,410,351,405,655,554
6153,2646,1640,1699,3571,8264,5023
6154,37,19,19,18,34,40
6155,1449,2333,832,622,362,274
6156,779,308,258,415,538,566
6158,119,67,155,75,81,127
6159,0,0,0,0,0,0
6160,1209,1016,708,570,413,643
6161,552,346,205,135,128,304
6163,536,304,383,462,340,377
6164,641,294,285,335,357,615
6165,899,508,940,421,254,224
6166,876,304,260,155,137,221
6167,1307,1205,656,549,702,965
6168,898,767,880,479,431,445
6169,34,30,19,33,34,50
6170,624,1596,523,303,293,420
6171,64,37,35,24,28,51
6172,0,0,0,0,0,0
6173,785,721,950,530,404,342
6174,402,321,195,134,138,326
6175,1111,449,584,434,312,358
6176,1083,1415,1170,1809,1885,1746
6177,1091,758,457,439,350,419
6179,214,467,570,318,183,164
6180,2556,1815,4472,3670,2112,1511
6182,4496,2900,3971,3764,5294,8698
6183,60,53,36,36,58,60
6184,37,27,26,38,36,42
6185,158,258,226,195,295,288
6186,338,298,396,813,797,495
6187,910,928,854,982,958,1098
6188,5086,4933,3720,1960,1468,1532
6189,608,427,312,219,222,328
6190,1196,1768,1324,1204,1523,2890
6191,4467,1850,1283,926,1053,1708
6192,82,117,121,113,106,110
6194,54,51,42,42,44,40
6195,87,79,53,52,43,47
6196,1884,1440,915,1023,1003,900
6197,461,347,386,388,300,306
6198,9,7,6,10,19,13
6199,18,14,17,31,34,65
6201,32,40,19,11,11,16
6202,2878,1615,1865,1745,1443,1670
6203,96,86,98,70,76,154
6204,26,15,17,27,19,27
6205,3505,3935,4642,2566,3121,2672
6206,477,436,309,317,544,1126
6207,485,1286,397,189,143,237
6208,244,183,170,101,141,195
6209,1936,629,417,334,429,485
6210,8,9,12,8,12,15
6211,0,0,0,0,0,0
6212,1,2,1,201,103,54
6213,2297,1406,1644,2036,2616,2162
6214,231,229,199,351,352,283
6215,435,445,1081,905,547,490
6216,294,162,127,156,253,696
6217,1875,1279,2496,1962,2214,5073
6218,121,58,79,51,49,64
6219,193,176,121,151,314,807
6220,891,702,622,889,2228,1708
6221,106,128,51,26,31,43
6222,143,93,27,16,22,43
6223,1525,1701,2292,3114,2374,1811
6224,217,176,301,242,191,215
6225,9,23,21,25,37,58
6226,540,372,558,686,662,2783
6227,1361,546,326,264,212,277
6228,445,328,150,99,88,149
6229,286,153,96,69,86,190
6230,450,135,131,87,67,69
6231,4949,2736,2161,1317,800,718
6232,0,0,0,0,0,0
6233,1000,522,408,683,510,778
6234,4456,1976,1263,1890,986,535
6235,20908,32047,39736,17125,12382,17013
6236,7,11,4,2,1,1
6237,423,478,708,1027,1019,1872
6238,0,0,0,0,0,0
6239,1902,1706,1805,2800,2668,2509
6240,207,56,42,52,66,172
6241,100,72,83,85,175,642
6242,132,164,141,142,90,149
6243,305,219,320,325,282,378
6244,4161,1911,2564,5047,3605,3381
6245,9572,9101,9887,7721,6122,4535
6246,46,31,34,29,25,35
6247,0,0,0,11,44,30
6248,700,772,295,293,234,209
6250,0,0,0,0,0,0
6251,0,0,0,0,0,3645
6255,0,0,0,0,0,0
6257,2473,2418,1497,1287,1446,2075
6259,69,46,34,32,41,109
6261,461,293,206,163,178,249
6263,56,76,58,77,58,56
6264,111,151,69,56,49,64
6265,298,244,230,222,345,1560
6266,2538,7346,7303,2963,1832,1566
6269,1504,1588,1509,1423,1586,1612
6270,179,171,134,79,75,119
6271,1009,1021,1668,1726,1961,1886
6274,5093,2035,2418,2958,3334,2635
6275,329,330,273,178,200,471
6276,26,45,109,256,173,136
6277,590,265,194,97,69,63
6278,2345,2074,2612,1761,1846,2528
6279,1006,916,1442,2002,3325,3059
6280,0,0,0,0,0,0
6281,103,104,43,27,28,35
6282,55226,27676,31085,15699,9888,7691
6283,448,278,374,280,448,525
6284,1203,736,1160,888,605,499
6285,5608,3930,4201,4833,6215,4964
6286,0,0,0,0,0,0
6287,12,9,11,7,20,42
6288,8367,5919,6369,2894,1626,1055
6289,0,0,0,0,78,95
6290,7390,4893,7899,3461,2927,2686
6291,12,8,9,8,11,26
6292,208,71,40,36,32,58
6294,24,34,26,37,31,32
6298,0,0,0,0,0,0
6402,0,0,0,0,0,0
6404,31,9,8,6,30,16
6405,71,49,51,38,36,44
6409,100,239,149,162,165,178
6411,5909,3715,5522,2255,1501,1767
6412,618,987,378,251,258,278
6414,1663,807,689,835,722,901
6415,2298,2785,2945,2814,2666,2090
6416,800,276,135,172,279,201
6417,1043,881,381,139,81,53
6418,28,79,176,89,97,218
6419,321,90,36,25,26,29
6422,0,0,0,0,0,0
6425,279,124,57,44,32,57
6426,192,95,103,273,253,276
6431,74,53,34,74,72,60
6432,404,427,237,153,240,200
6435,151,176,248,220,213,522
6438,676,719,459,328,464,648
6441,636,704,2169,1385,773,535
6442,318,338,391,705,863,1362
6443,17179,8585,10940,16743,20286,27381
6446,1618,1695,1589,1737,1819,1845
6449,31,23,36,29,36,35
6451,218,202,293,513,380,271
6452,0,0,0,0,0,0
6456,1376,1139,1252,1546,1922,1486
6457,178,173,193,265,191,274
6461,365,369,375,1249,3989,5792
6462,212,311,421,232,184,333
6464,11,17,16,69,65,46
6465,83,47,52,54,57,149
6469,435,1071,524,436,538,935
6470,2032,1236,1005,899,813,2512
6472,4420,1388,3687,3523,4493,3110
6477,2242,1402,1561,2481,2670,6508
6482,7,7,9,5,4,10
6485,1909,907,681,565,674,852
6486,83,105,101,80,53,52
6488,1787,1990,1787,1940,2531,2576
6491,534,459,539,909,771,594
6492,482,308,235,433,417,496
6494,360,327,358,389,295,370
6496,332,278,188,72,43,32
6497,0,0,0,0,0,0
6499,74,165,127,182,202,245
6504,128,125,58,92,74,69
6505,2203,2521,2072,2205,2408,2589
6506,283,160,76,58,58,152
6508,876,911,496,388,863,5409
6509,2877,2019,3491,2230,1628,1746
6510,213,417,465,418,319,254
6512,212,54,30,27,60,90
6514,76,91,48,43,51,268
6515,2098,2578,1668,1051,819,710
6516,154,87,58,39,37,29
6517,2970,2804,2256,1439,719,360
6523,378,369,385,654,398,260
6525,146,154,161,126,128,221
6527,448,845,362,189,220,236
6530,72,140,113,109,222,346
6531,6360,12733,12416,6449,6064,4995
6532,421,346,294,462,957,524
6533,2067,3980,4097,4388,5755,3739
6535,215,231,497,598,426,459
6538,387,158,279,160,165,248
6541,0,1035,2779,1543,1279,1608
6542,4,5,4,4,4,18
6546,526,520,1751,1001,982,1166
6547,3327,4360,3558,3506,4516,3381
6548,11783,3174,2225,1138,999,870
