id,kbar,yOpen,yClose,yHigh,yVolume,ma5,ma20,ma60,ma120,ma240
0015,G,0.0,0.0,0.0,0,0,0,0,0,0
0050,G,126.5,126.5,126.8,6787,9537,9632,8425,9611,10238
0051,R,69.3,69.5,69.5,43,53,70,69,87,63
0052,R,117.9,118.2,118.2,101,194,293,275,308,321
0053,R,67.7,68.05,68.1,8,7,8,8,9,9
0054,G,0.0,0.0,0.0,0,0,0,0,0,0
0055,G,23.73,23.62,23.73,66,121,130,159,206,211
0056,G,34.24,34.23,34.24,12714,18316,49248,32780,42826,31656
0057,R,92.5,92.7,92.7,4,5,7,7,8,9
0058,G,0.0,0.0,0.0,0,0,0,0,0,0
0059,G,0.0,0.0,0.0,0,0,0,0,0,0
0060,G,0.0,0.0,0.0,0,0,0,0,0,0
0061,G,17.54,17.48,17.54,78,99,130,185,202,183
0080,G,0.0,0.0,0.0,0,0,0,0,0,0
0081,G,0.0,0.0,0.0,0,0,0,0,0,0
1101,G,32.8,32.55,32.8,23907,22383,27435,23958,21334,23970
1102,R,40.35,40.4,40.5,3443,3515,5575,4590,5768,5787
1103,G,18.5,18.3,18.5,168,202,210,353,799,666
1104,G,26.35,26.25,26.4,270,1052,608,954,1846,1623
1107,G,0.0,0.0,0.0,0,0,0,0,0,0
1108,G,14.15,13.9,14.15,188,710,456,734,1144,1411
1109,G,17.75,17.75,17.75,50,60,98,158,179,187
1110,G,18.6,18.45,18.6,28,60,96,102,270,212
1201,R,18.75,18.8,18.8,316,227,250,280,423,397
1203,G,43.1,42.6,43.1,23,24,23,17,23,26
1210,G,52.8,52.8,52.9,532,886,1086,1723,3048,2413
1213,G,0.0,0.0,0.0,0,2,8,21,22,21
1215,G,92.9,92.8,93.1,340,219,364,680,902,1014
1216,G,69.8,69.7,69.9,6715,10049,8845,6874,7513,7730
1217,G,12.05,11.85,12.05,1771,4289,3201,4659,5055,3496
1218,G,21.0,20.7,21.0,854,725,1143,1029,1831,2681
1219,R,19.0,19.15,19.15,156,293,480,374,603,1004
1220,G,13.6,13.6,13.65,51,65,89,146,193,410
1225,G,53.4,53.4,53.4,1,5,12,42,115,93
1227,G,38.0,38.0,38.15,200,281,486,483,808,722
1229,R,61.7,61.8,62.1,347,420,742,853,1203,1171
1231,G,88.5,88.2,88.5,65,97,150,200,230,244
1232,G,141.5,141.0,141.5,14,32,42,38,46,57
1233,R,34.75,34.85,34.9,4,10,12,12,31,24
1234,R,38.55,38.6,38.65,36,108,121,173,315,315
1235,R,79.6,80.3,80.3,8,8,5,10,16,14
1236,G,24.95,24.9,25.0,25,28,36,54,71,132
1240,R,44.75,45.0,45.0,16,17,17,25,25,42
1256,R,237.5,239.0,239.0,5,9,13,11,13,20
1258,G,0.0,0.0,0.0,0,0,0,0,3,68
1259,G,75.1,75.0,75.1,2,11,9,9,11,14
1262,G,0.0,0.0,0.0,0,0,0,0,0,0
1264,R,289.0,291.5,292.0,7,8,15,12,16,17
1268,G,149.0,147.5,151.0,151,125,156,164,266,298
1301,G,78.5,78.1,78.5,4727,5132,6247,6309,7753,6970
1303,G,64.5,64.3,64.6,3691,4561,7352,5183,5547,5881
1304,R,19.4,19.45,19.5,415,954,1520,1356,1593,2113
1305,G,22.6,22.25,22.6,1286,1567,2225,2445,2366,2897
1307,R,24.0,24.2,24.55,150,213,405,1007,1050,640
1308,G,24.35,24.0,24.35,320,706,479,775,978,1371
1309,G,16.95,16.9,16.95,229,360,538,490,553,856
1310,G,15.75,15.75,15.8,185,327,617,844,1394,1811
1311,G,0.0,0.0,0.0,0,0,0,0,0,0
1312,G,16.15,16.05,16.15,476,781,964,1271,1457,2667
1313,G,15.2,15.2,15.3,481,676,876,1214,2180,1929
1314,G,10.25,10.15,10.3,8397,14534,26316,12946,11174,9764
1315,G,71.8,71.3,71.8,6,8,8,20,21,27
1316,G,10.45,10.35,10.5,687,666,1259,2299,1692,1654
1319,R,77.5,79.0,79.0,5402,5324,9575,12142,9157,7418
1321,R,36.05,36.1,36.35,216,184,98,91,105,150
1323,G,31.25,31.25,31.25,41,61,38,42,62,59
1324,G,18.4,17.8,18.8,4460,3402,6435,3279,1673,853
1325,G,22.6,22.45,22.6,96,78,73,91,181,366
1326,G,63.2,63.2,63.2,2559,3174,3994,4281,3751,3192
1333,G,0.0,0.0,0.0,0,0,0,0,0,0
1336,R,20.3,20.5,20.5,23,41,42,55,132,469
1337,R,7.03,7.04,7.04,125,199,218,301,1099,906
1338,R,36.6,36.75,36.85,59,51,62,185,157,142
1339,R,60.7,61.3,61.5,177,242,1031,1301,721,487
1340,G,11.6,11.5,11.6,25,64,82,93,379,294
1341,G,63.8,63.5,63.8,8,10,14,10,10,13
1342,R,113.0,115.0,116.0,583,348,814,472,565,2132
1402,G,30.25,30.2,30.25,4805,5807,6862,6899,6917,8346
1408,G,0.0,0.0,0.0,0,0,0,0,0,0
1409,G,15.35,15.3,15.35,465,1441,1071,1788,1807,2180
1410,R,37.35,37.4,37.5,12,29,34,34,50,137
1413,G,8.15,8.1,8.15,10,31,29,44,52,54
1414,G,17.5,17.5,17.5,57,62,72,110,130,164
1416,R,10.45,10.65,10.7,345,144,143,150,301,344
1417,G,12.15,12.05,12.15,88,120,164,322,444,2763
1418,G,21.65,21.65,21.65,37,16,17,18,40,35
1419,G,44.5,44.2,44.65,15,29,47,43,112,89
1423,G,29.95,29.85,29.95,49,39,34,43,132,149
1432,R,16.25,16.35,16.4,147,129,172,178,644,824
1434,G,25.35,25.35,25.45,560,754,695,865,1072,1053
1435,R,35.15,35.2,35.55,8,10,16,28,14,11
1436,G,76.0,75.9,76.0,246,246,105,126,128,82
1437,G,30.45,29.95,30.45,269,365,309,195,232,438
1438,R,29.55,29.9,30.0,69,37,68,55,70,117
1439,G,22.7,22.7,22.8,6,11,12,26,33,67
1440,R,14.35,14.5,14.5,212,527,1010,719,831,948
1441,G,13.05,13.05,13.1,24,22,20,49,67,59
1442,R,37.5,37.65,37.8,954,558,724,577,784,994
1443,R,28.2,28.35,28.35,17,13,18,31,31,174
1444,G,10.4,10.3,10.4,668,1016,1371,2227,2487,2696
1445,R,19.1,19.2,19.35,86,78,275,446,371,311
1446,R,38.2,38.25,38.45,117,131,86,131,210,139
1447,G,7.59,7.58,7.6,565,357,625,622,795,998
1449,R,19.25,20.0,20.4,17100,8292,2395,1151,816,534
1451,G,19.0,18.85,19.0,119,92,97,104,169,295
1452,R,16.3,16.4,16.45,104,61,62,65,75,81
1453,G,14.1,14.05,14.2,128,182,372,185,229,398
1454,R,15.4,15.65,15.7,13,22,53,87,131,112
1455,G,10.45,10.4,10.45,1099,937,661,471,513,561
1456,G,16.35,16.35,16.4,14,18,62,48,57,66
1457,G,17.5,17.45,17.5,32,85,74,106,149,208
1459,R,9.89,10.0,10.0,131,67,48,76,102,83
1460,R,7.58,7.62,7.65,329,652,462,577,1753,1285
1462,G,0.0,0.0,0.0,0,0,0,0,0,0
1463,R,17.8,17.85,17.85,399,1021,419,290,229,178
1464,G,13.15,13.05,13.15,82,128,144,197,246,260
1465,R,13.15,13.2,13.25,16,11,28,36,55,69
1466,R,10.6,10.65,10.65,31,41,37,48,51,59
1467,G,11.25,11.25,11.3,281,532,919,947,1807,2370
1468,R,13.0,13.05,13.05,44,52,48,40,42,53
1469,G,0.0,0.0,0.0,0,0,0,0,0,0
1470,G,19.4,19.4,19.4,2,7,5,12,30,40
1471,G,18.4,18.05,18.4,1028,1568,3037,7504,6401,3766
1472,R,51.7,56.6,56.6,377,230,125,94,145,84
1473,G,31.8,31.55,32.2,564,612,764,463,310,318
1474,R,11.6,11.7,11.75,38,61,69,81,134,138
