id,kbar,yOpen,yClose,yHigh,yVolume,ma5,ma20,ma60,ma120,ma240
0015,G,0.0,0.0,0.0,0,0,0,0,0,0
0050,R,125.5,125.9,126.3,3298,5003,8666,9224,9672,11032
0051,G,71.25,70.55,71.25,58,53,82,104,78,57
0052,R,116.8,116.85,117.3,89,182,253,308,306,330
0053,G,67.9,67.5,68.0,9,7,9,10,9,9
0054,G,0.0,0.0,0.0,0,0,0,0,0,0
0055,R,23.32,23.45,23.49,124,118,210,238,220,225
0056,G,35.31,35.12,35.4,12470,15000,28642,51168,36831,34789
0057,G,92.85,92.85,92.85,1,5,8,10,10,9
0058,G,0.0,0.0,0.0,0,0,0,0,0,0
0059,G,0.0,0.0,0.0,0,0,0,0,0,0
0060,G,0.0,0.0,0.0,0,0,0,0,0,0
0061,R,18.0,18.08,18.19,61,358,333,269,206,199
0080,G,0.0,0.0,0.0,0,0,0,0,0,0
0081,G,0.0,0.0,0.0,0,0,0,0,0,0
1101,R,35.1,35.25,35.45,19428,23136,19723,17712,21344,25319
1102,R,39.85,40.3,40.35,4503,4654,4663,6981,5575,6402
1103,R,18.8,19.0,19.15,609,471,516,1164,907,644
1104,R,28.05,28.25,28.3,649,665,1016,2321,2550,1512
1107,G,0.0,0.0,0.0,0,0,0,0,0,0
1108,R,15.0,15.15,15.3,688,1391,1479,1620,2015,1344
1109,R,18.05,18.2,18.25,68,112,294,227,253,207
1110,R,19.1,19.35,19.4,67,120,147,291,324,220
1201,R,18.9,19.0,19.05,150,278,326,495,452,416
1203,G,41.3,41.15,41.3,6,16,14,21,28,27
1210,R,54.5,55.0,55.3,1428,1594,3666,4483,3284,2290
1213,G,6.28,6.15,6.3,137,35,19,21,27,21
1215,R,97.0,97.4,98.2,707,734,805,1085,1334,953
1216,G,71.1,70.7,71.4,8250,8578,6461,7733,7315,7775
1217,R,12.65,12.85,13.1,6693,6229,9684,7543,4375,3058
1218,R,24.2,24.35,24.45,353,801,1193,2192,2599,2718
1219,G,20.05,19.95,20.05,233,241,390,746,977,1083
1220,G,14.4,14.35,14.4,95,206,247,255,439,430
1225,G,52.6,52.6,52.6,2,14,70,192,160,94
1227,R,38.1,38.25,38.3,503,361,530,828,970,741
