id,yVolume,ma5,ma20,ma60
0015,0,0,0,0
0050,12428,13302,10308,12574
0051,30,20,27,36
0052,741,420,295,330
0053,3,7,6,8
0054,0,0,0,0
0055,203,304,182,235
0056,24159,19704,16737,28931
0057,12,6,8,6
0058,0,0,0,0
0059,0,0,0,0
0060,0,0,0,0
0061,153,223,136,214
0080,0,0,0,0
0081,0,0,0,0
1101,11463,15731,29262,28970
1102,4978,4443,11828,7490
1103,117,118,123,190
1104,156,194,327,372
1107,0,0,0,0
1108,91,134,144,182
1109,32,69,111,175
1110,45,72,127,108
1201,78,125,163,264
1203,71,34,25,21
1210,1538,972,895,916
1213,2,10,9,11
1215,311,356,493,399
1216,7405,7670,6376,9252
1217,918,3524,3475,1963
1218,2086,1829,3702,4250
1219,559,405,604,717
1220,160,129,176,145
1225,12,15,12,29
1227,941,512,439,428
1229,650,672,653,759
1231,783,263,161,179
1232,61,73,126,85
1233,1,12,9,10
1234,428,413,338,231
1235,0,3,8,16
1236,311,153,162,149
1240,9,10,21,27
1256,14,15,14,16
1258,76,152,83,248
1259,20,20,8,9
1262,0,0,0,0
1264,17,14,12,10
1268,90,84,161,152
1301,4488,5000,8235,7755
1303,5821,5039,8337,8800
1304,7468,2864,3981,2810
1305,16810,5986,7058,3941
1307,86,67,78,122
1308,5096,1659,1812,1608
1309,1534,793,1448,1360
1310,250,217,327,436
1311,0,0,0,0
1312,2891,3067,3636,4574
1313,901,705,1495,1559
1314,7933,5876,5906,7250
1315,7,11,14,39
1316,500,456,794,850
1319,3911,4168,6436,6501
1321,69,69,86,110
1323,54,66,49,45
1324,33,23,25,19
1325,596,439,2002,874
1326,2813,2714,2278,3163
1333,0,0,0,0
1336,101,259,240,602
1337,413,347,432,873
1338,96,93,110,144
1339,380,163,149,174
1340,130,106,115,124
1341,10,15,18,19
1342,3504,4408,2796,2860
1402,7031,5453,17782,13235
1408,0,0,0,0
1409,1015,1189,2887,2448
1410,138,106,125,547
1413,67,35,47,85
1414,104,199,291,218
1416,55,540,211,153
1417,2525,14359,12147,7484
1418,7,12,17,16
1419,45,39,47,71
1423,14,34,68,203
1432,268,260,267,286
1434,741,793,938,941
1435,0,0,0,0
1436,38,62,30,42
1437,133,154,291,235
1438,35,30,35,39
1439,8,28,29,132
1440,594,587,847,1091
1441,28,36,39,37
1442,743,784,949,1299
1443,1438,532,156,102
1444,17079,9435,3800,2997
1445,3588,853,274,113
1446,47,78,68,79
1447,562,991,735,866
1449,151,164,382,731
1451,519,292,303,394
1452,62,54,65,69
1453,118,194,220,588
1454,80,61,61,81
1455,522,550,494,667
1456,37,47,50,51
1457,95,189,187,264
1459,63,50,54,60
1460,303,279,361,503
1462,0,0,0,0
1463,22,55,73,68
1464,162,112,180,176
1465,58,31,61,66
1466,30,33,80,78
1467,5099,8590,3410,3745
1468,44,44,44,44
1469,0,0,0,0
1470,43,29,27,30
1471,190,147,230,368
1472,13,11,8,8
1473,36,96,136,157
1474,36,55,66,117
1475,55,173,128,165
1476,667,823,856,782
1477,1265,1739,1319,1778
1503,1753,2839,842,502
1504,2451,4611,2694,3556
1506,179,275,271,312
1507,0,0,0,0
1512,244,222,770,357
1513,18575,41432,27733,20318
1514,7667,7373,3303,2894
1515,1423,704,551,630
1516,1386,830,283,198
1517,520,458,755,1356
1519,9095,30842,12387,6561
1520,0,0,0,0
1521,11,14,15,18
1522,2089,1827,3289,3708
1523,0,0,0,0
1524,5390,2964,4953,7153
1525,23,29,22,34
1526,169,150,319,456
1527,127,153,144,161
1528,106,157,372,386
1529,4547,15090,7422,3583
1530,30,24,24,32
1531,131,51,63,74
1532,192,195,211,272
1533,166,137,153,262
1535,96,98,81,67
1536,1862,2511,1800,2186
1537,54,44,46,95
1538,10,4,19,13
1539,537,349,544,1685
1540,65,61,96,136
1541,2,5,13,24
1558,55,41,83,115
1560,16768,4813,3509,6404
1565,127,123,104,204
1566,0,0,0,0
1568,118,150,278,585
1569,146,161,190,299
1570,28,53,43,42
1580,112,121,105,86
1582,83,82,84,132
1583,6,3,4,8
1584,2981,3742,11607,10528
1586,72,91,66,119
1587,27,54,59,77
1589,876,1004,347,319
1590,437,771,488,620
1591,1684,372,163,429
1592,0,0,0,0
1593,86,34,21,44
1595,22,23,17,32
1597,27,40,34,78
1598,181,113,307,293
1599,32,49,52,69
1601,0,0,0,0
1603,247,348,339,341
1604,166,207,267,396
1605,56313,80775,71398,79892
1606,0,0,0,0
1608,395,441,550,1401
1609,3663,10068,5408,5114
1611,470,409,573,799
1612,5238,1551,800,1013
1613,0,0,0,0
1614,13,17,19,48
1615,48,48,32,32
1616,36,58,75,117
1617,32,83,47,30
1618,872,2389,969,1185
1626,51,42,65,83
1701,18471,17425,23761,8550
1702,182,200,193,337
1704,0,0,0,0
1707,395,689,1182,810
1708,4616,1925,1776,3512
1709,235,351,498,732
1710,738,634,1871,1280
1711,475,557,2421,1612
1712,1229,1037,944,1996
1713,146,115,95,64
1714,396,756,1574,1489
1715,0,0,0,0
1716,0,0,0,0
1717,1042,1297,1736,1570
1718,2003,2360,6113,4184
1720,3332,3772,11139,4181
1721,1481,626,845,1449
1722,959,1251,1284,1372
1723,148,140,191,226
1724,0,0,0,0
1725,25,17,22,51
1726,7,21,21,17
1727,532,249,303,575
1729,0,0,0,0
1730,26,18,15,29
1731,214,196,767,390
1732,488,456,1474,798
1733,301,185,397,311
1734,820,1588,8366,4056
1735,2,7,6,7
1736,9018,4874,2438,3032
1737,92,93,98,120
1742,26,30,34,40
1752,9752,21121,28170,9944
1760,7072,6452,16336,15266
1762,530,1011,3747,1587
1773,346,157,151,285
1776,8,9,12,18
1777,95,95,355,211
1781,42,88,358,166
1783,1172,2155,3567,1456
1784,112,196,407,338
1785,691,955,891,1771
1786,276,633,1320,565
1787,0,0,0,0
1788,38,19,14,21
1789,2178,1170,3563,1825
1795,8098,8570,11305,15058
1796,23,24,264,112
1799,3,7,10,12
1802,2686,4385,17470,14458
1805,62,90,31,20
1806,268,191,294,647
1807,0,0,0,0
1808,101,329,471,290
1809,372,339,509,830
1810,4676,4531,15590,11387
1813,6,38,41,81
1815,1829,2379,969,1708
1817,142,138,139,96
1902,0,0,0,0
1903,40,53,52,70
1904,2454,1304,693,731
1905,627,754,589,793
1906,165,227,142,393
1907,1302,1174,1192,2421
1909,6030,13228,6412,3650
2002,20219,20585,51525,35432
2006,760,615,2051,1656
2007,1368,2513,5158,2194
2008,25,42,51,34
2009,2578,1991,2999,6803
2010,395,288,709,554
2012,25,44,230,117
2013,101,130,284,285
2014,8912,11387,38193,20124
2015,237,132,207,255
2017,3934,1101,1226,646
2020,83,146,284,233
2022,346,316,1254,858
2023,2336,2134,8879,4699
2024,33,41,69,44
2025,285,174,386,239
2027,9573,6167,18282,14403
2028,2053,1084,2960,1388
2029,191,289,692,448
2030,1039,986,2899,2228
2031,1503,1499,3655,2181
2032,471,570,2635,1137
2033,303,432,1476,574
2034,845,991,2051,2115
2035,9,14,25,16
2038,863,902,3977,1820
2049,1458,1356,969,1188
2059,368,250,196,351
2061,39,51,69,107
2062,834,335,236,411
2063,124,281,307,152
2064,21,30,46,42
2065,47,86,85,70
2066,65,104,122,267
2067,17,18,21,26
2069,285,452,1144,664
2070,32,47,60,108
2101,465,641,467,579
2102,716,439,429,622
2103,1061,987,809,936
2104,689,1013,1337,1585
2105,2925,2396,2110,2930
2106,253,310,411,484
2107,158,325,146,202
2108,520,1022,1136,999
2109,122,265,132,91
2114,14,22,15,30
2115,10,42,24,34
2201,21235,31956,25849,29464
2204,806,2052,2142,2551
2206,787,1041,2618,3072
2207,256,226,206,232
2208,1158,1558,2967,4136
2211,75,200,2694,2317
2221,72,44,76,121
2227,13,33,38,48
2228,138,193,151,245
2230,3736,3550,1502,1158
2231,361,655,755,871
2233,81,79,109,124
2235,0,4,4,16
2236,1240,999,854,445
2239,20,57,64,109
2241,30,26,24,35
2243,119,391,658,288
2247,127,55,36,57
2250,9,12,16,41
2301,6601,5071,10444,8853
2302,266,288,316,777
2303,91860,63919,53190,67131
2305,521,556,795,5371
2308,4225,6497,4855,6055
2311,0,0,0,0
2312,5543,2675,3331,8200
2313,14089,11953,8454,12841
2314,436,456,524,1114
2315,0,0,0,0
2316,40,68,103,140
2317,21706,31276,30039,39117
2321,9,11,14,19
2323,2056,2815,2124,3366
2324,8879,8124,14590,13517
2325,0,0,0,0
2326,0,0,0,0
2327,6568,5572,3046,3278
2328,1272,3047,2955,4775
2329,1091,1477,1333,2466
2330,34785,29977,27802,39957
2331,1012,754,2064,1937
2332,1213,2235,4808,2401
2336,0,0,0,0
2337,4759,5443,13044,12086
2338,9691,10785,7026,9878
2340,714,973,1000,2745
2341,0,0,0,0
2342,383,499,542,1823
2344,25796,15220,11093,14619
2345,4213,3898,2365,2924
2347,2383,2271,5739,5050
2348,68,44,66,124
2349,488,738,857,1053
2350,0,0,0,0
2351,3224,1184,924,1856
2352,2724,2134,5409,5032
2353,8851,6618,7566,9882
2354,2590,2814,2616,2948
2355,263,399,432,930
2356,6063,4865,12099,10879
2357,2052,1221,2803,2873
2358,3207,1029,1780,2543
2359,4858,5973,3115,2751
2360,1081,1153,812,1194
2361,0,0,0,0
2362,80,100,152,148
2363,1947,1918,2351,2248
2364,688,337,592,2438
2365,88,141,184,228
2367,4942,4590,3835,10200
2368,7301,8652,5249,8968
2369,388,422,429,839
2371,3108,3144,8141,8321
2373,46,55,82,72
2374,533,397,420,647
2375,472,574,314,392
2376,6449,6702,10673,10486
2377,2036,1747,4874,4404
2379,4384,3732,3482,4385
2380,1006,1273,754,1030
2381,0,0,0,0
2382,5277,6143,10693,8603
2383,1140,1849,2697,3386
2384,0,0,0,0
2385,1032,1225,2189,1790
2387,747,344,389,659
2388,6216,7849,11259,21220
2390,2229,778,740,1113
2391,0,0,0,0
2392,752,614,763,1663
2393,532,428,419,949
2395,505,460,553,878
2396,0,0,0,0
2397,102,278,84,42
2399,670,1100,2898,3869
2401,1448,1554,1082,1625
2402,2126,1555,2628,5496
2403,0,0,0,0
2404,400,450,739,683
2405,391,413,799,1841
2406,558,1268,1388,2229
2408,10024,11846,7311,10689
2409,25779,41440,46708,46714
2410,0,0,0,0
2411,0,0,0,0
2412,9053,7064,6902,8715
2413,5349,1640,1381,4480
2414,34,50,99,114
2415,114,70,77,109
2417,249,243,562,785
2418,0,0,0,0
2419,3821,10514,3782,3698
2420,78,67,67,116
2421,3168,1379,1161,2322
2423,149,156,121,147
2424,22,34,90,60
2425,1131,1565,2545,1736
2426,307,405,259,384
2427,320,157,161,250
2428,7241,2099,775,453
2429,14,40,18,22
2430,52,112,119,98
2431,106,347,168,156
2432,0,0,0,0
2433,12,14,13,20
2434,3,33,34,36
2436,1023,845,705,2441
2437,0,0,0,0
2438,45,51,72,48
2439,538,398,507,1160
2440,47,64,64,155
2441,962,870,3778,2276
2442,445,386,410,585
2443,69,61,58,94
2444,3487,2191,5200,2549
2446,0,0,0,0
2447,0,0,0,0
2448,0,0,0,0
2449,2227,2300,4738,4965
2450,48,78,66,64
2451,164,196,289,331
2452,0,0,0,0
2453,72,46,84,71
2454,8836,6477,6008,6830
2455,11512,7278,3486,3398
2456,0,0,0,0
2457,1395,2080,6634,6538
2458,1915,3318,1730,2229
2459,83,50,43,53
2460,137,684,291,733
2461,237,130,145,211
2462,173,167,570,433
2463,0,0,0,0
2464,205,143,249,350
2465,2077,6530,7201,6710
2466,86,73,60,69
2467,28,57,46,109
2468,2654,1158,1532,7346
2469,0,0,0,0
2471,142,191,172,142
2472,430,562,261,278
2473,0,0,0,0
2474,2549,1530,3341,3886
2475,0,0,0,0
2476,361,422,488,1252
2477,210,78,54,122
2478,26,62,65,133
2479,0,0,0,0
2480,298,241,193,160
2481,3484,2346,2547,3649
2482,11816,7196,3627,3428
2483,164,170,176,354
2484,559,620,1318,2116
2485,589,746,1284,923
2486,1998,2289,3537,4457
2488,71,59,71,170
2489,451,797,1119,2503
2491,265,148,138,125
2492,1663,1719,1411,1872
2493,371,173,104,107
2494,0,0,0,0
2495,2467,2222,5240,4788
2496,17,8,18,18
2497,1235,1343,1641,4602
2498,13894,25722,18159,24346
2499,0,0,0,0
2501,788,908,778,796
