id,yVolume,ma5,ma20,ma60
2504,837,928,1150,1659
2505,131,111,125,136
2506,109,293,275,278
2509,17,32,29,36
2511,1516,861,578,646
2514,53,135,156,178
2515,2025,1366,1686,2427
2516,60,55,97,137
2520,391,526,704,829
2524,13,52,30,27
2526,0,0,0,0
2527,28,46,76,121
2528,32,375,140,363
2530,471,541,483,1400
2534,787,808,1671,1144
2535,174,187,243,304
2536,77,60,84,131
2537,500,383,470,639
2538,1234,854,565,590
2539,192,173,229,333
2540,28,38,249,284
2542,1618,1775,9704,6233
2543,100,107,151,92
2545,149,135,144,220
2546,104,129,99,76
2547,254,313,354,614
2548,284,284,276,338
2596,14,47,41,42
2597,42,88,167,127
2601,1291,1143,2184,1941
2603,12602,20760,30007,32255
2605,1482,2170,4838,3668
2606,2898,4713,11794,8682
2607,1550,1643,3694,3652
2608,366,961,552,353
2609,22290,24608,54500,44574
2610,19383,24813,41001,48950
2611,494,492,1459,1126
2612,746,1018,3401,1434
2613,212,297,1020,758
2614,2317,6592,6367,6300
2615,14599,16419,30614,20524
2616,409,190,126,203
2617,773,1281,1908,1320
2618,14668,15257,33790,44442
2628,0,0,0,0
2630,11,23,37,57
2633,3363,3136,3821,3446
2634,4210,6234,9983,11964
2636,629,1326,2117,1808
2637,3470,5999,14768,9919
2640,90,44,56,43
2641,1184,1797,6457,3940
2642,498,1772,1188,541
2643,15,38,43,61
2701,172,116,90,147
2702,334,313,514,621
2704,249,227,169,147
2705,95,111,278,237
2706,92,162,165,183
2707,896,1398,1732,1409
2712,2,8,15,12
2718,0,6,3,3
2719,20,24,44,30
2722,15,63,105,107
2723,1189,2519,2290,1758
2724,0,1,0,1
2726,23,38,150,86
2727,1312,854,896,947
2729,87,87,98,81
2731,1307,1410,5416,2587
2732,805,685,799,817
2734,159,135,293,197
2736,622,707,1547,1162
2739,39,52,104,80
2740,0,1,2,2
2743,765,764,2836,1834
2745,67,55,158,122
2748,3850,7044,3732,1657
2752,24,41,34,27
2753,1585,1197,1136,1106
2754,580,518,646,943
2755,15,15,13,13
2756,61,54,49,43
2801,8455,5270,4464,6312
2809,1421,1396,5708,3440
2812,8158,4251,4217,3774
2816,33,23,31,55
2820,267,303,356,578
2823,0,0,0,0
2827,0,0,0,0
2832,122,114,100,119
2833,0,0,0,0
2834,42458,22882,16582,36122
2836,671,476,294,373
2837,0,0,0,0
2838,372,500,648,1216
2841,0,0,0,0
2845,4981,4086,3402,4493
2847,0,0,0,0
2849,58,54,62,59
2850,329,165,228,333
2851,2682,3369,4831,2273
2852,218,288,248,219
2854,0,0,0,0
2855,1442,532,497,718
2856,0,0,0,0
2867,4324,6708,11524,16516
2880,10071,9729,8140,9588
2881,12480,12905,11827,13988
2882,21435,31471,28634,28745
2883,22611,19302,18995,30390
2884,18326,21096,15985,23814
2885,13608,13260,22796,20282
2886,13015,15109,13305,17524
2887,12675,13712,12049,15526
2888,23244,22660,21295,25903
2889,4775,4098,6805,7951
2890,17882,13095,33938,29278
2891,25244,29854,36424,37373
2892,15588,14214,11945,14503
2897,2139,1317,1205,1640
2901,9,7,22,23
2903,518,1297,2125,1116
2904,33,25,17,32
2905,106,148,210,407
2906,360,527,1417,1880
2908,217,116,89,98
2910,15,15,21,23
2911,140,176,965,389
2912,1464,975,908,1214
2913,497,520,914,2044
2915,1790,2461,7057,6390
2916,3446,905,247,99
2921,0,0,0,0
2923,23,15,19,12
2924,19,16,11,5
2926,8,17,25,26
2928,0,0,0,0
2929,4865,4479,8781,3809
2936,0,0,0,0
2937,4,5,10,12
2939,48,88,194,243
2945,1,11,9,19
2947,11,7,4,6
3002,111,80,84,189
3003,232,235,236,485
3004,527,1334,474,285
3005,395,609,816,1055
3006,7790,5447,2864,5450
3008,559,564,458,654
3009,0,0,0,0
3010,171,156,145,159
3011,591,449,956,637
3013,2902,3061,9134,3337
3014,1008,748,700,706
3015,47,67,70,72
3016,522,520,532,1019
3017,2117,2756,3679,6101
3018,0,0,0,20
3019,634,629,486,1038
3020,0,0,0,0
3021,128,58,108,173
3022,1316,1779,2201,2769
3023,297,380,344,550
3024,217,369,457,1049
3025,981,505,554,1889
3026,181,138,148,152
3027,11078,16171,14081,11220
3028,373,242,204,256
3029,229,251,159,194
3030,322,443,309,424
3031,68,79,92,123
3032,14,38,47,65
3033,682,545,569,856
3034,9913,9533,8116,6493
3035,11603,11087,11156,19213
3036,1252,552,1874,1673
3037,16632,24492,26367,38081
3038,403,446,869,1097
3040,11,18,13,14
3041,708,498,614,746
3042,2513,1105,994,1106
3043,26,29,96,388
3044,1595,1204,1789,1461
3045,2575,2154,2130,3096
3046,667,1312,1568,8455
3047,3040,4710,3734,7735
3048,238,226,286,388
3049,697,816,1094,1418
3050,324,496,1518,1592
3051,289,308,524,892
3052,97,70,112,121
3053,0,0,0,0
3054,4,12,29,18
3055,111,113,65,67
3056,465,684,492,850
3057,31,36,120,115
3058,67,133,155,168
3059,852,929,1202,3227
3060,147,116,142,179
3061,0,0,0,0
3062,2396,1855,2141,5001
3063,0,0,0,0
3064,81,44,15,6
3066,68,109,138,150
3067,1,2,2,2
3068,0,0,0,0
3069,0,0,0,0
3071,105,68,90,177
3073,11,33,12,14
3078,272,189,314,329
3079,0,0,0,0
3080,0,0,0,0
3081,2530,1530,1673,3926
3083,1886,2321,1889,936
3085,7,9,9,14
3086,10,47,71,125
3087,0,0,0,0
3088,235,221,248,221
3089,20,68,189,155
3090,220,345,505,378
3092,119,202,216,592
3093,1563,425,324,182
3094,431,624,234,203
3095,7,12,12,27
3099,0,0,0,0
3105,19041,9259,4373,5071
3114,49,46,82,123
3115,11,14,7,10
3118,35,14,26,18
3122,101,136,173,505
3126,0,0,0,0
3128,10821,3957,3681,9807
3130,8,9,10,10
3131,151,95,61,168
3138,347,342,855,631
3141,15123,8006,2913,3903
3142,0,0,0,0
3144,0,0,0,0
3147,65,50,134,202
3149,271,351,463,1315
3152,62,59,56,90
3162,2609,3217,5529,3109
3163,7232,1942,1268,2562
3164,74,74,642,297
3167,21,21,39,72
3169,668,575,431,917
3171,9,36,18,14
3176,93,128,232,310
3178,696,196,104,205
3188,200,153,187,190
3189,4694,6747,9311,16292
3191,38,174,113,67
3202,80,139,162,240
3205,102,195,419,1235
3206,178,161,137,137
3207,1320,788,1386,5502
3209,835,833,499,622
3211,100,98,94,132
3213,9,31,23,31
3217,213,366,228,519
3218,553,1035,676,715
3219,41,170,59,56
3221,294,324,424,622
3224,127,95,233,336
3226,0,0,1,1
3227,130,289,357,422
3228,4332,3043,1607,1912
3229,2,13,23,36
3230,229,92,115,387
3231,12902,8885,16310,11851
3232,126,177,209,402
3234,2800,712,392,792
3236,254,245,1895,1288
3252,532,518,843,505
3257,61,36,36,44
3259,131,74,39,28
3260,2080,1978,1153,1700
3264,1223,1819,1770,3930
3265,2252,1604,1202,1456
3266,79,43,47,54
3268,33,32,62,90
3271,0,0,0,0
3272,1496,4543,1838,3794
3276,28,53,58,77
3284,168,586,179,119
3285,93,43,31,26
3287,87,48,382,265
3288,18,9,10,11
3289,3274,2430,3361,7922
3290,196,721,632,693
3291,0,0,0,0
3293,3547,3643,2680,1591
3294,61,87,209,164
3296,241,248,282,784
3297,701,325,343,1024
3298,0,0,0,0
3299,0,0,0,0
3303,72,62,100,145
3305,254,211,293,535
3306,107,90,86,303
3308,87,47,48,57
3310,107,75,72,75
3311,13,11,19,25
3312,285,186,150,231
3313,24,16,38,51
3315,0,0,0,0
3317,356,244,261,541
3321,87,81,233,155
3322,1635,471,352,764
3323,58,91,93,247
3324,544,600,1227,1584
3325,18,67,56,137
3332,163,36,34,25
3338,165,107,101,158
3339,112,240,178,160
3346,666,578,1391,1341
3349,5,5,6,8
3354,26,22,94,137
3356,3398,2044,2699,8515
3357,57,45,32,48
3360,12,155,96,69
3362,1008,968,2402,2940
3363,170,118,123,338
3367,0,0,0,0
3369,0,0,0,0
3372,258,205,210,392
3373,124,179,851,371
3374,2673,1766,1186,2211
3376,173,250,224,288
3379,166,48,46,33
3380,1320,3197,1437,2195
3383,0,0,0,0
3388,10,18,27,36
3389,0,0,0,0
3390,69,123,148,289
3402,85,143,131,289
3406,2937,3201,2293,3513
3413,265,322,365,587
3416,54,58,47,107
3419,732,683,2970,3352
3426,1,1,1,1
3428,0,0,0,0
3430,122,100,131,213
3431,0,0,0,0
3432,339,540,371,1286
3434,497,167,123,769
3437,255,113,123,129
3438,204,224,282,334
3441,203,331,566,1800
3443,6588,7981,7188,8878
3444,428,731,1053,1421
3447,453,847,1207,402
3450,245,139,128,204
3452,0,0,0,0
3454,19068,10294,10197,14250
3455,373,306,351,478
3465,12,9,7,15
3466,681,1144,2372,1189
3474,0,0,0,0
3479,7718,8305,7297,2669
3481,33017,49645,41606,56324
3483,93,97,142,413
3484,33,45,62,145
3489,17,13,15,15
3490,115,71,132,199
3491,505,602,1006,2212
3492,24,24,136,140
3494,1421,803,1816,1558
3498,463,594,366,254
3499,148,419,671,1424
3501,176,97,178,203
3504,821,1732,1194,2832
3508,511,1252,1393,1291
3511,81,228,247,744
3512,19,23,24,22
3514,0,0,0,0
3515,2876,3792,5172,4113
3516,9,5,78,81
3518,194,145,168,203
3519,0,0,0,0
3520,1013,787,669,1669
3521,633,461,726,676
3522,22,30,25,25
3523,44,67,26,52
3526,81,102,88,204
3527,207,171,148,203
3528,7,8,14,19
3529,743,637,779,1152
3530,186,553,179,137
3531,20,25,25,106
3532,1346,1173,1112,2345
3533,752,866,609,727
3534,0,0,0,0
3535,916,1024,984,2642
3536,23,43,47,43
3537,139,82,44,55
3540,126,65,271,190
3541,26,26,45,61
3543,122,43,27,23
3545,2620,5398,3532,5940
3546,138,273,278,184
3548,103,203,163,164
3550,10,33,44,62
3551,21,23,25,53
3552,1027,1383,1212,1957
3553,0,0,0,0
3555,2,4,12,11
3556,74,77,60,95
3557,344,87,43,126
3558,2912,2169,3146,5267
3559,0,0,0,0
3561,0,0,0,0
3562,0,0,0,0
3563,68,140,77,95
3564,99,183,103,111
3567,24,62,57,46
3570,23,13,8,8
3573,0,0,0,0
3576,4861,4588,6067,7571
3577,470,220,403,176
3579,0,0,0,0
3580,319,485,460,796
3581,62,22,24,27
3582,0,0,0,0
3583,833,323,247,475
3584,0,0,0,0
3587,1164,1095,1666,1934
3588,350,304,307,1570
3591,638,407,246,319
3592,1015,2250,1213,1394
3593,42,20,15,17
3594,1384,1965,2249,1378
3596,691,674,662,1655
3597,100,67,35,59
3598,0,0,0,0
3599,0,0,0,0
3605,217,135,139,293
3607,59,73,101,136
3609,17,31,48,32
3611,37,35,25,31
3614,0,0,0,0
3615,13,62,50,56
3617,672,449,356,672
3622,128,228,112,112
3623,15,16,39,145
3624,2150,1473,834,1291
3625,145,401,248,546
3628,45,106,183,126
3629,1,1,1,3
3630,132,465,271,699
3631,25,28,41,88
3632,15,11,14,12
3638,0,0,0,0
3642,0,0,0,17
3645,194,168,192,364
3646,3,7,21,31
3652,11,24,111,80
3653,1115,1028,1150,1375
3658,0,0,0,0
3661,3226,5060,4587,6447
3662,0,0,0,0
3663,66,40,34,55
3664,172,73,124,121
3665,1495,1439,1837,2461
3666,70,82,400,238
3669,285,418,823,414
3672,4,3,21,26
3673,473,552,482,725
3675,1509,827,826,1748
3679,52,72,154,102
3680,3759,2047,1354,1607
3682,1235,1614,1867,1655
3684,22,37,24,49
3685,1969,597,218,221
3686,597,1186,1307,746
3687,698,1198,1381,858
3689,135,104,157,217
3691,122,133,300,352
3693,2435,3688,2788,1724
3694,51,140,107,399
3697,0,0,0,0
3698,0,0,0,0
3701,200,219,271,683
3702,2844,2457,6014,4515
3703,1021,1050,1108,1557
3704,19731,18468,8393,5006
3705,1285,2056,7133,2562
3706,3868,1511,2593,2188
3707,2251,2620,2648,4491
3708,5118,4366,2149,2082
3709,5,15,13,31
3710,702,951,1499,2182
3711,13759,12706,13503,13028
3712,529,2828,1361,554
3713,165,409,387,259
3714,12049,5995,3566,3280
3715,767,1241,746,775
4102,2719,2923,10346,5663
4103,0,0,0,0
4104,674,290,419,273
4105,1141,1576,2519,2957
4106,961,1142,4287,1982
4107,79,93,201,175
4108,78,142,244,206
4109,50,47,154,112
4111,187,335,1989,791
4113,658,997,388,476
4114,15444,23495,42985,22260
4116,298,315,1916,1474
4119,180,201,523,618
4120,62,41,154,95
4121,748,1522,5343,2212
4123,652,676,1913,1356
4126,128,122,596,271
4127,200,268,608,291
4128,3052,2965,6515,8452
4129,607,860,3141,1367
4130,3511,4653,14842,5437
4131,3,13,6,6
4133,472,842,2544,1340
4137,228,284,1029,685
4138,43,49,156,81
4139,31,28,60,62
4141,0,0,0,0
4142,438,593,1490,1458
4144,0,0,0,0
4147,718,669,1361,1039
4148,70,105,149,319
4152,0,0,0,0
4153,237,564,1133,502
4154,3,15,50,39
4155,1400,1703,3294,1735
4157,1040,1316,5402,2793
4160,9,26,65,122
4161,299,177,676,490
4162,3881,7441,9201,11979
4163,341,606,1107,467
4164,537,203,322,491
4167,8625,14478,39953,14044
4168,625,611,3510,3635
4171,2457,3664,3498,1517
4173,170,297,1731,679
4174,336,309,701,551
4175,767,221,412,170
4180,0,0,0,0
4183,13,5,27,13
4188,26,30,87,64
4190,91,152,401,386
4192,36,22,35,51
4198,6,8,11,16
4205,10,11,9,12
4207,114,88,109,260
4303,60,40,59,74
4304,9,66,111,96
4305,9,4,3,6
4306,295,262,401,573
4401,13,22,21,31
4402,96,321,328,459
4406,6,16,28,40
4408,0,0,0,0
4413,10,20,25,119
4414,0,0,0,0
4415,0,0,0,0
4416,0,2,3,4
4417,198,99,188,120
4419,0,3,1,1
4420,8,7,6,8
4426,172,211,597,439
4429,0,0,0,0
4430,7,14,10,10
4432,335,254,527,777
4433,33,30,30,49
4438,318,155,128,304
4439,6,5,12,22
4440,86,45,39,30
4502,9,8,7,11
4503,209,253,776,439
4506,24,28,34,68
4510,82,51,60,50
4513,242,283,339,294
4523,135,99,202,202
4526,52,49,72,81
4527,259,60,66,61
4528,32,18,15,29
4529,32,38,37,54
4530,10,35,29,25
4532,189,190,272,386
4533,61,83,92,209
4534,24,57,83,173
4535,6,8,4,6
4536,778,777,740,1017
4538,2,21,18,10
4540,43,46,55,67
4541,439,777,724,1154
4542,5,14,5,19
4543,93,128,186,491
4545,55,93,74,41
4549,26,22,20,54
4550,11,13,18,35
4551,304,245,332,572
4552,411,113,67,64
4554,13,14,20,34
4555,4,10,8,24
4556,0,0,1,3
4557,129,86,68,110
4558,6,9,13,15
4560,22,37,34,45
4561,18,18,18,22
4562,25,39,52,133
4563,370,452,275,135
4564,119,167,347,249
4566,1656,723,647,974
4568,5,3,4,7
4571,8,15,12,15
4572,109,327,343,347
4576,38,50,43,78
4577,36,19,41,65
4580,19,50,36,36
4581,3,15,10,9
4583,102,31,14,20
4584,16,23,23,47
4609,0,1,3,5
4702,46,61,122,243
4703,0,0,0,0
4706,10,5,13,10
4707,209,265,235,312
4711,7,17,32,44
4712,10,22,13,11
4714,97,74,93,105
4716,132,192,193,156
4720,75,102,139,391
4721,392,335,673,1000
4722,67,43,61,61
4725,0,0,0,0
4726,654,450,981,1226
4728,139,60,85,87
4729,11,31,70,133
4733,0,0,0,0
4735,36,75,248,109
4736,676,645,1287,984
4737,30,25,23,26
4739,531,411,840,1662
4741,18,16,8,18
4743,6613,5498,8512,10818
4744,100,161,204,136
4745,6,10,40,30
4746,2486,3902,12338,5126
4747,675,624,2521,851
4754,8,12,8,13
4755,1235,726,554,1148
4760,15,19,20,29
4762,0,0,0,0
4763,22303,13196,5922,3681
