id,yVolume,ma5,ma20,ma60
3710,1160,1052,1219,1978
3711,14739,15021,10510,12938
3712,3543,1003,1396,648
3713,114,120,238,260
3714,5398,3409,3585,3481
3715,687,537,688,747
4102,1771,1941,5071,5452
4103,0,0,0,0
4104,263,486,413,297
4105,976,1321,1758,2968
4106,1692,1071,2276,2117
4107,432,168,119,178
4108,221,149,156,207
4109,72,67,76,113
4111,346,342,865,829
4113,1417,1903,1167,758
4114,10698,12623,27072,23612
4116,445,247,463,1458
4119,281,431,339,632
4120,40,56,65,95
4121,813,726,2926,2317
4123,597,690,1449,1349
4126,213,138,264,278
4127,407,208,407,313
4128,6073,5810,6120,8330
4129,696,555,1468,1449
4130,1310,1578,6132,5652
4131,5,5,6,6
4133,406,348,1587,1334
4137,738,615,567,740
4138,57,61,150,87
4139,19,16,28,55
4141,0,0,0,0
4142,3161,4197,1683,1706
4144,0,0,0,0
4147,478,467,779,1044
4148,681,235,161,313
4152,0,0,0,0
4153,482,1233,1219,621
4154,19,30,58,38
4155,6409,3417,2374,2066
4157,1163,1067,1576,2755
4160,82,51,53,126
4161,112,98,193,498
4162,3620,5937,8051,11831
4163,906,731,1077,567
4164,7414,2628,857,701
4167,3213,4944,20263,14722
4168,1048,794,925,3513
4171,955,918,3631,1606
4173,197,174,820,699
4174,413,455,734,540
4175,119,225,247,194
4180,0,0,0,0
4183,14,6,7,13
4188,44,34,38,67
4190,109,191,341,406
4192,23,31,31,50
4198,14,7,8,17
4205,12,21,12,12
4207,392,198,135,256
4303,48,40,50,71
4304,53,60,71,92
4305,0,5,3,6
4306,551,403,374,510
4401,15,17,19,30
4402,182,160,268,432
4406,46,22,26,39
4408,0,0,0,0
4413,38,18,16,113
4414,0,0,0,0
4415,0,0,0,0
4416,8,4,3,4
4417,126,80,142,137
4419,0,2,2,2
4420,17,11,6,8
4426,568,402,453,482
4429,0,0,0,0
4430,7,5,8,10
4432,114,585,374,780
4433,30,27,25,46
4438,408,182,135,243
4439,10,11,8,23
4440,31,43,35,34
4502,8,11,8,12
4503,297,368,839,454
4506,45,55,40,61
4510,168,83,51,55
4513,220,213,335,266
4523,445,150,152,220
4526,79,100,79,88
4527,13,13,26,63
4528,69,38,20,31
4529,111,61,42,53
4530,2,9,27,24
4532,331,340,247,338
4533,36,75,78,175
4534,85,108,78,174
4535,16,5,4,5
4536,829,839,663,1029
4538,2,27,24,12
4540,154,213,87,81
4541,371,307,573,1141
4542,3,3,5,15
4543,349,152,136,470
4545,40,52,62,45
4549,39,34,26,55
4550,37,36,26,41
4551,222,324,289,485
4552,97,77,74,71
4554,85,71,29,38
4555,28,12,10,21
4556,0,2,1,3
4557,41,39,53,103
4558,15,21,14,16
4560,28,29,37,44
4561,16,20,20,22
4562,18,52,42,128
4563,120,285,356,166
4564,562,308,200,256
4566,367,351,442,950
4568,43,12,6,6
4571,7,10,13,15
4572,681,249,284,338
4576,82,116,54,83
4577,51,23,31,63
4580,34,34,35,35
4581,2,4,9,9
4583,87,39,24,20
4584,79,52,31,46
4609,6,12,6,6
4702,90,75,64,227
4703,0,0,0,0
4706,2,5,5,10
4707,230,228,222,295
4711,167,101,45,54
4712,4,7,19,13
4714,101,99,90,101
4716,166,95,204,153
4720,230,192,144,371
4721,695,639,448,950
4722,91,52,56,62
4725,0,0,0,0
4726,309,423,591,1197
4728,30,31,61,88
4729,98,83,48,138
4733,0,0,0,0
4735,52,40,136,110
4736,963,525,1013,1000
4737,64,55,30,29
4739,689,701,525,1553
4741,18,6,9,17
4743,12398,9521,8765,10824
4744,2113,642,311,184
4745,95,30,24,32
