id,kbar,yOpen,yClose,yHigh,yVolume,ma5,ma20,ma60,ma120,ma240
0015,G,0.0,0.0,0.0,0,0,0,0,0,0
0050,R,130.4,130.8,131.4,7348,6805,12730,10047,9342,9973
0051,R,70.5,70.8,70.85,45,59,82,70,88,66
0052,R,122.15,122.65,123.05,352,253,445,347,321,324
0053,R,68.9,69.0,69.0,6,12,12,9,10,9
0054,G,0.0,0.0,0.0,0,0,0,0,0,0
0055,R,23.7,23.86,23.89,213,172,229,170,200,203
0056,R,35.19,35.31,35.38,29002,18859,20494,32059,40431,31157
0057,G,96.0,96.0,96.15,16,7,5,6,8,9
0058,G,0.0,0.0,0.0,0,0,0,0,0,0
0059,G,0.0,0.0,0.0,0,0,0,0,0,0
0060,G,0.0,0.0,0.0,0,0,0,0,0,0
0061,G,16.5,16.4,16.5,420,293,193,138,205,179
0080,G,0.0,0.0,0.0,0,0,0,0,0,0
0081,G,0.0,0.0,0.0,0,0,0,0,0,0
1101,G,34.95,34.6,35.05,11794,40370,28046,25652,22275,23341
1102,R,41.6,41.7,41.95,3505,6085,5427,4848,5911,5772
1103,R,19.05,19.2,19.25,130,341,268,288,717,666
1104,G,29.0,28.9,29.0,550,679,881,940,1364,1655
1107,G,0.0,0.0,0.0,0,0,0,0,0,0
1108,G,15.2,15.15,15.25,274,255,437,448,999,1427
1109,G,18.2,18.2,18.2,85,92,156,115,169,186
1110,R,18.95,19.0,19.0,65,75,88,87,178,211
1201,R,19.55,19.65,19.75,447,331,322,277,382,399
1203,R,50.6,50.7,50.7,20,22,44,28,24,28
1210,R,56.6,57.4,57.6,2807,2116,1783,1501,3024,2493
1213,R,6.6,6.65,6.85,6,8,19,17,20,21
1215,G,95.6,95.0,95.6,468,453,340,552,795,1015
1216,G,74.1,73.3,74.5,6932,18154,14809,9796,8719,7785
1217,G,11.9,11.8,11.9,509,723,2352,2858,5202,3544
1218,G,21.8,21.7,21.9,437,990,881,952,1497,2305
1219,G,19.5,19.45,19.5,141,239,317,344,551,965
1220,G,14.15,14.1,14.25,171,136,117,106,174,407
1225,G,53.9,53.4,54.4,21,9,19,22,107,91
1227,G,39.7,39.6,39.75,331,464,502,452,608,731
1229,G,68.6,68.6,69.5,1275,1109,1173,910,1224,1198
1231,R,89.0,89.1,89.5,70,104,116,150,220,237
1232,R,144.0,144.5,145.5,82,48,37,39,44,55
1233,G,35.0,34.9,35.0,7,9,9,10,23,23
1234,R,39.35,39.5,39.6,65,115,148,132,277,307
1235,R,87.5,87.9,87.9,7,2,8,5,11,13
1236,R,23.75,23.85,23.9,21,25,24,39,51,124
1240,R,47.1,47.15,47.3,9,25,49,28,29,43
1256,G,250.0,249.0,250.0,7,6,8,8,12,20
1258,G,0.0,0.0,0.0,0,0,0,0,0,51
1259,G,76.0,76.0,76.3,24,13,16,10,11,15
1262,G,0.0,0.0,0.0,0,0,0,0,0,0
1264,R,291.5,292.0,292.0,12,8,15,13,16,17
1268,R,150.5,152.0,152.5,113,89,110,138,188,292
1301,G,80.9,80.4,81.0,3094,5007,5619,5750,7183,6860
