id,yVolume,ma5,ma20,ma60
0015,0,0,0,0
0050,15850,13630,10758,12728
0051,29,22,27,36
0052,162,392,300,331
0053,36,11,7,8
0054,0,0,0,0
0055,216,332,184,236
0056,13044,20094,16690,26656
0057,15,8,9,6
0058,0,0,0,0
0059,0,0,0,0
0060,0,0,0,0
0061,255,242,146,216
0080,0,0,0,0
0081,0,0,0,0
1101,15387,16710,28984,28613
1102,2192,4115,11586,7331
1103,267,161,131,190
1104,2759,700,427,412
1107,0,0,0,0
1108,716,264,170,193
1109,50,67,91,175
1110,33,68,127,106
1201,115,115,157,260
1203,14,34,24,21
1210,1345,1044,936,928
1213,2,7,8,11
1215,749,454,517,405
1216,6373,7576,6211,9250
1217,699,1766,3472,1965
1218,1165,1686,3593,4250
1219,1139,565,602,732
1220,528,207,200,153
1225,25,19,12,29
1227,836,625,465,433
1229,3471,1226,796,801
1231,499,345,177,185
1232,196,94,133,87
1233,15,14,10,10
1234,464,404,349,238
1235,0,2,8,14
1236,153,163,157,151
1240,5,8,19,27
1256,8,16,15,16
1258,130,77,83,239
1259,13,22,9,9
1262,0,0,0,0
1264,9,10,12,11
1268,260,114,156,156
1301,6921,5740,8115,7697
1303,5435,5625,8173,8715
1304,4255,3512,3964,2826
1305,7336,6963,6841,4048
1307,31,65,71,121
1308,2778,2040,1701,1641
1309,550,794,1408,1364
1310,1181,413,362,451
1311,0,0,0,0
1312,1925,2783,3488,4577
1313,503,663,1469,1547
1314,4180,5769,5718,7240
1315,28,14,15,39
1316,645,443,700,842
1319,2598,3948,6433,6493
1321,84,63,88,109
1323,16,60,48,45
1324,24,25,26,19
1325,581,459,1984,880
1326,2910,2885,2244,3148
1333,0,0,0,0
1336,832,313,262,614
1337,383,388,430,868
1338,136,88,110,144
1339,70,149,146,174
1340,117,114,111,122
1341,14,16,18,19
1342,1808,4044,2819,2797
1402,8453,6371,17427,13278
1408,0,0,0,0
1409,1846,1315,2848,2451
1410,39,108,113,530
1413,10,32,46,85
1414,275,201,284,221
1416,52,226,212,152
1417,2285,9944,11420,7520
1418,15,14,17,17
1419,29,43,44,71
1423,66,38,67,204
1432,180,214,260,284
1434,730,857,955,941
1435,0,0,0,0
1436,20,49,30,41
1437,60,116,291,236
1438,27,34,34,39
1439,76,36,30,133
1440,404,552,832,1079
1441,41,35,40,37
1442,4390,1591,1126,1349
1443,488,626,178,110
1444,2807,6704,3884,3010
1445,245,880,286,116
1446,24,59,66,78
1447,553,859,723,866
1449,157,178,369,562
1451,254,290,302,394
1452,57,52,65,69
1453,110,146,210,581
1454,66,57,62,81
1455,262,528,480,663
1456,7,46,39,50
1457,130,146,184,252
1459,24,43,54,60
1460,272,285,323,502
1462,0,0,0,0
1463,1488,332,144,92
1464,56,113,174,175
1465,71,43,63,66
1466,18,28,80,77
1467,3988,8197,3369,3718
1468,50,46,44,44
1469,0,0,0,0
1470,22,24,28,30
1471,96,147,221,364
1472,27,14,9,8
1473,153,89,136,158
1474,56,54,63,117
1475,321,234,137,169
1476,522,849,837,770
1477,965,1524,1296,1772
1503,1263,2879,897,520
1504,1970,4317,2738,3554
1506,226,296,264,313
1507,0,0,0,0
1512,202,236,750,354
1513,20448,26898,27728,20579
1514,3799,4909,3414,2944
1515,1043,841,563,641
1516,515,916,304,205
1517,310,383,588,1333
