id,kbar,yOpen,yClose,yHigh,yVolume,ma5,ma20,ma60,ma120,ma240
0015,G,0.0,0.0,0.0,0,0,0,0,0,0
0050,G,129.25,128.7,129.6,26195,11138,9884,8232,9245,10107
0051,G,70.65,70.0,70.65,140,83,74,70,88,64
0052,G,121.7,121.25,122.3,355,227,279,274,302,321
0053,R,69.3,69.5,69.5,11,10,8,8,9,9
0054,G,0.0,0.0,0.0,0,0,0,0,0,0
0055,G,23.62,23.56,23.72,293,125,111,143,200,209
0056,G,34.69,34.54,34.73,15072,16852,42328,32053,42338,31433
0057,G,94.55,94.3,94.55,2,1,6,7,8,9
0058,G,0.0,0.0,0.0,0,0,0,0,0,0
0059,G,0.0,0.0,0.0,0,0,0,0,0,0
0060,G,0.0,0.0,0.0,0,0,0,0,0,0
0061,G,17.3,17.3,17.35,66,51,123,167,198,180
0080,G,0.0,0.0,0.0,0,0,0,0,0,0
0081,G,0.0,0.0,0.0,0,0,0,0,0,0
1101,G,33.0,32.8,33.0,14964,17686,27205,23659,21225,23895
1102,R,40.4,40.55,40.55,3572,3083,5008,4425,5711,5763
1103,G,18.35,18.35,18.45,268,167,190,329,789,661
1104,G,27.0,26.9,27.15,731,746,659,950,1741,1630
1107,G,0.0,0.0,0.0,0,0,0,0,0,0
1108,G,14.6,14.6,14.6,883,688,527,697,1124,1417
1109,G,17.9,17.65,17.9,226,119,82,109,172,188
1110,G,18.5,18.4,18.7,117,64,90,93,244,212
1201,G,19.05,18.9,19.05,693,341,259,275,409,397
1203,G,43.3,43.3,43.5,30,25,23,18,21,26
1210,G,54.0,53.0,54.0,1545,1195,1115,1571,3013,2424
1213,R,7.06,7.07,7.15,5,7,8,21,21,21
1215,G,92.5,92.2,92.9,231,260,323,626,878,1013
1216,G,70.0,69.8,70.5,4880,5105,8023,6779,7330,7676
1217,G,11.7,11.7,11.85,2651,1903,2666,3697,5063,3515
1218,G,20.65,20.3,20.65,535,469,834,970,1785,2640
1219,R,19.05,19.2,19.35,339,197,461,369,592,993
1220,G,13.6,13.2,13.6,149,90,95,138,189,409
1225,R,53.0,53.5,53.5,9,6,9,30,113,92
1227,G,37.95,37.65,37.95,636,324,473,442,748,720
1229,R,62.1,62.3,62.3,466,469,686,785,1172,1163
1231,G,87.5,87.1,87.5,94,88,122,181,226,243
1232,G,141.5,141.0,141.5,31,32,40,38,45,57
1233,G,34.75,34.6,34.75,13,8,9,10,29,24
1234,G,38.85,38.65,38.85,119,95,104,143,306,314
1235,R,78.1,81.0,81.0,8,5,5,5,13,13
1236,G,24.85,24.2,24.85,100,45,37,55,71,130
1240,G,45.95,45.7,46.4,42,27,19,23,26,42
1256,G,230.0,228.5,230.0,11,8,11,10,13,21
1258,G,0.0,0.0,0.0,0,0,0,0,1,61
1259,G,75.2,74.8,75.2,5,8,9,8,11,14
1262,G,0.0,0.0,0.0,0,0,0,0,0,0
1264,G,289.0,289.0,289.0,11,7,10,11,15,17
1268,G,146.0,145.5,147.5,129,123,149,148,250,300
1301,G,77.7,77.5,77.8,5954,4239,5730,6059,7538,6940
1303,G,64.9,64.8,65.3,3857,3857,6688,5173,5406,5822
1304,G,19.1,18.8,19.1,1272,944,1488,1286,1589,2107
1305,G,22.45,22.0,22.5,1318,1408,2065,2305,2361,2903
1307,R,25.9,25.95,26.95,1401,1039,491,1054,1058,659
1308,G,23.7,23.3,23.7,597,486,483,694,952,1367
1309,G,16.6,16.2,16.6,764,325,517,437,550,852
1310,G,15.75,15.65,15.75,855,938,757,797,1362,1824
1311,G,0.0,0.0,0.0,0,0,0,0,0,0
1312,G,15.85,15.75,15.9,731,622,899,1059,1427,2613
1313,G,15.7,15.45,15.75,2002,2157,1115,1234,2237,1954
1314,G,9.73,9.67,9.77,9948,13991,17950,13588,11429,9903
1315,G,71.3,71.2,71.5,15,7,7,18,20,23
1316,G,10.5,10.35,10.5,1404,1176,1116,2269,1717,1662
1319,G,79.0,78.4,79.3,2394,6135,6924,12043,9169,7356
1321,G,36.0,36.0,36.15,135,186,123,98,104,151
1323,R,31.25,31.45,31.55,71,51,42,41,62,59
1324,G,17.4,17.4,17.5,1666,7016,7255,3783,1925,980
1325,R,22.3,22.4,22.45,33,72,72,88,173,363
1326,G,62.8,62.5,63.0,1872,2097,3523,4065,3675,3161
1333,G,0.0,0.0,0.0,0,0,0,0,0,0
1336,R,20.45,20.55,20.55,30,41,40,52,126,449
1337,G,7.07,7.04,7.07,236,165,185,281,955,888
1338,G,36.9,36.6,36.9,31,44,42,167,155,138
1339,G,62.4,61.8,63.0,470,448,602,1316,734,492
1340,G,11.5,11.4,11.5,48,54,75,86,365,293
1341,G,63.6,63.5,63.6,12,7,14,10,10,13
1342,G,114.0,114.0,114.5,279,283,390,463,540,2122
1402,R,30.25,30.35,30.35,5538,5011,6174,6773,6864,8313
1408,G,0.0,0.0,0.0,0,0,0,0,0,0
1409,G,15.2,15.15,15.2,1121,805,988,1717,1744,2166
1410,R,37.3,37.4,37.5,31,30,34,31,50,122
1413,G,8.06,8.06,8.15,20,14,24,43,51,52
1414,G,17.65,17.5,17.7,67,61,62,104,130,163
1416,G,10.8,10.7,10.8,465,250,169,151,297,346
1417,G,11.95,11.9,11.95,140,120,142,300,434,2760
1418,R,20.7,21.5,21.55,11,22,18,18,40,35
1419,G,43.8,43.8,44.0,28,17,46,42,109,87
1423,G,31.2,30.9,31.5,298,277,100,55,134,145
1432,R,16.25,16.3,16.3,88,107,110,151,619,819
1434,G,25.35,25.35,25.4,1375,1095,758,899,1073,1054
1435,G,0.0,0.0,0.0,0,3,12,28,14,11
1436,G,78.0,76.8,78.0,287,266,152,141,136,86
1437,G,30.15,29.9,30.25,194,199,272,195,212,441
1438,G,29.85,29.6,29.85,15,40,70,54,68,117
1439,G,22.35,22.3,22.45,5,12,13,26,30,65
1440,G,15.2,15.1,15.25,1566,1518,1197,775,860,960
1441,G,13.3,13.15,13.3,21,39,24,44,67,58
1442,R,36.4,36.9,37.15,1046,1159,782,622,804,975
1443,G,28.4,28.4,28.45,25,34,18,31,30,171
1444,G,10.3,10.2,10.35,1021,936,1257,2198,2484,2653
1445,G,19.35,19.35,19.5,164,88,165,429,364,312
1446,G,38.3,37.9,39.2,334,133,100,130,213,139
1447,G,7.59,7.56,7.6,505,440,606,581,777,990
1449,R,19.95,20.2,20.2,2642,5820,2862,1340,914,574
1451,G,18.8,18.8,18.9,62,90,99,98,164,289
1452,G,16.65,16.5,16.65,86,105,70,65,77,82
1453,G,14.2,13.9,14.2,75,104,364,185,227,392
