id,yVolume,ma5,ma20,ma60
0015,0,0,0,0
0050,22475,27704,15145,13559
0051,49,47,28,38
0052,381,507,349,329
0053,11,11,9,8
0054,0,0,0,0
0055,199,323,227,247
0056,24541,21474,17052,21238
0057,8,29,19,9
0058,0,0,0,0
0059,0,0,0,0
0060,0,0,0,0
0061,188,355,200,216
0080,0,0,0,0
0081,0,0,0,0
1101,23934,32306,22452,28714
1102,6687,6238,5913,7293
1103,220,234,160,191
1104,835,662,478,446
1107,0,0,0,0
1108,119,130,152,194
1109,66,120,79,118
1110,81,92,102,100
1201,209,305,184,232
1203,67,45,27,23
1210,1185,1163,1091,855
1213,7,8,7,11
1215,501,386,436,367
1216,10745,9861,7075,9474
1217,1117,1033,1852,2013
1218,3363,2435,2519,4291
1219,639,2245,998,837
1220,206,171,247,172
1225,23,9,9,22
1227,989,821,521,432
1229,1297,1224,953,823
1231,169,354,225,183
1232,61,58,94,87
1233,4,9,9,10
1234,457,533,385,278
1235,0,4,6,11
1236,93,117,150,151
1240,20,12,12,25
1256,18,20,12,16
1258,20,28,77,194
1259,0,9,10,9
1262,0,0,0,0
1264,13,20,14,11
1268,98,103,150,165
1301,11742,8391,6200,7311
1303,8064,7252,5628,8387
1304,5363,3624,3394,2915
1305,3684,4301,6266,4388
1307,102,75,67,121
1308,2953,2523,1680,1769
1309,1783,1173,1079,1438
1310,283,322,356,423
1311,0,0,0,0
1312,5097,3842,3293,4804
1313,2667,3313,1786,1746
1314,9799,6223,5391,7324
1315,2,7,12,38
1316,846,546,564,875
1319,6519,4089,4852,6528
1321,77,96,96,93
1323,31,46,42,43
1324,20,31,21,20
1325,283,325,1157,899
1326,6035,4846,2773,3161
1333,0,0,0,0
1336,5461,2067,693,776
1337,349,293,347,740
1338,181,136,107,139
1339,102,101,110,169
1340,140,98,111,122
1341,16,17,17,19
1342,877,1393,2995,2467
1402,7142,8229,8068,13230
1408,0,0,0,0
1409,1832,1422,1372,2487
1410,66,76,83,454
1413,124,56,31,78
1414,94,208,276,231
1416,127,74,208,143
1417,1066,1390,9606,7638
1418,20,12,16,15
1419,18,29,33,71
1423,17,101,80,208
1432,511,506,324,310
1434,1004,945,828,940
1435,0,0,0,0
1436,11,18,31,38
1437,77,62,247,236
1438,38,88,40,44
1439,29,586,169,155
1440,1588,853,781,1020
1441,89,45,38,36
1442,1848,1045,1220,1342
1443,892,1968,678,275
1444,1238,1159,3642,2891
1445,252,1141,658,243
1446,59,42,58,71
1447,759,808,714,869
1449,262,112,330,432
1451,222,281,254,382
1452,64,60,59,71
1453,699,288,202,548
1454,66,72,64,84
1455,710,523,471,657
1456,22,19,33,48
1457,305,245,182,244
1459,22,33,42,57
1460,451,428,322,508
1462,0,0,0,0
1463,223,444,232,129
1464,150,145,158,176
1465,97,36,53,66
1466,52,73,58,79
1467,2664,3373,3972,3773
1468,113,261,106,65
1469,0,0,0,0
1470,10,12,27,30
1471,167,174,150,345
1472,3,15,12,9
1473,73,277,122,171
1474,82,87,62,118
1475,100,160,172,187
1476,928,1378,950,781
1477,5327,2960,1745,1852
1503,996,584,1043,494
1504,6519,3304,2822,3456
1506,272,256,264,324
1507,0,0,0,0
1512,291,355,333,368
1513,53177,24747,25582,22235
1514,9356,5908,4515,3378
1515,551,394,535,641
1516,227,184,323,213
1517,523,372,393,1163
1519,17189,9190,13558,7372
1520,0,0,0,0
1521,21,17,15,18
1522,1379,1244,2881,3592
1523,0,0,0,0
1524,6130,2766,4562,6806
1525,15,37,26,35
1526,164,147,163,396
1527,177,161,133,160
1528,377,263,276,385
1529,7289,7203,8624,4467
1530,48,36,23,34
1531,90,61,51,77
1532,825,414,253,248
1533,194,140,133,244
1535,150,137,106,75
1536,1695,1511,1668,1924
1537,71,52,40,69
1538,5,3,8,13
1539,253,334,458,1603
1540,81,85,72,139
1541,14,9,10,24
1558,31,36,52,94
1560,2932,6734,4952,6882
1565,209,141,101,204
1566,0,0,0,0
1568,188,146,206,549
1569,132,132,151,267
1570,51,34,79,55
1580,120,141,116,94
1582,115,91,77,109
1583,6,6,5,6
1584,7167,8626,8978,11937
1586,79,64,68,117
1587,42,43,61,74
1589,375,342,442,292
1590,1066,1130,677,675
1591,418,328,249,445
1592,0,0,0,0
1593,15,17,22,42
1595,49,24,20,34
1597,85,67,42,76
1598,246,139,177,294
1599,38,36,46,61
1601,0,0,0,0
1603,637,276,252,343
1604,117,161,233,266
1605,133589,75427,71087,83365
1606,0,0,0,0
1608,10071,4040,1876,1617
1609,32013,8904,6389,5660
1611,1471,767,570,775
1612,10896,5825,2628,1591
1613,0,0,0,0
1614,181,134,48,49
1615,154,125,80,48
1616,355,141,87,122
1617,15,13,41,31
1618,1379,880,1123,1009
1626,107,95,57,85
1701,10178,7555,12417,9436
1702,162,138,154,341
1704,0,0,0,0
1707,2425,1067,1039,896
1708,4333,2148,1823,2972
1709,772,413,392,691
1710,1669,1048,1651,1247
1711,1493,730,1078,1584
1712,2130,1168,938,1663
1713,52,46,89,67
1714,928,730,1244,1263
1715,0,0,0,0
1716,0,0,0,0
1717,1694,1421,1326,1527
1718,4569,2708,5352,4342
1720,923,1301,6127,4303
1721,1436,575,603,1434
1722,3244,1688,1358,1401
1723,300,192,157,216
1724,0,0,0,0
1725,19,21,17,48
1726,6,16,19,17
1727,403,254,222,553
1729,0,0,0,0
1730,14,17,13,30
1731,119,164,264,386
1732,350,300,765,789
1733,111,144,253,302
1734,1490,1687,4337,4202
1735,4,11,6,8
1736,1942,1906,2220,3083
1737,77,123,93,116
1742,62,45,36,35
1752,3979,6308,22788,10759
1760,3649,4784,12066,14605
1762,473,439,2329,1632
1773,950,343,177,284
1776,13,9,9,16
1777,33,51,186,212
1781,77,51,138,169
1783,3938,3693,3933,1769
1784,152,139,344,354
1785,2538,1271,927,1812
1786,336,301,1243,591
1787,0,0,0,0
1788,16,22,16,17
1789,1730,1066,1888,1840
1795,6886,10361,12109,15061
1796,285,84,92,109
1799,24,17,11,12
1802,9273,6558,7965,13743
1805,42,35,35,22
1806,111,150,214,537
1807,0,0,0,0
1808,515,239,396,288
1809,4114,3406,1706,1270
1810,2516,3377,7337,11799
1813,4,214,88,97
1815,2268,1607,1287,1835
1817,335,206,115,99
1902,0,0,0,0
1903,219,168,81,79
1904,1163,850,739,765
1905,928,579,605,779
1906,1377,884,331,412
1907,2353,1294,1084,2398
1909,11195,8307,7911,4362
2002,31412,29544,31854,35085
2006,2376,1970,1418,1613
2007,3065,1875,3959,2344
2008,29,44,43,34
2009,21258,9105,6125,7148
2010,843,607,467,521
2012,102,67,94,116
2013,235,188,164,222
2014,20787,23524,23260,22124
2015,280,272,169,249
2017,1545,899,851,695
2020,170,261,165,212
2022,851,542,596,863
2023,11416,5318,4500,4801
2024,55,57,43,45
2025,128,149,228,243
2027,15125,9097,9560,14576
2028,3213,2227,2383,1642
2029,577,593,531,459
2030,2401,1425,1633,2248
2031,6453,3212,2879,2422
2032,2160,1004,1370,1218
2033,1111,1035,1180,678
2034,2209,1791,1754,2103
2035,25,36,26,19
2038,5412,2569,2857,2062
2049,9027,4787,1895,1419
2059,497,408,249,359
2061,92,140,74,111
2062,179,232,238,272
2063,47,136,225,162
2064,12,23,40,41
2065,140,148,92,81
2066,166,147,121,226
2067,27,53,31,30
2069,668,453,830,684
2070,62,70,64,113
2101,520,486,471,565
2102,327,221,324,595
2103,867,788,733,869
2104,1810,1356,1016,1607
2105,4566,3931,2413,2738
2106,599,385,312,449
2107,111,299,191,217
2108,1731,878,776,964
2109,84,110,136,96
2114,11,14,14,19
2115,4,15,20,32
2201,95002,42340,26932,31515
2204,6231,4666,2234,2867
2206,2217,2143,1532,3053
2207,547,429,239,248
2208,4427,2141,1984,4235
2211,321,186,2661,2325
2221,78,55,59,121
2227,25,33,30,42
2228,133,103,131,234
2230,2260,3423,2569,1529
2231,575,342,432,770
2233,103,82,95,119
2235,0,10,8,17
2236,674,1279,996,570
2239,94,56,59,99
2241,34,51,30,36
2243,325,342,717,316
2247,38,32,33,49
2250,5,14,12,34
2301,8304,6955,6029,8376
2302,2431,756,429,810
2303,138536,132871,69770,69617
2305,657,400,596,4637
2308,9686,9000,5871,6096
2311,0,0,0,0
2312,3748,4724,3040,7246
2313,14042,11437,9942,12932
2314,1011,587,495,1072
2315,0,0,0,0
2316,78,91,70,136
2317,82452,50292,31682,39497
2321,10,28,19,20
2323,6008,3676,2344,3549
2324,24973,13274,10441,13122
2325,0,0,0,0
2326,0,0,0,0
2327,4284,3694,3082,3550
