id,yVolume,ma5,ma20,ma60
1462,0,0,0,0
1463,173,697,224,124
1464,109,112,170,175
1465,9,26,53,65
1466,79,51,63,78
1467,7947,3974,3893,3779
1468,165,264,99,62
1469,0,0,0,0
1470,6,19,28,30
1471,189,175,170,350
1472,5,22,12,9
1473,980,265,162,171
1474,39,50,58,116
1475,164,269,170,184
1476,837,820,855,749
1477,2662,1638,1448,1743
1503,502,685,971,472
1504,1547,1564,2425,3373
1506,188,233,272,317
1507,0,0,0,0
1512,434,314,459,359
1513,25847,15035,23706,21118
1514,6489,4042,3933,3151
1515,219,642,555,635
1516,121,262,322,209
1517,353,301,420,1206
1519,9477,6486,12762,6932
1520,0,0,0,0
1521,5,14,14,18
1522,1043,1131,3009,3603
1523,0,0,0,0
1524,1274,1571,4414,6822
1525,60,24,23,35
1526,86,203,183,405
1527,211,103,126,158
1528,105,311,292,381
1529,13504,9125,8549,4225
1530,37,27,20,33
1531,40,61,49,76
1532,175,258,218,238
1533,102,111,134,247
1535,132,101,95,71
1536,505,695,1533,1918
1537,28,33,38,70
1538,1,6,10,13
1539,208,327,507,1619
1540,37,98,92,138
1541,0,8,10,24
1558,29,43,59,97
1560,6086,8531,4648,6820
1565,55,91,98,201
1566,0,0,0,0
1568,92,108,219,554
1569,122,119,166,276
1570,28,166,79,54
1580,133,108,109,91
1582,56,71,72,108
1583,6,5,4,6
1584,4418,13930,9247,11647
1586,108,59,67,118
1587,39,46,63,75
1589,217,434,420,300
1590,955,880,570,648
1591,63,256,187,425
1592,0,0,0,0
1593,19,19,21,44
1595,16,22,18,33
1597,21,29,33,76
1598,89,96,197,293
1599,32,66,49,65
1601,0,0,0,0
1603,116,171,253,333
1604,266,182,233,268
1605,30283,34672,67755,79488
1606,0,0,0,0
1608,826,3168,1185,1569
1609,1956,2642,4922,5113
1611,299,443,544,758
1612,1451,4963,1830,1332
1613,0,0,0,0
1614,251,66,31,46
1615,135,184,70,45
1616,100,114,76,116
1617,10,24,43,31
1618,642,1090,1077,1093
1626,139,105,56,83
1701,5495,8211,12633,9161
1702,95,123,160,338
1704,0,0,0,0
1707,709,753,1035,856
1708,1509,1632,1686,2988
1709,254,334,404,704
1710,783,795,1622,1220
1711,461,508,1139,1566
1712,801,747,882,1656
1713,62,69,91,67
1714,477,560,1296,1280
1715,0,0,0,0
1716,0,0,0,0
1717,1008,870,1380,1482
1718,2195,2769,5602,4278
1720,933,1717,7058,4277
1721,318,329,617,1425
1722,1002,1229,1228,1361
1723,114,125,148,213
1724,0,0,0,0
1725,3,17,18,48
1726,15,17,20,18
1727,196,156,219,556
1729,0,0,0,0
1730,14,12,14,29
1731,72,176,297,385
1732,263,266,1268,788
1733,155,161,274,301
1734,2139,1491,4611,4146
1735,41,9,7,8
1736,1624,1878,2217,3057
1737,109,91,87,116
1742,35,37,32,39
1752,6234,8175,24832,10617
1760,5763,5905,12854,14842
1762,277,772,2496,1628
1773,89,106,126,267
1776,15,9,10,17
1777,45,60,211,211
1781,40,49,214,168
1783,2795,3021,3828,1696
1784,52,195,346,350
1785,661,874,855,1774
1786,186,287,1253,583
1787,0,0,0,0
1788,19,21,16,17
1789,504,824,2045,1804
1795,13218,13528,12420,15172
1796,28,37,162,105
1799,36,17,11,12
1802,3136,3586,11565,13623
1805,56,27,33,21
1806,113,160,223,635
1807,0,0,0,0
1808,151,152,424,278
1809,6622,4189,1420,1150
1810,3018,3837,9097,11688
1813,613,252,92,98
1815,849,953,1073,1748
1817,21,82,81,86
1902,0,0,0,0
1903,68,122,70,76
1904,951,626,682,737
1905,328,454,582,768
1906,543,157,155,354
1907,818,1187,1054,2376
1909,6844,6246,7031,3998
2002,17002,20577,39836,34237
2006,1984,1666,1743,1588
2007,1128,1431,3996,2261
2008,43,36,46,35
2009,2362,11988,4780,7694
2010,308,344,487,499
2012,48,44,111,115
2013,176,140,183,223
2014,20906,26402,28119,21568
2015,106,136,153,238
2017,409,411,934,646
2020,409,162,162,209
2022,567,507,720,853
2023,2174,2818,5907,4543
2024,91,32,48,45
2025,27,78,273,240
2027,6563,7052,11938,14321
2028,2671,2388,2503,1557
2029,499,383,595,435
2030,1157,954,1984,2204
2031,3026,2491,2862,2277
2032,411,698,1874,1172
2033,467,1087,1260,656
2034,1691,1152,1858,2051
2035,33,34,28,18
2038,1553,1901,2842,1934
2049,4398,1897,1121,1180
2059,320,310,225,350
2061,176,126,73,110
2062,193,282,248,307
2063,118,147,229,160
2064,19,19,43,41
2065,117,145,88,79
2066,96,93,115,241
2067,21,43,27,29
2069,535,340,973,673
2070,112,68,63,112
2101,318,296,452,558
2102,129,145,348,597
2103,637,709,696,855
2104,775,1056,961,1569
2105,2073,2471,2048,2631
2106,315,211,305,446
2107,396,247,179,213
2108,739,499,872,938
2109,75,96,132,95
2114,17,13,15,20
2115,8,18,22,33
2201,46256,24854,23859,29965
2204,3947,1355,1609,2584
2206,767,1575,1804,3016
2207,220,196,177,234
2208,1055,1146,1960,4148
2211,93,169,2681,2321
2221,26,81,63,121
2227,5,14,27,42
2228,56,91,136,236
2230,2470,4473,2369,1471
2231,167,213,484,769
2233,40,88,96,118
2235,19,22,9,17
2236,1372,1072,904,532
2239,43,34,57,102
2241,49,38,27,37
2243,336,192,697,299
2247,9,32,33,49
2250,32,15,14,38
2301,5487,5006,7737,8284
2302,173,488,333,779
2303,124003,77486,56488,66152
2305,282,345,650,4776
2308,5492,5965,4933,5982
2311,0,0,0,0
2312,2043,4265,3162,7376
2313,5639,11241,9289,12801
2314,360,431,480,1078
2315,0,0,0,0
2316,50,59,75,136
2317,28811,24862,26790,37762
2321,37,27,18,19
2323,1163,1356,1877,3416
2324,5729,7968,11204,12662
2325,0,0,0,0
2326,0,0,0,0
2327,3433,2391,2869,3367
2328,966,1404,2361,4705
2329,669,826,1214,2453
2330,29444,38848,28852,39181
2331,470,558,919,1749
2332,1554,1529,4920,2379
2336,0,0,0,0
2337,3805,3524,9335,11562
2338,5215,13663,9063,10554
2340,1246,855,903,2632
2341,0,0,0,0
2342,359,938,621,1684
2344,8219,8324,10379,13824
2345,1773,2182,2431,2771
2347,2051,2703,4233,4857
2348,46,45,60,103
2349,870,906,820,1076
2350,0,0,0,0
2351,903,987,994,1815
2352,2726,1996,4231,4568
2353,8862,5152,6013,9385
2354,1415,2103,2330,2926
2355,347,230,354,878
2356,5564,5488,8419,10348
2357,1353,1351,2093,2717
2358,6540,18434,6087,3815
2359,898,2054,2920,2815
2360,1360,1187,861,1197
2361,0,0,0,0
2362,74,90,103,145
2363,913,980,1909,2210
2364,275,398,473,2445
2365,3833,907,369,284
2367,2734,2515,3184,9621
2368,3653,5619,5590,8374
2369,357,470,418,838
2371,2343,2899,4914,8067
2373,200,98,91,76
2374,273,269,367,630
2375,133,340,328,401
2376,4726,4431,6497,9491
2377,2895,1931,3412,4008
2379,2239,2559,2940,4277
2380,424,566,690,1046
2381,0,0,0,0
2382,6016,4732,8411,8287
2383,2014,2361,2310,3384
2384,0,0,0,0
2385,736,910,1494,1674
2387,140,189,307,624
2388,3318,5277,7984,19779
2390,160,528,707,1101
2391,0,0,0,0
2392,295,508,631,1553
2393,359,433,389,911
2395,575,915,521,860
2396,0,0,0,0
2397,26,38,87,45
2399,980,2136,1754,3668
2401,1017,717,987,1557
2402,1053,1543,1744,5059
2403,0,0,0,0
2404,545,1787,904,769
2405,792,1266,784,1840
2406,814,668,962,2176
2408,7441,7217,7382,9655
2409,21000,20343,34664,42661
2410,0,0,0,0
2411,0,0,0,0
2412,7706,7786,6464,8517
2413,645,1959,1341,4008
2414,44,56,49,92
2415,53,134,86,109
2417,222,238,283,786
2418,0,0,0,0
2419,1235,1515,3628,3544
2420,46,87,67,92
2421,567,693,940,2230
2423,67,125,132,139
2424,10,26,84,59
2425,272,1247,1933,1786
2426,176,267,266,361
2427,178,106,124,237
2428,630,1618,1063,542
2429,45,20,17,22
2430,67,82,122,96
2431,66,176,184,157
2432,0,0,0,0
2433,12,13,13,19
2434,77,56,39,38
2436,710,2633,1169,2579
2437,0,0,0,0
2438,38,604,219,96
2439,431,290,386,1012
2440,19,81,64,153
2441,600,742,2660,2162
2442,322,621,396,606
2443,89,77,60,93
2444,2603,3073,3238,2780
2446,0,0,0,0
2447,0,0,0,0
2448,0,0,0,0
2449,3101,2670,3575,4641
2450,42,74,69,66
2451,186,187,223,300
2452,0,0,0,0
2453,67,80,89,73
2454,4751,6313,5328,6807
2455,2376,3799,3914,3599
2456,0,0,0,0
2457,1597,2484,6145,6534
2458,594,1181,1615,2144
2459,46,39,43,52
2460,94,153,263,732
2461,175,430,209,236
2462,285,362,541,454
2463,0,0,0,0
2464,134,118,139,348
2465,4021,7146,5344,6933
2466,61,63,61,68
2467,38,54,47,78
2468,2813,9937,3675,7005
2469,0,0,0,0
2471,116,168,184,154
2472,121,224,270,272
2473,0,0,0,0
2474,1487,1509,2247,3749
2475,0,0,0,0
2476,355,312,414,1185
2477,9,19,42,106
2478,59,55,62,110
2479,0,0,0,0
2480,181,176,194,140
2481,1469,1741,1956,3514
2482,3185,2990,3153,3576
2483,67,89,146,320
2484,535,605,859,2082
2485,458,503,705,912
2486,889,1380,1990,4490
2488,61,132,71,175
2489,522,763,959,2480
2491,181,133,129,134
2492,771,1087,1233,1789
2493,142,313,158,126
2494,0,0,0,0
2495,1134,4086,3417,4834
2496,4,7,15,18
2497,507,786,1175,4434
2498,8489,17613,18649,24061
2499,0,0,0,0
2501,248,567,693,736
2504,1405,1113,1089,1529
2505,225,199,138,144
2506,122,191,273,275
2509,22,30,30,36
2511,418,1581,855,616
2514,156,99,127,177
2515,1329,1962,1558,2143
2516,170,386,143,160
2520,482,563,601,810
2524,4,2,24,26
2526,0,0,0,0
2527,234,114,80,103
2528,532,252,193,338
2530,292,321,391,1143
2534,719,640,1346,1122
2535,190,158,191,246
2536,208,121,75,128
2537,331,508,402,591
2538,278,267,556,477
2539,212,212,158,327
2540,1264,628,308,310
2542,3207,2513,6381,6147
2543,37,93,89,94
2545,345,190,143,187
2546,58,144,105,85
2547,236,251,321,506
2548,217,266,256,323
2596,24,35,40,42
2597,46,88,119,129
2601,1201,1210,1837,1915
2603,17230,17937,24757,29807
2605,1262,1593,4074,3639
2606,4200,4639,8066,8701
2607,1829,2921,3413,3522
2608,274,193,483,329
2609,17262,22280,41472,42625
2610,28337,30522,36435,47629
2611,339,432,1338,1118
2612,402,476,3127,1439
2613,180,245,892,733
2614,8085,5391,5698,6578
2615,12416,13790,26431,20512
2616,412,371,203,211
2617,1099,827,1567,1318
2618,31440,41157,33654,43458
2628,0,0,0,0
2630,19,27,32,54
2633,4030,3805,3027,3479
2634,4146,4225,8396,11766
2636,497,767,1483,1757
2637,3358,3298,10050,9669
2640,80,35,44,45
2641,1142,1191,5813,3910
2642,596,405,1102,566
2643,33,40,42,62
2701,291,216,106,157
2702,233,290,400,618
2704,90,131,172,148
2705,174,184,208,238
2706,69,116,148,180
2707,1408,1692,1887,1485
2712,15,6,11,12
2718,1,1,3,3
2719,11,8,22,30
2722,22,25,75,103
2723,716,1564,2367,1820
2724,2,1,0,1
2726,19,52,130,86
2727,644,878,973,981
2729,76,74,106,84
2731,844,1011,2347,2542
2732,5221,5028,1880,1205
2734,80,115,196,191
2736,1137,642,1141,1116
2739,42,79,100,85
2740,0,1,1,2
2743,758,675,1695,1710
2745,38,45,92,113
2748,10605,3791,4392,1943
2752,31,68,48,31
2753,909,1391,1330,1192
2754,795,1237,757,988
2755,11,14,12,14
2756,21,34,42,45
2801,5603,4872,3991,6095
2809,2908,1149,3751,3351
2812,8125,6505,5027,3834
2816,43,48,32,55
2820,413,384,335,449
2823,0,0,0,0
2827,0,0,0,0
2832,130,101,88,118
2833,0,0,0,0
2834,15481,19641,16736,34992
2836,214,390,335,332
2837,0,0,0,0
2838,640,573,588,1069
2841,0,0,0,0
2845,2865,4516,3583,3979
2847,0,0,0,0
2849,19,24,46,50
2850,106,130,159,292
2851,3989,3624,5585,2526
2852,265,220,245,225
2854,0,0,0,0
2855,464,456,428,623
2856,0,0,0,0
2867,3985,5255,8383,16044
2880,13931,13400,8853,9670
2881,19014,12378,10825,13878
2882,30131,22718,28440,27996
2883,30533,21133,17401,29128
2884,33665,21851,16380,21964
2885,18019,14959,17807,20163
2886,12370,11013,11435,16621
2887,13427,12625,10968,14591
2888,30235,28028,20945,25870
2889,6845,11862,7647,8556
2890,29172,18052,23615,28456
2891,30462,23669,28177,36000
2892,15804,17578,12816,14461
2897,2441,9862,3364,2256
2901,10,11,12,20
2903,927,794,1663,1086
2904,21,23,19,31
2905,85,138,169,346
2906,238,505,1271,1816
2908,93,119,94,95
2910,8,13,19,23
2911,100,157,324,397
2912,1482,1329,955,1233
2913,374,442,656,1912
2915,3461,2191,4790,5966
2916,220,751,426,161
2921,0,0,0,0
2923,7,10,13,12
2924,7,14,12,6
2926,9,20,22,26
2928,0,0,0,0
2929,2740,2997,5850,4045
2936,0,0,0,0
2937,31,38,15,14
2939,22,23,54,242
2945,5,3,7,18
2947,1,3,4,5
3002,22,57,78,186
3003,274,327,251,456
3004,221,356,498,301
3005,1207,741,634,994
3006,1850,2441,3048,5252
3008,517,948,577,676
3009,0,0,0,0
3010,123,155,144,157
3011,315,460,787,652
3013,5856,3837,4959,3639
3014,277,556,689,723
3015,38,52,65,71
3016,219,444,482,958
3017,1403,1614,2667,5698
3018,0,0,0,17
3019,328,306,439,972
3020,0,0,0,0
3021,26,47,100,162
3022,2344,1335,1545,2760
3023,346,480,342,514
3024,250,488,423,1063
3025,128,226,420,1809
3026,76,82,126,147
3027,10721,8103,10649,11556
3028,211,308,250,222
3029,153,165,160,174
3030,133,166,249,398
3031,77,59,74,121
3032,11,24,37,62
3033,841,586,521,788
3034,3069,5066,7499,6507
3035,4108,7111,10227,17131
3036,507,797,1352,1575
3037,18086,20786,25865,35457
3038,246,428,502,1081
3040,40,15,13,14
3041,349,509,550,731
3042,675,814,917,987
3043,42,39,92,350
3044,838,961,1514,1382
3045,2786,3359,2182,2970
3046,361,457,1237,6980
3047,1806,1796,2936,7313
3048,212,308,282,370
3049,718,671,937,1324
3050,276,505,861,1450
3051,391,338,434,849
3052,135,127,93,121
3053,0,0,0,0
3054,26,9,26,18
3055,1026,310,130,85
3056,205,549,518,788
3057,80,54,90,115
3058,175,133,134,170
3059,693,1231,1027,3178
3060,113,108,133,170
3061,0,0,0,0
3062,901,1352,1672,4754
3063,0,0,0,0
3064,21,31,22,9
3066,51,75,149,149
3067,1,1,2,2
3068,0,0,0,0
3069,0,0,0,0
3071,59,96,82,178
3073,14,7,12,14
3078,117,193,221,322
3079,0,0,0,0
3080,0,0,0,0
3081,839,1469,1517,3948
3083,507,667,1940,987
3085,17,21,13,14
3086,24,31,66,97
3087,0,0,0,0
3088,139,478,295,250
3089,60,45,146,152
3090,147,180,267,377
3092,83,181,186,581
3093,301,837,435,246
3094,265,170,242,203
3095,6,7,8,24
3099,0,0,0,0
3105,6499,11119,6388,5477
3114,43,50,70,121
3115,3,11,9,10
3118,13,21,17,19
3122,133,177,170,498
3126,0,0,0,0
3128,1462,2522,3069,9736
3130,110,41,17,12
3131,27,45,59,159
3138,239,197,274,589
3141,1473,2989,3316,3908
3142,0,0,0,0
3144,0,0,0,0
3147,81,79,112,200
3149,223,280,399,1130
3152,31,45,51,90
3162,931,1236,3997,3157
3163,1068,1723,1364,2608
3164,64,55,233,294
3167,13,24,31,66
3169,273,337,412,878
3171,58,26,22,15
3176,107,114,212,303
3178,131,126,111,211
3188,74,169,176,195
3189,3127,4680,7904,14652
3191,1,22,90,67
3202,65,101,122,231
3205,284,212,300,1220
3206,95,149,146,148
3207,1053,1464,1193,5348
3209,1273,714,569,622
3211,213,198,123,140
3213,29,17,17,30
3217,49,78,205,510
3218,1618,1097,830,774
3219,456,152,89,61
3221,128,195,362,598
3224,60,110,113,335
3226,0,101,26,10
3227,155,190,289,419
3228,2018,2119,1558,2011
3229,7,11,14,34
3230,56,136,95,365
3231,7010,7518,10986,11629
3232,63,107,165,398
3234,674,495,432,816
3236,142,208,486,1287
3252,389,276,705,484
3257,23,32,32,43
3259,68,76,46,34
3260,662,1321,1237,1617
3264,2122,1693,1819,3709
3265,1471,1065,1181,1506
3266,38,53,41,56
3268,33,40,42,92
3271,0,0,0,0
3272,533,972,1884,3391
3276,11,48,46,72
3284,73,88,192,122
3285,44,69,43,30
3287,13,34,60,266
3288,2,5,10,11
3289,937,2532,2810,7387
3290,474,506,629,729
3291,0,0,0,0
3293,1877,2347,2878,1714
3294,114,115,120,168
3296,438,407,308,724
3297,77,272,289,1040
3298,0,0,0,0
3299,0,0,0,0
3303,60,66,81,133
3305,212,397,279,532
3306,24,46,65,295
3308,15,40,48,60
3310,25,35,69,75
3311,12,23,20,24
3312,165,129,142,230
3313,19,24,29,50
3315,0,0,0,0
3317,199,328,266,548
3321,91,68,215,153
3322,155,317,333,773
3323,44,87,89,237
3324,264,366,630,1515
3325,64,53,54,137
3332,15,14,17,25
3338,56,101,105,152
3339,53,65,161,159
3346,378,998,898,1345
3349,0,5,6,8
3354,42,33,85,135
3356,716,1211,2041,8165
3357,266,125,54,55
3360,46,58,99,70
3362,337,908,1154,2953
3363,63,83,100,330
3367,0,0,0,0
3369,0,0,0,0
3372,139,144,173,388
3373,33,69,630,367
3374,1364,1838,1395,2263
3376,141,169,184,253
3379,29,60,42,36
3380,684,1189,1468,2206
3383,0,0,0,0
3388,15,17,23,35
3389,0,0,0,0
3390,69,122,128,279
3402,79,100,119,283
3406,1577,2277,2265,3391
3413,148,186,297,552
3416,41,36,43,106
3419,553,1152,986,3429
3426,1,1,1,1
3428,0,0,0,0
3430,160,133,128,210
3431,0,0,0,0
3432,166,143,294,1256
3434,21,98,114,764
3437,151,154,125,131
3438,95,219,301,343
3441,218,434,487,1814
3443,6068,6160,7153,8273
3444,562,766,869,1468
3447,580,412,583,437
3450,128,113,117,184
3452,0,0,0,0
3454,10428,7250,9905,13825
3455,394,645,408,504
3465,147,51,19,18
3466,414,493,2004,1212
3474,0,0,0,0
3479,1608,3688,7536,2958
3481,33302,24076,36507,48834
3483,145,163,139,411
3484,72,60,60,135
3489,19,12,14,14
3490,67,80,88,198
3491,372,427,823,2006
3492,9,27,74,141
3494,335,768,1108,1555
3498,272,390,349,280
3499,143,341,388,1439
3501,46,154,118,213
3504,299,712,1004,2744
3508,484,521,1164,1311
3511,153,152,204,708
3512,37,33,24,23
3514,0,0,0,0
3515,615,2189,3350,4042
3516,1,23,74,80
3518,89,140,140,199
3519,0,0,0,0
3520,265,287,553,1599
3521,1726,1111,772,715
3522,32,60,33,29
3523,19,63,37,44
3526,300,192,116,194
3527,83,102,137,201
3528,50,41,21,22
3529,593,589,757,1071
3530,114,114,190,138
3531,69,42,28,89
3532,715,840,1062,2142
3533,629,934,719,725
3534,0,0,0,0
3535,342,365,686,2149
3536,12,21,48,45
3537,100,141,72,64
3540,94,181,126,202
3541,21,22,32,56
3543,42,24,29,24
3545,1015,1693,3353,5208
3546,138,222,296,198
3548,199,160,176,170
3550,48,50,43,62
3551,46,33,26,52
3552,542,649,940,1776
3553,0,0,0,0
3555,9,6,6,11
3556,29,41,57,90
3557,44,110,62,120
3558,1746,1360,1856,4907
3559,0,0,0,0
3561,0,0,0,0
3562,0,0,0,0
3563,57,53,76,90
3564,58,59,91,111
3567,108,59,63,47
3570,30,26,14,9
3573,0,0,0,0
3576,6537,4269,4887,6810
3577,32,88,333,182
3579,0,0,0,0
3580,138,249,376,780
3581,18,26,18,28
3582,0,0,0,0
3583,158,277,245,479
3584,0,0,0,0
3587,484,1612,1461,1939
3588,80,157,269,1568
3591,679,680,347,357
3592,310,722,1218,1360
3593,21,13,15,18
3594,830,1716,1337,1438
3596,404,539,567,1528
3597,7,10,31,55
3598,0,0,0,0
3599,0,0,0,0
3605,161,155,139,293
3607,75,74,76,129
3609,46,47,55,35
3611,8,14,22,31
3614,0,0,0,0
3615,29,31,40,55
3617,138,300,303,670
3622,57,59,96,104
3623,21,13,29,134
3624,3905,3514,1532,1507
3625,81,168,232,552
3628,19,105,105,132
3629,1,2,1,2
3630,213,221,267,695
3631,20,29,28,89
3632,5,21,15,13
3638,0,0,0,0
3642,0,0,0,15
3645,132,134,155,346
3646,12,23,18,29
3652,17,120,72,87
3653,385,490,1049,1170
3658,0,0,0,0
3661,2702,3147,4363,5881
3662,0,0,0,0
3663,53,43,37,55
3664,151,249,117,134
3665,1582,1917,1669,2458
3666,60,55,395,220
3669,109,138,384,412
3672,2,17,20,22
3673,378,366,453,688
3675,2191,3331,1450,1843
3679,46,39,156,103
3680,1077,4949,2452,1842
3682,791,1489,1556,1690
3684,7,11,21,42
3685,66,179,232,219
3686,131,255,730,754
3687,550,1350,1564,952
3689,118,91,126,212
3691,217,147,181,344
3693,27926,11646,4168,2651
3694,65,69,92,356
3697,0,0,0,0
3698,0,0,0,0
3701,194,585,319,687
3702,2357,2485,4281,4248
3703,803,1019,886,1404
3704,3000,10780,9912,5817
3705,1002,1316,5275,2656
3706,1060,1297,2024,2217
3707,1372,2561,2653,4290
3708,1227,3087,2689,2222
3709,12,22,16,32
3710,1043,946,1332,2068
3711,9200,9046,10964,12505
3712,378,403,1248,579
3713,134,139,270,264
3714,1361,3699,3281,3356
3715,614,459,737,756
4102,1044,1452,6547,5558
4103,0,0,0,0
4104,313,386,391,285
4105,903,800,1827,2931
4106,645,1115,2435,2061
4107,51,69,134,171
4108,215,133,170,205
4109,78,85,90,113
4111,385,361,1377,816
4113,1803,2460,945,677
4114,11132,12745,31304,23067
4116,195,215,821,1462
4119,677,355,357,628
4120,88,68,70,97
4121,490,1241,4510,2298
4123,311,565,1516,1345
4126,77,100,289,273
4127,117,188,425,301
4128,4057,4476,6474,8379
4129,406,782,1881,1426
4130,1727,2122,8991,5603
4131,11,7,6,5
4133,282,447,1698,1341
4137,108,251,839,701
4138,37,49,145,84
4139,7,32,34,58
4141,0,0,0,0
4142,475,621,969,1415
4144,0,0,0,0
4147,308,470,894,1042
4148,93,207,134,309
4152,0,0,0,0
4153,3142,1051,1159,587
4154,2,19,53,37
4155,1003,1914,2420,1858
4157,794,992,1932,2778
4160,51,36,55,124
4161,71,83,253,494
4162,5050,6830,8424,11992
4163,506,918,1188,541
4164,459,690,344,524
4167,4876,6172,27180,14528
4168,456,543,1159,3547
4171,577,979,3525,1567
4173,119,165,896,690
4174,251,294,708,537
4175,129,148,236,180
4180,0,0,0,0
4183,0,1,7,12
4188,17,19,50,65
4190,160,251,360,400
4192,47,46,33,52
4198,6,4,8,16
4205,29,15,10,12
4207,228,147,112,264
4303,34,54,58,72
4304,35,86,70,90
4305,8,3,3,6
4306,313,446,384,510
4401,16,21,21,30
4402,135,123,275,439
4406,39,24,26,39
4408,0,0,0,0
4413,12,21,19,114
4414,0,0,0,0
4415,0,0,0,0
4416,0,3,3,4
4417,54,288,146,139
4419,0,2,1,1
4420,8,6,6,8
4426,298,737,524,476
4429,0,0,0,0
4430,3,6,8,10
4432,192,220,324,749
4433,6,16,23,45
4438,126,119,127,247
4439,14,7,8,23
4440,16,36,37,32
4502,23,9,7,12
4503,139,306,805,441
4506,45,61,36,67
4510,24,28,47,51
4513,174,193,336,283
4523,52,119,140,211
4526,137,112,83,85
4527,9,20,27,63
4528,68,24,18,30
4529,34,38,35,51
4530,22,16,29,24
4532,491,211,237,332
4533,49,63,88,181
4534,61,51,79,173
4535,0,1,3,5
4536,674,714,631,1005
4538,13,25,24,12
4540,177,76,55,69
4541,125,194,582,1136
4542,2,2,5,17
4543,97,91,163,470
4545,37,55,65,44
4549,20,31,22,55
4550,27,48,24,39
4551,92,138,305,482
4552,68,87,70,69
4554,17,22,19,33
4555,10,7,8,22
4556,4,4,1,3
4557,22,40,61,104
4558,2,8,12,15
4560,25,34,36,45
4561,0,19,18,22
4562,79,48,48,128
4563,511,235,319,153
4564,130,130,303,241
4566,190,297,483,951
4568,4,3,3,6
4571,8,13,12,15
4572,151,138,287,334
4576,96,44,36,78
4577,16,18,35,64
4580,47,27,35,35
4581,7,8,9,9
4583,13,19,17,19
4584,42,44,25,44
4609,14,14,5,6
4702,83,64,70,231
4703,0,0,0,0
4706,3,5,5,10
4707,247,244,219,296
4711,4,65,29,49
4712,2,37,19,13
4714,102,87,89,104
4716,109,118,207,156
4720,132,153,147,373
4721,211,245,632,948
4722,36,41,61,62
4725,0,0,0,0
4726,411,363,642,1209
4728,32,42,65,88
4729,74,38,40,134
4733,0,0,0,0
4735,19,20,180,109
4736,254,380,1147,982
4737,81,37,26,27
4739,272,329,730,1569
4741,0,4,8,17
4743,7570,8214,8438,10843
4744,193,176,200,141
4745,15,17,23,30
4746,3781,3866,8756,5431
4747,3290,3423,2742,1135
4754,3,10,9,11
4755,138,217,429,1100
4760,71,33,23,30
4762,0,0,0,0
4763,18470,18195,10112,5121
4764,3,10,560,230
4766,74,36,35,47
4767,2,2,2,5
4768,1198,897,748,1578
4770,911,1737,1400,1430
4801,0,0,0,0
4803,0,0,0,0
