time	stockId	中文名稱
0817_1336	8109	博大
0817_1336	8027	鈦昇
0817_1336	6719	力智
0817_1336	6197	佳必琪
0817_1336	5474	聰泰
0817_1336	3363	上詮
0817_1336	2736	富野
0817_1336	2606	裕民
0817_1331	6245	立端
0817_1326	3680	家登
0817_1326	3231	緯創
0817_1326	3043	科風
0817_1326	2455	全新
0817_1326	2453	凌群
0817_1321	6161	捷波
0817_1321	4563	百德
0817_1321	2405	輔信
0817_1321	1815	富喬
0817_1316	1528	恩德
0817_1311	9958	世紀鋼
0817_1311	5452	佶優
0817_1311	5234	達興材料
0817_1311	4747	強生
0817_1311	2382	廣達
0817_1311	1560	中砂
0817_1246	3706	神達
0817_1246	2488	漢平
0817_1246	2312	金寶
0817_1241	6216	居易
0817_1241	2404	漢唐
0817_1241	2374	佳能
0817_1236	8048	德勝
0817_1236	6194	育富
0817_1236	3265	台星科
0817_1231	2353	宏碁
0817_1226	3596	智易
0817_1226	2440	太空梭
0817_1221	6274	台燿
0817_1221	2630	亞航
0817_1221	2471	資通
0817_1211	6830	汎銓
0817_1211	3694	海華
0817_1211	1519	華城
0817_1206	2743	山富
0817_1206	1319	東陽
0817_1201	8299	群聯
0817_1201	2748	雲品
0817_1156	6218	豪勉
0817_1156	3704	合勤控
0817_1151	6585	鼎基
0817_1151	5469	瀚宇博
0817_1146	3088	艾訊
0817_1141	2338	光罩
0817_1141	1584	精剛
0817_1136	6811	宏碁資訊
0817_1136	4961	天鈺
0817_1131	3027	盛達
0817_1126	6213	聯茂
0817_1121	5381	合正
0817_1121	3617	碩天
0817_1121	2734	易飛網
0817_1116	6150	撼訊
0817_1116	4906	正文
0817_1116	2425	承啟
0817_1111	8087	華鎂鑫
0817_1111	3308	聯德
0817_1111	2727	王品
0817_1111	2419	仲琦
0817_1106	6411	晶焱
0817_1106	6235	華孚
0817_1106	3078	僑威
0817_1106	2376	技嘉
0817_1106	1514	亞力
0817_1101	8234	新漢
0817_1101	4934	太極
0817_1101	2359	所羅門
0817_1101	2356	英業達
0817_1101	2301	光寶科
0817_1101	1603	華電
0817_1056	3289	宜特
0817_1051	9927	泰銘
0817_1051	6829	千附精密
0817_1051	6703	軒郁
0817_1051	5236	凌陽創新
0817_1051	3406	玉晶光
0817_1051	3260	威剛
0817_1046	6148	驊宏資
0817_1041	8390	金益鼎
0817_1041	8155	博智
0817_1041	6114	久威
0817_1041	5009	榮剛
0817_1041	1513	中興電
0817_1036	6672	騰輝電子-KY
0817_1036	6188	廣明
0817_1036	6104	創惟
0817_1036	3548	兆利
0817_1036	3483	力致
0817_1036	3257	虹冠電
0817_1036	3044	健鼎
0817_1036	3032	偉訓
0817_1036	3017	奇鋐
0817_1036	2402	毅嘉
0817_1036	2399	映泰
0817_1031	6223	旺矽
0817_1026	6446	藥華藥
0817_1026	4908	前鼎
0817_1026	3622	洋華
0817_1026	3567	逸昌
0817_1026	3025	星通
0817_1026	3014	聯陽
0817_1026	1540	喬福
0817_1021	6470	宇智
0817_1016	5706	鳳凰
0817_1016	5425	台半
0817_1016	3624	光頡
0817_1016	3515	華擎
0817_1016	3207	耀勝
0817_1011	9929	秋雨
0817_1011	8222	寶一
0817_1011	2355	敬鵬
0817_1006	6414	樺漢
0817_1006	6282	康舒
0817_1006	5439	高技
0817_1006	3338	泰碩
0817_1006	3021	鴻名
0817_1006	2745	五福
0817_1001	5258	虹堡
0817_1001	4968	立積
0817_1001	4953	緯軟
0817_1001	3558	神準
0817_1001	3051	力特
0817_1001	3013	晟銘電
0817_0956	6231	系微
0817_0956	6139	亞翔
0817_0956	6117	迎廣
0817_0956	3689	湧德
0817_0956	3587	閎康
0817_0956	3056	總太
0817_0956	2323	中環
0817_0951	8227	巨有科技
0817_0951	3479	安勤
0817_0951	3163	波若威
0817_0946	6204	艾華
0817_0946	5388	中磊
0817_0941	3324	雙鴻
0817_0941	3035	智原
0817_0941	2388	威盛
0817_0936	6111	大宇資
0817_0931	6531	愛普*
0817_0931	5210	寶碩
0817_0931	2401	凌陽
0817_0926	6285	啟碁
0817_0926	3206	志豐
0817_0926	1471	首利
0817_0921	6125	廣運
0817_0921	5340	建榮
0817_0916	6418	詠昇
0817_0916	6187	萬潤
0817_0916	3362	先進光
0817_0916	2368	金像電
0817_0911	8996	高力
0817_0911	8210	勤誠
0817_0911	6664	群翊
0817_0911	6538	倉和
0817_0911	4746	台耀
0817_0911	3583	辛耘
0817_0911	2363	矽統
0817_0906	3715	定穎投控
0817_0906	2421	建準
