time	stockId	中文名稱
0829_1334	6830	汎銓
0829_1334	6672	騰輝電子-KY
0829_1334	5340	建榮
0829_1334	3596	智易
0829_1334	3088	艾訊
0829_1334	2440	太空梭
0829_1334	1760	寶齡富錦
0829_1334	1591	駿吉-KY
0829_1330	3675	德微
0829_1326	2363	矽統
0829_1318	6117	迎廣
0829_1318	2630	亞航
0829_1314	8050	廣積
0829_1314	3491	昇達科
0829_1310	3306	鼎天
0829_1258	3325	旭品
0829_1250	3163	波若威
0829_1246	1584	精剛
0829_1238	1467	南緯
0829_1234	8927	北基
0829_1230	6285	啟碁
0829_1214	5289	宜鼎
0829_1158	1319	東陽
0829_1150	5388	中磊
0829_1150	4155	訊映
0829_1142	8011	台通
0829_1138	1903	士紙
0829_1130	2201	裕隆
0829_1126	5009	榮剛
0829_1118	3217	優群
0829_1114	3257	虹冠電
0829_1110	3689	湧德
0829_1102	5371	中光電
0829_1054	1612	宏泰
0829_1050	6625	必應
0829_1050	3017	奇鋐
0829_1050	3004	豐達科
0829_1030	4916	事欣科
0829_1030	3013	晟銘電
0829_1026	6799	來頡
0829_1026	6205	詮欣
0829_1022	3138	耀登
0829_1022	2340	台亞
0829_1006	6167	久正
0829_1006	5704	老爺知
0829_1006	3035	智原
0829_1006	2331	精英
0829_0958	3587	閎康
0829_0958	2457	飛宏
0829_0950	4572	駐龍
0829_0950	1471	首利
0829_0946	8358	金居
0829_0946	2402	毅嘉
0829_0942	6538	倉和
0829_0942	6139	亞翔
0829_0942	5457	宣德
0829_0942	3308	聯德
0829_0942	3037	欣興
0829_0942	3011	今皓
0829_0938	4908	前鼎
0829_0934	9958	世紀鋼
0829_0934	6194	育富
0829_0934	4979	華星光
0829_0934	2455	全新
0829_0926	2816	旺旺保
0829_0926	1519	華城
0829_0922	6104	創惟
0829_0918	6213	聯茂
0829_0918	4909	新復興
0829_0918	2436	偉詮電
0829_0918	2376	技嘉
0829_0918	2329	華泰
0829_0914	6235	華孚
0829_0914	5222	全訊
0829_0914	3715	定穎投控
0829_0914	3617	碩天
0829_0914	3051	力特
0829_0914	2364	倫飛
