time	stockId	中文名稱
0825_1334	8112	至上
0825_1334	6108	競國
0825_1334	4147	中裕
0825_1334	3548	兆利
0825_1334	2736	富野
0825_1330	6111	大宇資
0825_1326	2455	全新
0825_1318	2485	兆赫
0825_1314	6829	千附精密
0825_1314	5243	乙盛-KY
0825_1306	8927	北基
0825_1302	8033	雷虎
0825_1302	8011	台通
0825_1254	2468	華經
0825_1242	6146	耕興
0825_1238	9934	成霖
0825_1234	4934	太極
0825_1230	6235	華孚
0825_1226	9958	世紀鋼
0825_1226	3311	閎暉
0825_1222	6173	信昌電
0825_1218	4908	前鼎
0825_1214	3041	揚智
0825_1206	3011	今皓
0825_1206	2516	新建
0825_1202	6170	統振
0825_1202	3035	智原
0825_1150	3289	宜特
0825_1142	6223	旺矽
0825_1138	8932	宏大
0825_1138	5443	均豪
0825_1138	1609	大亞
0825_1134	3617	碩天
0825_1126	3227	原相
0825_1122	6216	居易
0825_1050	1217	愛之味
0825_1046	6104	創惟
0825_1038	5225	東科-KY
0825_1038	1584	精剛
0825_1034	4916	事欣科
0825_1034	3043	科風
0825_1030	8097	常珵
0825_1030	2401	凌陽
0825_1030	1471	首利
0825_1018	6679	鈺太
0825_1018	3062	建漢
0825_1018	2460	建通
0825_1018	2388	威盛
0825_1010	6664	群翊
0825_1010	2355	敬鵬
0825_1006	5340	建榮
0825_1006	2634	漢翔
0825_1006	2369	菱生
0825_0958	2332	友訊
0825_0954	6531	愛普*
0825_0954	5284	jpp-KY
0825_0950	4961	天鈺
0825_0950	1477	聚陽
0825_0946	4944	兆遠
0825_0946	4906	正文
0825_0946	2727	王品
0825_0946	2645	長榮航太
0825_0946	2230	泰茂
0825_0938	3444	利機
0825_0934	9919	康那香
0825_0934	6156	松上
0825_0930	4543	萬在
0825_0926	4542	科嶠
0825_0926	3581	博磊
0825_0914	4572	駐龍
0825_0914	1737	臺鹽
0825_0914	1519	華城
0825_0910	6538	倉和
0825_0910	6284	佳邦
0825_0910	6168	宏齊
0825_0910	3567	逸昌
0825_0910	3094	聯傑
0825_0910	3004	豐達科
0825_0910	2630	亞航
0825_0910	2449	京元電子
0825_0906	3308	聯德
