time	stockId	中文名稱
0814_1336	6167	久正
0814_1336	1471	首利
0814_1336	6547	高端疫苗
0814_1336	2357	華碩
0814_1311	4102	永日
0814_1311	4102	永日
0814_1301	4102	永日
0814_1301	4102	永日
0814_1251	8932	宏大
0814_1246	6547	高端疫苗
0814_1246	6547	高端疫苗
0814_1236	8034	榮群
0814_1231	6799	來頡
0814_1231	6799	來頡
0814_1226	3322	建舜電
0814_1226	3322	建舜電
0814_1221	8390	金益鼎
0814_1221	1471	首利
0814_1221	3058	立德
0814_1221	6547	高端疫苗
0814_1216	1540	喬福
0814_1216	6799	來頡
0814_1216	6194	育富
0814_1216	6799	來頡
0814_1216	6194	育富
0814_1216	1540	喬福
0814_1211	3617	碩天
0814_1211	3617	碩天
0814_1207	5403	中菲
0814_1205	8390	金益鼎
0814_1156	3308	聯德
0814_1156	3308	聯德
0814_1156	3308	聯德
0814_1151	1471	首利
0814_1146	6799	來頡
0814_1146	2357	華碩
0814_1146	2357	華碩
0814_1146	6799	來頡
0814_1141	6538	倉和
0814_1141	6188	廣明
0814_1141	6188	廣明
0814_1141	6538	倉和
0814_1121	6188	廣明
0814_1121	6188	廣明
0814_1116	3617	碩天
0814_1116	3617	碩天
0814_1056	3587	閎康
0814_1056	3587	閎康
